Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U23C6_25C_pH7.0,1,504,483,21,344.0565089321797,0.7123323166297717,0.9785424158752141,0.9776075418780761,-148.49524598659036,-61.73815680522438,344.0565089321797,16034.26121651574,0.8439978179058117
