Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
1.046727664919629985e+00,1.990347516344310660e-02,9.967602899999998822e-01,3.239709999999998945e-03,0.000000000000000000e+00,5.584941278425652467e-01,0.000000000000000000e+00,8.256000150716182873e-01,1.815239861645006822e-03,0.000000000000000000e+00,2.683398056344793014e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.403491806702916067e-01,1.992575532686648165e-02,9.807063168642329298e-01,3.148170562552925732e-03,3.024783219022326624e-18,5.494788513493245041e-01,8.845072432113111778e-05,8.123163622907305648e-01,2.030166238015364277e-03,-1.705401720711210815e-05,2.427489636431331369e-03,-5.010398319803351380e-19,1.401748841289180772e-18,3.990808554273410021e-18,5.000000000000000104e-03
9.427144676949799074e-01,1.953585259193485468e-02,9.649077723742335300e-01,3.094146167572168690e-03,5.950914782855019565e-18,5.406258488596339395e-01,8.858763238152980214e-05,7.992313190664703804e-01,2.017983955699857897e-03,-1.821529062072517558e-05,2.370506063741980533e-03,-9.527680271052605782e-19,2.733551843792048253e-18,7.829155493047780462e-18,1.000000000000000021e-02
9.528815663397869340e-01,1.977919222506527991e-02,9.493634675245348209e-01,3.044022809927930673e-03,2.664708395925660599e-17,5.319168812072774255e-01,8.163595349969762804e-05,7.863557881527505344e-01,1.987196299723573319e-03,-1.804474283763018538e-05,2.330818264771179933e-03,1.512033919787545569e-17,-1.647617403176536501e-18,2.194299194666346746e-17,1.499999999999999944e-02
8.975253219850330977e-01,1.900812461157454572e-02,9.340695532923096733e-01,2.994961766821378508e-03,1.152096946573866852e-17,5.233483154228859568e-01,7.441087211198263397e-05,7.736875801588042334e-01,1.955324131494636831e-03,-1.776646647761710195e-05,2.293146656014704611e-03,-1.723518164714497121e-18,5.211362317384998685e-18,1.507536266080880839e-17,2.000000000000000042e-02
9.506865193792871649e-01,1.961698215237036094e-02,9.190220167720669631e-01,2.946712493406824715e-03,1.339119913199821456e-17,5.149177799408285461e-01,6.747233002053705563e-05,7.612234545331371116e-01,1.923832684881725003e-03,-1.748330756457265175e-05,2.256197562999299241e-03,5.889511559498378453e-18,-8.021260807641819177e-18,1.218333057751335723e-17,2.500000000000000139e-02
9.315126810488674192e-01,1.977903659566976682e-02,9.042168906595459132e-01,2.899242283054755641e-03,5.076560169015080332e-17,5.066230424762910856e-01,6.085488228915063075e-05,7.489601315599843101e-01,1.892837533637892200e-03,-1.720384815812705910e-05,2.219853316235915423e-03,2.880378344893563341e-17,-3.110367801690017194e-18,4.180522204063400495e-17,2.999999999999999889e-02
9.165315275808398887e-01,2.106572409945690547e-02,8.896502699563789696e-01,2.852536935258527875e-03,1.054809848217653073e-17,4.984619151799231096e-01,5.454939585040588279e-05,7.368943766872116941e-01,1.862340909323422205e-03,-1.692874633448831530e-05,2.184095261637641720e-03,1.176446244639591376e-17,-3.472533612211645158e-19,4.776577563608997016e-18,3.500000000000000333e-02
8.197710612166777544e-01,1.968290374598130610e-02,8.753183124370176316e-01,2.806583990186787246e-03,2.159569210309766830e-17,4.904322461401373623e-01,4.854352843783588773e-05,7.250230068384883042e-01,1.832335635673692327e-03,-1.665799490554961771e-05,2.148913210779927925e-03,-2.795285260347447610e-18,9.487641151344257633e-18,2.796375763750507229e-17,4.000000000000000083e-02
8.610927899047102763e-01,1.942857272853848113e-02,8.612172377612385965e-01,2.761371315848957543e-03,-2.297525860588926538e-17,4.825319181507401467e-01,4.282511420357067671e-05,7.133428901754623741e-01,1.802813864324849438e-03,-1.639153166200091942e-05,2.114297825701074579e-03,-4.992026239166892111e-18,4.431483145245280076e-19,-2.436144346300156072e-17,4.499999999999999833e-02
8.475822543668972697e-01,1.924954049918849511e-02,8.473433264879901561e-01,2.716886986376739789e-03,2.469928302861489069e-17,4.747588480978391368e-01,3.738243150234678871e-05,7.018509453219000660e-01,1.773767807310558343e-03,-1.612929066422824224e-05,2.080239976437006991e-03,1.097188149127922120e-17,-1.428700107481498491e-17,2.239768991347002075e-17,5.000000000000000278e-02
8.252892935536305652e-01,2.143994679112832050e-02,8.336929190948643154e-01,2.673119268887115974e-03,-3.872889554369490879e-17,4.671109864065709494e-01,3.220420918496195349e-05,6.905441405541518085e-01,1.745189796734646212e-03,-1.587120654548859920e-05,2.046730684793975508e-03,-3.694332882629232888e-17,-4.247956611802751329e-18,-2.176694841691941848e-17,5.500000000000000028e-02
8.385648809923941238e-01,1.831715623943053900e-02,8.202624150129032010e-01,2.630056619564516852e-03,9.213173886134838260e-17,4.595863165011368490e-01,2.727961151534804418e-05,6.794194930011276945e-01,1.717072287939893542e-03,-1.561721486312337668e-05,2.013761117474902832e-03,5.225197979382565525e-17,-5.442972164199875204e-18,7.588521526033053064e-17,5.999999999999999778e-02
8.275063802637956378e-01,2.058015220486705127e-02,8.070482716772277021e-01,2.587687680552108564e-03,-1.169444711500564180e-16,4.521828542740579659e-01,2.259822187415911032e-05,6.684740678571396977e-01,1.689407857946989252e-03,-1.536725211435066398e-05,1.981322583382181743e-03,-6.599883263881543517e-17,-1.641765237736536402e-17,-9.654268780175592018e-17,6.500000000000000222e-02
7.815672242618246779e-01,1.930973570101866474e-02,7.940470035922790881e-01,2.546001276938911467e-03,1.883655488149256547e-17,4.448986475636063642e-01,1.815002692533473813e-05,6.577049776068552012e-01,1.662189203518661456e-03,-1.512125572991375139e-05,1.949406531289735395e-03,2.050591536125353138e-17,-6.005349742753518628e-19,8.870029623661570525e-18,7.000000000000000666e-02
7.904108310915646252e-01,2.075998019887091359e-02,7.812551814126098559e-01,2.504986413819291179e-03,-5.863421277158106645e-17,4.377317756399068394e-01,1.392540136079961643e-05,6.471093812631575348e-01,1.635409139229314487e-03,-1.487916406158506996e-05,1.918004547598725542e-03,-2.146074057676866576e-17,6.487809503782934945e-18,-5.627247636473789398e-17,7.499999999999999722e-02
