8.916948288202783957e+00,-2.030746267265321481e-01,-1.860029359774901039e-02,5.090476131314580332e-04,7.163937621791278997e-05,-5.908544185706780143e-05,8.782869864066309429e-01,-2.198565612817152622e-05,2.346611420494520910e-05,2.666056945259979646e-04,-1.011762691178351214e-04,-5.522687479959818499e-04,1.825110213457124602e-03,1.633463285255396219e-04,1.498657110537324980e-03,3.573732257551588925e-04,-7.079825521755609297e-04,-3.776230242826971091e-04,2.235838241530636178e-03,5.148534732469222394e-04,-4.743868804169903237e-04,-2.681002383091990934e-05,-8.631729385911887610e-04,1.131887853112789003e-03,-5.885100132667064063e-04,-4.492638395756671653e-04,5.157428316842851577e-05,-4.390654856498003075e-04,1.284523988288441461e-04,2.694482898098265353e-06,1.464812157659160091e-02,8.090405326166232427e-04,-1.632101625549168514e-05,-8.207273539778762950e-07,-1.519993030012186720e-04,-2.539500305358172012e-05,9.199842230259897317e-05,-7.931677835022924071e-06,1.033090754409988752e-06,7.992053481557757368e-05,-2.001654642818255015e-04
-2.030746267265320093e-01,8.504710821107578056e+01,-8.867593187257388418e-03,-2.131877730686705941e-01,-3.000237833544558072e-02,2.474482434521086543e-02,4.972423108088596527e-02,9.207533732621774394e-03,-9.827545598638251848e-03,-1.116537487599341821e-01,4.237234974532255727e-02,2.312886682572104780e-01,-7.643512551179214576e-01,-6.840900363540278195e-02,-6.276335724738476562e-01,-1.496669470355316001e-01,2.965011911976195846e-01,1.581475082675571908e-01,-9.363630500524496858e-01,-2.156192516903850664e-01,1.986719513071866228e-01,1.122796596819681386e-02,3.614945081843956576e-01,-4.740315926130846402e-01,2.464664128079211980e-01,1.881504892837662923e-01,-2.159917126151212480e-02,1.838794460525696173e-01,-5.379551960413202910e-02,-1.128442200295410583e-03,-4.877713013864280376e-04,-3.388240019628362409e-01,6.835197769265102460e-03,3.437184113579212687e-04,6.365689982412441050e-02,1.063535906741810283e-02,-3.852869215095864469e-02,3.321765372682343280e-03,-4.326556330470838260e-04,-3.347050531281107327e-02,8.382875879329355906e-02
-1.860029359774885774e-02,-8.867593187257395357e-03,5.638755552212081253e-03,2.222841533163524198e-05,3.128253168451273453e-06,-2.580064630050485595e-06,2.814878432290273541e-02,-9.600404424827502035e-07,1.024687120244692341e-06,1.164178350871193116e-05,-4.418030992860693545e-06,-2.411573846623011997e-05,7.969648968820105758e-05,7.132790606810575526e-06,6.544136900633969786e-05,1.560529955464203084e-05,-3.091524213324520112e-05,-1.648954087203741882e-05,9.763161591381791374e-05,2.248193792298972918e-05,-2.071489647288569363e-05,-1.170704526240123227e-06,-3.769188988826128052e-05,4.942577601542874377e-05,-2.569827392224799953e-05,-1.961785688010716502e-05,2.252077324647319851e-06,-1.917252870074751436e-05,5.609088811845664536e-06,1.176591018558601860e-07,-1.127978112397567132e-03,3.532810785321501782e-05,-7.126844691986675130e-07,-3.583843245237465959e-08,-6.637303761126794427e-06,-1.108915277591893838e-06,4.017264963128800378e-06,-3.463499771839317193e-07,4.511163547753889167e-08,3.489863807589087204e-06,-8.740559743980159406e-06
5.090476131314624784e-04,-2.131877730686711214e-01,2.222841533163531314e-05,6.091859067009695039e+00,1.560331065944920229e-02,2.043595760532187500e-01,-1.246438393340415247e-04,-2.308054504381935228e-05,2.463473015102112798e-05,2.798826974083967268e-04,-1.062148622322671893e-04,-5.797718130450432673e-04,1.916000971090184128e-03,1.714809997617172926e-04,1.573290455529055640e-03,3.751704650709884216e-04,-7.432401876234204273e-04,-3.964287065500845999e-04,2.347183315498948229e-03,5.404932520988411145e-04,-4.980114169816114841e-04,-2.814516696922799696e-05,-9.061590781560595548e-04,1.188256035026654051e-03,-6.178178986678525874e-04,-4.716372450035026314e-04,5.414269007174652158e-05,-4.609310115489969294e-04,1.348493472231140130e-04,-2.021729332810436215e-03,1.222697393205869799e-06,8.493308703853793586e-04,-1.713380527056892580e-05,-8.615996971729255864e-07,-1.595688906938404206e-04,-2.665967794861797994e-05,9.657995729291003349e-05,-8.326676560256695805e-06,1.084538826246808009e-06,8.390058922887645850e-05,-2.101337339054385259e-04
7.163937621791285773e-05,-3.000237833544559113e-02,3.128253168451272182e-06,1.560331065944948851e-02,6.360933605053372027e-03,9.620765606860808006e-03,-1.754139822867696675e-05,-3.248175233623284038e-06,3.466899079359752624e-06,3.938849989528596938e-05,-1.494784825447398204e-05,-8.159254648061617181e-05,2.696429781046225820e-04,2.413289354326260370e-05,2.214125829023234286e-04,5.279855439795340600e-05,-1.045978058788690095e-04,-5.579027289293997496e-05,3.303242059363374855e-04,7.606478928789869301e-05,-7.008622836376674566e-05,-3.960930477251406124e-06,-1.275257351939171617e-04,1.672258526325697849e-04,-8.694685474420838563e-05,-6.637453385811428947e-05,7.619618368582898000e-06,-6.486782237074215638e-05,1.897764151967787596e-05,-1.276022929399868834e-03,1.720728597737604413e-07,1.195281780867759149e-04,-2.411277629359519910e-06,-1.212547967277702424e-07,-2.245647656172999930e-05,-3.751874380984946691e-06,1.359190715590296513e-05,-1.171831277383974863e-06,1.526295045732058416e-07,1.180751214939865939e-05,-2.957257677080741531e-05
-5.908544185706803183e-05,2.474482434521083074e-02,-2.580064630050482207e-06,2.043595760532184447e-01,9.620765606860814945e-03,1.906919783572332550e-01,1.446748031389216882e-05,2.678971803495846724e-06,-2.859366940252808026e-06,-3.248614160627114972e-05,1.232841860936193426e-05,6.729443939302650354e-05,-2.223913069330114834e-04,-1.990389578429520970e-05,-1.826127052489237058e-04,-4.354624622258341181e-05,8.626830527995984815e-05,4.601370222959969334e-05,-2.724388833937594658e-04,-6.273535480221693200e-05,5.780446438243954998e-05,3.266825309891636870e-06,1.051783922456321353e-04,-1.379215441891269711e-04,7.171046988205438417e-05,5.474319945408732778e-05,-6.284372392083744598e-06,5.350052093450187419e-05,-1.565203933636198947e-05,2.926275302845410091e-03,-1.419191719427584965e-07,-9.858231030858134692e-05,1.988730383935796396e-06,1.000063599124118413e-07,1.852125060618460553e-05,3.094403766420281944e-06,-1.121008979117777142e-05,9.664820167550843082e-07,-1.258830296163065084e-07,-9.738388431214124713e-06,2.439034030726694991e-05
8.782869864066313870e-01,4.972423108088602078e-02,2.814878432290270419e-02,-1.246438393340402507e-04,-1.754139822867698030e-05,1.446748031389220439e-05,1.467288828653014798e+00,5.383340417285509560e-06,-5.745840847308115594e-06,-6.528025374604245969e-05,2.477371135238848760e-05,1.352268340302506880e-04,-4.468908965384331996e-04,-3.999648167151845441e-05,-3.669565896862239380e-04,-8.750531342106596610e-05,1.733544391689071534e-04,9.246361706321435346e-05,-5.474605034289419187e-04,-1.260654444585119257e-04,1.161569184877064956e-04,6.564620315899632747e-06,2.113538818371160318e-04,-2.771505927307207212e-04,1.441007592371276009e-04,1.100053676593952393e-04,-1.262832100413724076e-05,1.075082299547552037e-04,-3.145246092640024754e-05,-6.597628292034633142e-07,6.634895189410947025e-03,-1.980991867182212629e-04,3.996314048902984869e-06,2.009607859998997457e-07,3.721808375767163756e-05,6.218142662581715740e-06,-2.252645189303551789e-05,1.942126339884554755e-06,-2.529594377587373651e-07,-1.956909735763946923e-05,4.901190247546523087e-05
-2.198565612817150251e-05,9.207533732621703271e-03,-9.600404424827425802e-07,-2.308054504381902024e-05,-3.248175233623261591e-06,2.678971803495795478e-06,5.383340417285455350e-06,2.772606178456943609e-03,-1.063968658214240804e-06,-1.208807306568571590e-05,4.587396888818527798e-06,2.157260487909336971e-02,-8.275166684801465457e-05,-7.406227229087401002e-06,-6.795007392768965182e-05,-1.620353110734806980e-05,3.210038268366497690e-05,1.712166995131344100e-05,-1.013743388892283747e-04,-2.334378646261035440e-05,2.150900520740420683e-05,1.215583663871561522e-06,3.913681427009231784e-05,-5.132052072224309227e-05,2.668342119587389924e-05,2.036991043352069194e-05,-2.338411054417796035e-06,1.990751053007980433e-05,-5.824114092035066891e-06,-1.221695815776217076e-07,-5.280803552042984096e-08,8.842705883657839792e-04,7.400053376706457404e-07,3.721230425903007382e-08,6.891745819153145140e-06,1.151425714896244501e-06,4.415678461656401830e-04,3.596273566988131821e-07,-4.684099694492633274e-08,-3.623648272093368128e-06,9.075630442806023081e-06
2.346611420494519894e-05,-9.827545598638257052e-03,1.024687120244692341e-06,2.463473015102065703e-05,3.466899079359753471e-06,-2.859366940252815649e-06,-5.745840847308113900e-06,-1.063968658214248004e-06,2.253926309609845854e-03,1.290205311242143431e-05,-4.896300509243830368e-06,-2.672636355964936689e-05,8.832395328956641378e-05,-3.344406779749266746e-03,7.252565880799329457e-05,1.729463561477228588e-05,-3.426194068013812302e-05,-1.827459958959616509e-05,1.082006286261011390e-04,2.491569757636458992e-05,1.102179127244869335e-02,-1.297437971183629386e-06,-4.177218764478578326e-05,5.477631385229758389e-05,-2.848021480508386463e-05,-2.174156831121398705e-05,2.495873697886222077e-06,-2.124803157620629051e-05,6.216295098475734252e-06,1.303961699827272311e-07,5.636399410765586174e-08,3.915251675505204579e-05,-7.898354119983500498e-07,-3.971808603213112910e-08,-7.355818426381933589e-06,-1.228959789362133627e-06,4.452149954701608248e-06,-3.838437467737675728e-07,-4.849608748062033802e-04,3.867655515749536843e-06,-9.686760277300667849e-06
2.666056945259986152e-04,-1.116537487599341266e-01,1.164178350871192438e-05,2.798826974083908721e-04,3.938849989528596260e-05,-3.248614160627117682e-05,-6.528025374604236482e-05,-1.208807306568579891e-05,1.290205311242142923e-05,2.961563899840595222e-03,1.046219988083877880e-03,-3.036463837490857576e-04,1.003475424366780198e-03,8.981048110263626782e-05,8.239861729380777797e-04,1.964896403120187343e-04,-3.892603782228172115e-04,-2.076233104985903950e-04,1.229300407006976960e-03,2.830748541889632893e-04,-2.608256600782299871e-04,-1.474058927655431320e-05,-4.745865890553592177e-04,6.223304408485460766e-04,-3.235724237103931584e-04,-2.470126016208563902e-04,2.835638379932117572e-05,-2.414053799538327027e-04,7.062522826034947371e-05,1.481470735127036688e-06,6.403685614111660226e-07,4.448237075280964473e-04,-8.973561482653669489e-06,-4.512493129181211004e-07,-8.357170101726585951e-05,-1.396258772653415051e-05,5.058223617427766260e-05,-4.848851853457341525e-04,5.680101812740788813e-07,4.394161623684652261e-05,9.169591130542792227e-04
-1.011762691178373576e-04,4.237234974532259890e-02,-4.418030992860762155e-06,-1.062148622322680024e-04,-1.494784825447409046e-05,1.232841860936210706e-05,2.477371135238896194e-05,4.587396888816217092e-06,-4.896300509243905754e-06,1.046219988083865304e-03,7.252452802688825750e-01,1.152331284351374704e-04,-3.808166954924845343e-04,-3.408287816881795413e-05,-3.127009231021105496e-04,-7.456738222497773542e-05,1.477234492459133597e-04,7.879258534023732665e-05,-4.665167749966185736e-04,-1.074262786428297682e-04,9.898275887853812984e-05,5.594020901360474822e-06,1.801045568038249121e-04,-2.361730205180351911e-04,1.227950163579050267e-04,9.374073386362608430e-05,-1.076118469108307618e-05,9.161280569091848514e-05,-2.680211731291775397e-05,-5.622148546148023297e-07,-2.430184472208260351e-07,-1.688096093478983276e-04,3.405446658326687999e-06,1.712481123263857582e-07,3.171527497861816031e-05,5.298771040554269529e-06,-1.919584631847967451e-05,-1.678591441818673338e-03,-2.155586026188727019e-07,-1.667574579663867466e-05,-4.808838070024856531e-04
-5.522687479959846688e-04,2.312886682572111441e-01,-2.411573846623016741e-05,-5.797718130450428336e-04,-8.159254648061637510e-05,6.729443939302686946e-05,1.352268340302510133e-04,2.157260487909336971e-02,-2.672636355964943465e-05,-3.036463837490865165e-04,1.152331284351434606e-04,1.453094115850054990e+00,-2.078680717023237944e-03,-1.860407447172257405e-04,-1.706872064017893320e-03,-4.070246430490924070e-04,8.063456487970657467e-04,4.300878341991130568e-04,-2.546472977239775792e-03,-5.863843065694140759e-04,5.402955139151517433e-04,3.053485710033033469e-05,9.830973108780648780e-04,-1.289145957734599097e-03,6.702742701962010252e-04,5.116820196917372388e-04,-5.873972274443516289e-05,5.000667640788036654e-04,-1.462988495336519225e-04,-3.068839131646957327e-06,-1.326511589691671148e-06,-1.080583554919532091e-02,1.858856606158071543e-05,9.347545765007533900e-07,1.731172275624419290e-04,2.892324132921007498e-05,1.265686239231887580e-03,9.033660349789131956e-06,-1.176622548212740307e-06,-9.102424247609892027e-05,2.279753232154088356e-04
