1.590762114483062909e-03,2.027096407231608483e-07,6.601621190350118559e-07,-1.206087597587660435e-06,1.131061602450328990e-06,-1.790050057416228615e-06,-2.941398210340847428e-08,-4.501745799640874486e-07,1.016418267915676900e-07,-4.798560080609620758e-04,1.910587436036720706e-06,5.193843635265615275e-06,-3.966037887759480043e-07,-2.454613775373769862e-08,-2.785624610875736280e-03,1.488104166492576303e-07,9.857963352534819277e-09,-1.406713782075626155e-07,6.358129558379681059e-07,7.658133259442033956e-03,-1.285945592848760678e-03
2.027096407231605836e-07,3.222110917767715809e-03,1.189357183270935256e-04,-2.172904058690450528e-04,-5.202907023162963406e-03,-3.224978884451302217e-04,-5.299263604283839818e-06,-8.110407352498606834e-05,1.831193177094725199e-05,-8.645152056850347044e-02,-3.965428809602274118e-03,9.357300363460542732e-04,-7.145268586186872943e-05,3.903887405315822662e-04,7.179454857028888222e-05,2.680989000793437943e-05,1.776024280656598347e-06,-2.534354961116964649e-05,1.145489394859547182e-04,-6.402692699599061600e-05,8.841140074710984460e-06
6.601621190350169381e-07,1.189357183270938102e-04,4.232466676346919421e+00,-7.076471265635926643e-04,6.636271648438406929e-04,-1.050275106111063332e-03,-1.725804987788681402e-05,-2.641306888494119806e-04,5.963625429163860495e-05,-2.815456571710135969e-01,1.120997937350622130e-03,3.047381078843477802e-03,-2.326991273875066060e-04,-1.440194218430690190e-05,2.338124676766262840e-04,-2.314581227442093561e-02,1.220196649087411205e-03,4.541403195848416063e-02,3.730501931456695845e-04,-2.085157452313705017e-04,2.879283760547714954e-05
-1.206087597587671446e-06,-2.172904058690485493e-04,-7.076471265636282261e-04,7.956859228905683867e-01,-1.212418086197351603e-03,1.918807127841998510e-03,2.643796055044000080e-03,9.219279662628998909e-03,-1.089528535397776441e-04,5.143717209418164904e-01,-2.048014677267850220e-03,-5.567433238503578970e-03,4.251312267383558258e-04,2.631172457313659687e-05,-4.271652512239748579e-04,-1.595142476495189519e-04,-1.056703988163963602e-05,1.507897737662345391e-04,-5.019519836143752391e-03,3.809492350044573015e-04,-5.260326718849577259e-05
1.131061602450330472e-06,-5.202907023162972946e-03,6.636271648438354888e-04,-1.212418086197331870e-03,1.025706133905654127e+00,-1.799445636578054586e-03,-2.956836962803146562e-05,-4.525374473516051758e-04,1.021753223917696017e-04,-4.823746667383194131e-01,2.220948566936604973e-02,5.221104978504118727e-03,-3.986854748594669830e-04,1.235044333641664369e-02,4.005929706323586837e-04,1.495914898063688834e-04,9.909705634639965651e-06,-1.414097313414746314e-04,6.391501982429820391e-04,-3.572518721344728203e-04,4.933102355031651512e-05
-1.790050057416222262e-06,-3.224978884451295169e-04,-1.050275106111063983e-03,1.918807127841939096e-03,-1.799445636578050466e-03,1.251304395101615397e+00,4.679573741668804411e-05,7.161985535180488086e-04,1.645110576410183101e-02,7.634197801608959555e-01,-3.039620669315498246e-03,-6.887319748519203470e-03,7.729021423791496148e-02,3.905131283753113778e-05,-6.339897566388110178e-04,-2.367477194316902080e-04,-1.568338019948308101e-05,2.237990372572437343e-04,-1.011537167015333924e-03,5.653969092761670749e-04,-7.807267203425643034e-05
-2.941398210340879522e-08,-5.299263604283944850e-06,-1.725804987788867749e-05,2.643796055043955411e-03,-2.956836962803262775e-05,4.679573741668805088e-05,7.946386767160302893e-04,7.674813058818765561e-04,-2.657134764128389701e-06,1.254446246238109103e-02,-4.994684232319691609e-05,-1.357781822537670641e-04,1.036807137383164417e-05,6.416885450542873873e-07,-1.041767702431486406e-05,-3.890222596589313701e-06,-2.577082482120151461e-07,3.677450722325836756e-06,-5.759578653627487861e-04,9.290563971588929618e-06,-1.282884893898226108e-06
-4.501745799640859134e-07,-8.110407352498612255e-05,-2.641306888494167511e-04,9.219279662629094318e-03,-4.525374473516049047e-04,7.161985535180498928e-04,7.674813058818774235e-04,5.930236744771785230e-03,-4.066686795905959865e-05,1.919902616389769778e-01,-7.644255267555837051e-04,-2.078055461837415192e-03,1.586810707691091948e-04,9.820903209297246264e-06,-1.594402744291788492e-04,-5.953900825904945055e-05,-3.944168524488202718e-06,5.628258113578582246e-05,8.537211936288852717e-04,1.421900550165499559e-04,-1.963427346295881236e-05
1.016418267915671473e-07,1.831193177094721472e-05,5.963625429163835423e-05,-1.089528535397740798e-04,1.021753223917690732e-04,1.645110576410182754e-02,-2.657134764128185566e-06,-4.066686795905946313e-05,2.167299339340567760e-02,-4.334816266332347512e-02,1.725943899181115327e-04,-1.955537220504532242e-02,2.387366650385285265e-03,-2.217394289601540008e-06,3.599892459148496123e-05,1.344290378477339766e-05,8.905267241761262562e-07,-1.270765746844757791e-05,5.743665385056745642e-05,-3.210411601789811813e-05,4.433087764883432536e-06
-4.798560080609617505e-04,-8.645152056850345657e-02,-2.815456571710125422e-01,5.143717209418011693e-01,-4.823746667383191911e-01,7.634197801608966216e-01,1.254446246238097827e-02,1.919902616389766448e-01,-4.334816266332357920e-02,2.046487843538584741e+02,-8.148265096578664046e-01,-2.215068204264515117e+00,1.691434136067352656e-01,1.046842629351135007e-02,-1.699526739555878851e-01,-6.346460262011099918e-02,-4.204219979350218468e-03,5.999346899893810009e-02,-2.711612365018944981e-01,1.515650932392795247e-01,-2.092882295989331384e-02
