offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-6.000000000000000000e+02,2.000000000000000000e+02,2.159954134424973748e+00,5.047145381102757095e-02,8.099541344249736596e+00,5.047145381102755568e-01,1.007675286305181439e+00
-5.478260869565217490e+02,2.000000000000000000e+02,2.172795401248517777e+00,4.996319236313392226e-02,7.220668648045048599e+00,4.248288076547755976e-01,9.996864491983329382e-01
-4.956521739130434980e+02,2.000000000000000000e+02,2.273907233160416652e+00,4.905104946788122616e-02,7.027072829640935936e+00,3.503116538556810822e-01,9.932708278791524403e-01
-4.434782608695652470e+02,2.000000000000000000e+02,2.489954360964359736e+00,5.127703282861546114e-02,7.357385916480994048e+00,3.033971885700688098e-01,1.003032266154057606e+00
-3.913043478260869961e+02,2.000000000000000000e+02,2.748531490692232460e+00,5.300030408192090564e-02,7.527881714986696338e+00,2.558842658321852648e-01,1.000993042945775402e+00
-3.391304347826086882e+02,2.000000000000000000e+02,3.070645457587861227e+00,5.712268048857577218e-02,7.586622283658063459e+00,2.213638846910781222e-01,1.002244492805408393e+00
-2.869565217391304373e+02,2.000000000000000000e+02,3.467312796065272096e+00,5.701216566898933275e-02,7.517225149401907558e+00,1.743774745792527614e-01,9.951880403052215662e-01
-2.347826086956521863e+02,2.000000000000000000e+02,4.185926211526067142e+00,6.300602171794675299e-02,7.887325470888074896e+00,1.498328455976880857e-01,1.002506532876042078e+00
-1.826086956521739353e+02,2.000000000000000000e+02,5.030669042632072596e+00,7.545285566448485526e-02,7.974005616924596751e+00,1.383540075511348610e-01,1.006072467573908336e+00
-1.304347826086956843e+02,2.000000000000000000e+02,6.112351846846810766e+00,8.599667544310032885e-02,8.074127207036854159e+00,1.225737113120938804e-01,1.005023060976686589e+00
-7.826086956521737648e+01,2.000000000000000000e+02,7.488459677867753683e+00,9.720994540600449985e-02,8.405407189979829496e+00,1.120946440409503753e-01,1.004420526933259117e+00
-2.608695652173912549e+01,2.000000000000000000e+02,8.531618124887593524e+00,1.123551878371391033e-01,8.651248678997212949e+00,1.142667127719864534e-01,9.961843625661677137e-01
2.608695652173912549e+01,2.000000000000000000e+02,9.123227612381445084e+00,1.215738323535612703e-01,9.252923356259389109e+00,1.236421962310320644e-01,1.000588616668844244e+00
7.826086956521737648e+01,2.000000000000000000e+02,8.671319554409375741e+00,1.185764067718024922e-01,9.769385497523098039e+00,1.367327185837420300e-01,1.008043530402269017e+00
1.304347826086956275e+02,2.000000000000000000e+02,7.757889140558706487e+00,1.042755251406472378e-01,1.041956221546552896e+01,1.486271190095425354e-01,1.006151170038166454e+00
