offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
6.000000000000000000e+02,2.000000000000000000e+02,-9.314871004494364115e+00,-9.314871004494364115e+00,-4.975467223108114467e+02,-4.975467223108114467e+02,-4.949921591089183721e+02,-6.725000426700262324e+00,-6.725000426700262324e+00,-2.078090660472432738e+00,-2.049999146599630340e+00
5.478260869565217490e+02,2.000000000000000000e+02,-9.264797263314449083e+00,-9.264797263314449083e+00,-4.975330534229386217e+02,-4.975330534229386217e+02,-4.950137895368979457e+02,-2.183945490592655858e+00,-6.676579046650999771e+00,-6.676579046650999771e+00,-2.146841906697464886e+00
4.956521739130434980e+02,2.000000000000000000e+02,-9.201083904111214906e+00,-9.201083904111214906e+00,-4.975169183693839159e+02,-4.975169183693839159e+02,-2.320035372754289504e+00,-4.950373964802570868e+02,-6.614942531968097228e+00,-6.614942531968097228e+00,-2.270114936063201139e+00
4.434782608695652470e+02,2.000000000000000000e+02,-9.118693290511146188e+00,-9.118693290511146188e+00,-4.974977119019399652e+02,-4.974977119019399652e+02,-2.498114712303137086e+00,-4.950625113027933821e+02,-6.535224681261070145e+00,-6.535224681261070145e+00,-2.429550637478210540e+00
3.913043478260869961e+02,2.000000000000000000e+02,-9.010328269799742884e+00,-9.010328269799742884e+00,-4.974746433337825238e+02,-4.974746433337825238e+02,-2.735541787313781725e+00,-4.950879514055232562e+02,-6.430404709701633692e+00,-6.430404709701633692e+00,-2.639190580596189051e+00
3.391304347826086882e+02,2.000000000000000000e+02,-8.865402340920923052e+00,-8.865402340920923052e+00,-4.974466720903353121e+02,-4.974466720903353121e+02,-3.058097343932829393e+00,-4.951111901935563537e+02,-6.290367784703107645e+00,-6.290367784703107645e+00,-2.919264430593651927e+00
2.869565217391304373e+02,2.000000000000000000e+02,-8.668846962471718598e+00,-8.668846962471718598e+00,-4.974124231131023635e+02,-4.974124231131023635e+02,-3.503613697226212853e+00,-4.951272825516239209e+02,-6.100898718996518255e+00,-6.100898718996518255e+00,-3.298202562007039429e+00
2.347826086956521863e+02,2.000000000000000000e+02,-4.973700849546398786e+02,-4.973700849546398786e+02,-8.400650960633129216e+00,-8.400650960633129216e+00,-4.124673737786058503e+00,-4.951272908316653911e+02,-5.843604082010074308e+00,-5.843604082010074308e+00,-3.812791835979783883e+00
1.826086956521739069e+02,2.000000000000000000e+02,-4.973173175651476186e+02,-4.973173175651476186e+02,-8.039498289988003421e+00,-8.039498289988003421e+00,-4.982828631910193096e+00,-4.950969760578180399e+02,-4.499478059122126616e+00,-5.500260970439001085e+00,-5.500260970439001085e+00
1.304347826086956843e+02,2.000000000000000000e+02,-4.972512813893680459e+02,-4.972512813893680459e+02,-7.579694792580767171e+00,-7.579694792580767171e+00,-6.111943261748352008e+00,-4.950195407743537999e+02,-5.070625651214072604e+00,-5.070625651214072604e+00,-5.358748697572013775e+00
7.826086956521737648e+01,2.000000000000000000e+02,-4.971691949218657101e+02,-4.971691949218657101e+02,-7.074433159235240964e+00,-7.074433159235240964e+00,-7.413861717139198504e+00,-4.948923185206577955e+02,-4.615164632983294268e+00,-4.615164632983294268e+00,-6.269670734033337745e+00
2.608695652173912904e+01,2.000000000000000000e+02,-4.970709143342995162e+02,-4.970709143342995162e+02,-6.680881484401069770e+00,-6.680881484401069770e+00,-8.525518134105574575e+00,-4.947643266284925403e+02,-6.907992536549792284e+00,-4.296003731725107855e+00,-4.296003731725107855e+00
-2.608695652173912904e+01,2.000000000000000000e+02,-4.969692738354818857e+02,-4.969692738354818857e+02,-6.573760671207935502e+00,-6.573760671207935502e+00,-4.947570396151480736e+02,-8.950327771470849569e+00,-6.907992536549816265e+00,-4.296003731725193120e+00,-4.296003731725193120e+00
-7.826086956521737648e+01,2.000000000000000000e+02,-6.686360414512545702e+00,-6.686360414512545702e+00,-4.969276509076161688e+02,-4.969276509076161688e+02,-8.564077296899677449e+00,-4.950013364588421609e+02,-4.615164632983237425e+00,-4.615164632983237425e+00,-6.269670734033188531e+00
-1.304347826086956275e+02,2.000000000000000000e+02,-6.709131411901040565e+00,-6.709131411901040565e+00,-4.970483774023916226e+02,-4.970483774023916226e+02,-7.725217752142171435e+00,-4.955532010192731605e+02,-5.358748697571897424e+00,-5.070625651214129448e+00,-5.070625651214129448e+00
-1.826086956521738784e+02,2.000000000000000000e+02,-7.230905113674509721e+00,-7.230905113674509721e+00,-4.965687016869280797e+02,-4.965687016869280797e+02,-6.807469927454168790e+00,-4.963867528713387856e+02,-5.500260970438944241e+00,-5.500260970438944241e+00,-4.499478059122096418e+00
-2.347826086956521294e+02,2.000000000000000000e+02,-4.957077921042725848e+02,-4.957077921042725848e+02,-8.029021117313504874e+00,-8.029021117313504874e+00,-4.973740198773386396e+02,-5.945790079489359670e+00,-5.843604082010017464e+00,-5.843604082010017464e+00,-3.812791835979819854e+00
-2.869565217391303804e+02,2.000000000000000000e+02,-8.486266736824063628e+00,-8.486266736824063628e+00,-4.952407158934752260e+02,-4.952407158934752260e+02,-5.125862332137361754e+00,-4.982136088072639382e+02,-6.100898718996660364e+00,-6.100898718996660364e+00,-3.298202562007106042e+00
-3.391304347826086314e+02,2.000000000000000000e+02,-8.761607316919821642e+00,-8.761607316919821642e+00,-4.951910976572721665e+02,-4.951910976572721665e+02,-4.341892963250992388e+00,-4.985461334883664790e+02,-6.290367784703221332e+00,-6.290367784703221332e+00,-2.919264430593580872e+00
-3.913043478260868824e+02,2.000000000000000000e+02,-8.944934336992673707e+00,-8.944934336992673707e+00,-4.954714115934490337e+02,-4.954714115934490337e+02,-3.652132487008303841e+00,-4.983086120521098792e+02,-6.430404709701974753e+00,-6.430404709701974753e+00,-2.639190580596143310e+00
-4.434782608695652470e+02,2.000000000000000000e+02,-9.074506364744820530e+00,-9.074506364744820530e+00,-4.958839139447633215e+02,-4.958839139447633215e+02,-4.977654798578823261e+02,-3.111115923101384517e+00,-6.535224681260388024e+00,-6.535224681260388024e+00,-2.429550637478342434e+00
-4.956521739130434980e+02,2.000000000000000000e+02,-9.169694050400835295e+00,-9.169694050400835295e+00,-4.962750453569556726e+02,-4.962750453569556726e+02,-2.719376645361565981e+00,-4.971845809399256950e+02,-6.614942531968608819e+00,-6.614942531968608819e+00,-2.270114936063481359e+00
-5.478260869565217490e+02,2.000000000000000000e+02,-9.241641958370337306e+00,-9.241641958370337306e+00,-4.965890827946357149e+02,-4.965890827946357149e+02,-2.444306936418325638e+00,-4.966876799575705945e+02,-6.676579046651340832e+00,-6.676579046651340832e+00,-2.146841906697519065e+00
-6.000000000000000000e+02,2.000000000000000000e+02,-9.297277424983349192e+00,-9.297277424983349192e+00,-4.968255876281819496e+02,-4.968255876281819496e+02,-2.250456968447636541e+00,-4.962972493252233903e+02,-6.725000426700091793e+00,-6.725000426700091793e+00,-2.049999146599613020e+00
1.200000000000000000e+03,4.000000000000000000e+02,-9.312074850346320432e+00,-9.312074850346320432e+00,-4.974961824806679260e+02,-4.974961824806679260e+02,-4.951173800661065343e+02,-6.725000106675906864e+00,-6.725000106675906864e+00,-2.059541671867493040e+00,-2.049999786649817857e+00
