offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-1.095652173913043498e+03,4.000000000000000000e+02,2.161167827997951374e+00,5.049662403640502867e-02,7.121801304980685643e+00,4.293644894437612658e-01,9.999395776614797837e-01
-9.913043478260869961e+02,4.000000000000000000e+02,2.343367612360797381e+00,5.219773410231424993e-02,7.523143363892426549e+00,3.727845736078322370e-01,1.002385507278389154e+00
-8.869565217391304941e+02,4.000000000000000000e+02,2.533914227141413456e+00,5.346294305692256971e-02,7.617488716356567657e+00,3.163308351005059693e-01,1.002650724986637210e+00
-7.826086956521739921e+02,4.000000000000000000e+02,2.711621101896229291e+00,5.169102033524623080e-02,7.349679195166295642e+00,2.495630736034383512e-01,1.005715792469833891e+00
-6.782608695652173765e+02,4.000000000000000000e+02,3.072676022676734231e+00,5.575735044292164794e-02,7.594491203189613238e+00,2.160729081436472132e-01,1.000304540108823081e+00
-5.739130434782608745e+02,4.000000000000000000e+02,3.628992335970212757e+00,6.123073010459161719e-02,8.011738373534598168e+00,1.872803805467470883e-01,1.010198011060879919e+00
-4.695652173913043725e+02,4.000000000000000000e+02,4.291774150161789869e+00,6.641962016806692015e-02,8.139039472407429088e+00,1.579506279233046651e-01,1.004598511126175708e+00
-3.652173913043478706e+02,4.000000000000000000e+02,5.265057940820690341e+00,6.889593091974643979e-02,8.403792443470834428e+00,1.263309130286466297e-01,1.001245715693007021e+00
-2.608695652173913686e+02,4.000000000000000000e+02,6.655996616115711362e+00,8.827335404060868140e-02,8.849000847922962265e+00,1.258187314680887792e-01,1.011887800477953459e+00
-1.565217391304347530e+02,4.000000000000000000e+02,8.240889860728200844e+00,1.098152491230597050e-01,9.273048799705486900e+00,1.266300604254563811e-01,1.012045547230220999e+00
-5.217391304347825098e+01,4.000000000000000000e+02,9.564725972828849621e+00,1.170927247531824283e-01,9.701933030967714089e+00,1.190848505051269185e-01,9.957093336298720176e-01
5.217391304347825098e+01,4.000000000000000000e+02,1.040112065434804300e+01,1.349832446368265937e-01,1.055255748967721452e+01,1.372797459633510464e-01,9.854279133597467766e-01
1.565217391304347530e+02,4.000000000000000000e+02,1.002558241723453847e+01,1.387243813362980804e-01,1.133101186108330438e+01,1.599657327318371181e-01,9.868813494385775265e-01
2.608695652173912549e+02,4.000000000000000000e+02,8.939103560500816670e+00,1.196119557816198442e-01,1.210318352479700543e+01,1.704866061613257988e-01,1.003495572995752871e+00
3.652173913043477569e+02,4.000000000000000000e+02,7.324613769350827752e+00,9.313296384867700284e-02,1.218029367914990857e+01,1.707731095145872680e-01,1.008581827098563810e+00
4.695652173913042589e+02,4.000000000000000000e+02,5.787575041571438206e+00,7.979150007828511582e-02,1.169616144101487265e+01,1.897499189007233189e-01,1.005144354078942204e+00
5.739130434782607608e+02,4.000000000000000000e+02,4.437424353161037338e+00,6.979689958887390355e-02,1.048440945825058002e+01,2.134808762472550914e-01,9.986060198293295054e-01
6.782608695652172628e+02,4.000000000000000000e+02,3.641748562040470816e+00,6.228527678089404440e-02,9.799781762160609588e+00,2.413701652189654823e-01,9.935082885910561101e-01
7.826086956521737648e+02,4.000000000000000000e+02,3.055516610814089873e+00,5.953219053391262811e-02,9.009998911189384785e+00,2.874200654510639108e-01,1.002177206002898613e+00
8.869565217391304941e+02,4.000000000000000000e+02,2.743403028955137657e+00,5.543490717953870883e-02,8.856997127844199014e+00,3.279986001360229997e-01,1.004948332488792673e+00
9.913043478260869961e+02,4.000000000000000000e+02,2.458667250811770622e+00,4.898815152204444301e-02,8.346587662697299237e+00,3.498624507566804320e-01,1.000313717348239928e+00
1.095652173913043498e+03,4.000000000000000000e+02,2.305834821411188784e+00,5.238642782488725502e-02,8.351880957859211918e+00,4.454331802577368160e-01,1.003773695150063983e+00
1.200000000000000000e+03,4.000000000000000000e+02,2.186705271782351634e+00,5.152599614793114402e-02,8.367052717823515451e+00,5.152599614793113014e-01,1.007271525977696758e+00
-1.800000000000000000e+03,6.000000000000000000e+02,2.041917366670131351e+00,4.681466646057114850e-02,6.919173666701313508e+00,4.681466646057114711e-01,9.978260415243047632e-01
-1.643478260869565247e+03,6.000000000000000000e+02,2.099343926869145172e+00,4.891887311624801282e-02,6.596122841318358354e+00,4.159491328485509509e-01,9.943130896022857046e-01
-1.486956521739130494e+03,6.000000000000000000e+02,2.256476960196101444e+00,4.822082876354320119e-02,6.902589708168001437e+00,3.443824027763067175e-01,9.928435660396887075e-01
-1.330434782608695514e+03,6.000000000000000000e+02,2.463488877573053237e+00,5.154492412823118153e-02,7.200794303976664423e+00,3.049822542936928560e-01,1.001223648700908742e+00
-1.173913043478260988e+03,6.000000000000000000e+02,2.707111296661512068e+00,5.318406157744891977e-02,7.327905957794900615e+00,2.567714428521825076e-01,9.918054387626080715e-01
-1.017391304347826122e+03,6.000000000000000000e+02,2.931976294462814714e+00,5.607947295649800407e-02,7.049246509733026578e+00,2.173212089996615359e-01,9.907083427534746356e-01
-8.608695652173912549e+02,6.000000000000000000e+02,3.356979223150050817e+00,6.046330512370533955e-02,7.179758758141362662e+00,1.849331336297830031e-01,9.861724579175655814e-01
-7.043478260869565020e+02,6.000000000000000000e+02,3.967521544265217415e+00,6.416300799794982801e-02,7.367943483337698218e+00,1.525842420820810452e-01,9.981593468077449849e-01
-5.478260869565217490e+02,6.000000000000000000e+02,4.701541519467337338e+00,7.081002945753836486e-02,7.370501462917426139e+00,1.298406967368851417e-01,9.711749857055516078e-01
-3.913043478260869961e+02,6.000000000000000000e+02,5.973267896251704734e+00,8.548015273973051664e-02,7.875886566680124545e+00,1.218374955874420018e-01,9.966972028791847293e-01
-2.347826086956522431e+02,6.000000000000000000e+02,7.359596507515108854e+00,1.013461313086019416e-01,8.256812607909671087e+00,1.168641589758926125e-01,1.003831074042039750e+00
-7.826086956521749016e+01,6.000000000000000000e+02,8.250084442304761012e+00,1.146235788870580696e-01,8.364925198412027640e+00,1.165736964862707919e-01,9.869995443550702019e-01
7.826086956521749016e+01,6.000000000000000000e+02,8.998531346611160942e+00,1.120349957078201758e-01,9.126105603925909193e+00,1.139410731395222448e-01,1.004493255184984335e+00
2.347826086956522431e+02,6.000000000000000000e+02,7.978351433307419249e+00,1.073722942370866212e-01,8.970310726498158971e+00,1.238130425040129406e-01,9.878446323243984528e-01
3.913043478260869961e+02,6.000000000000000000e+02,6.877209211873599237e+00,9.363556598708139278e-02,9.164301976848193476e+00,1.334616573804525141e-01,9.866434468175242500e-01
5.478260869565215216e+02,6.000000000000000000e+02,5.711346139735828054e+00,7.778929972444184604e-02,9.222128082313330921e+00,1.426382244474642125e-01,1.003666921425393044e+00
7.043478260869565020e+02,6.000000000000000000e+02,4.471331449734262442e+00,6.815774979156180580e-02,8.566039629046695580e+00,1.620840250241677438e-01,1.000098425865391771e+00
8.608695652173914823e+02,6.000000000000000000e+02,3.743845285394126865e+00,5.770964835842039981e-02,8.363027734910584599e+00,1.765107959242424585e-01,1.001802105939578524e+00
1.017391304347826008e+03,6.000000000000000000e+02,3.194073801898364540e+00,5.917150908201641163e-02,8.064936283349048551e+00,2.293035796184000608e-01,9.974000658518643592e-01
1.173913043478260988e+03,6.000000000000000000e+02,2.788228963265983573e+00,5.606330157136228676e-02,7.719540212062991458e+00,2.706723482292235916e-01,9.983384720962881209e-01
1.330434782608695514e+03,6.000000000000000000e+02,2.474533425375791573e+00,5.201715431347778140e-02,7.266142951656382465e+00,3.077763572801235914e-01,9.935713447424185940e-01
1.486956521739130494e+03,6.000000000000000000e+02,2.292271999389858372e+00,5.351717300184665599e-02,7.158229893563113677e+00,3.822077119111091381e-01,9.971896249884163455e-01
1.643478260869565020e+03,6.000000000000000000e+02,2.213082500403041220e+00,4.786624650621525839e-02,7.563223226489370177e+00,4.069988218997280804e-01,1.004124804064010723e+00
1.800000000000000000e+03,6.000000000000000000e+02,2.104762308645924840e+00,5.153327089375533965e-02,7.547623086459248398e+00,5.153327089375534520e-01,9.989076401700551777e-01
-2.000000000000000000e+03,1.000000000000000000e+03,2.634794471089841661e+00,5.171173228659464716e-02,7.173972355449207861e+00,2.585586614329731803e-01,1.003852238693099252e+00
-1.826086956521739012e+03,1.000000000000000000e+03,2.834260488238537601e+00,5.195984602812582509e-02,7.283476936731505980e+00,2.252248146360916747e-01,1.000798554888775227e+00
-1.652173913043478251e+03,1.000000000000000000e+03,3.003215752811422057e+00,5.342386208672534470e-02,7.106511682980977795e+00,1.992538372346109032e-01,9.990467091018336854e-01
-1.478260869565217490e+03,1.000000000000000000e+03,3.301411060534721553e+00,5.464701393335492929e-02,7.237953945181484272e+00,1.740646852130492417e-01,1.003366748907385864e+00
-1.304347826086956502e+03,1.000000000000000000e+03,3.578796881062344060e+00,6.110251532907271660e-02,7.115502349788449976e+00,1.650576453785347897e-01,9.940202879563901917e-01
-1.130434782608695514e+03,1.000000000000000000e+03,3.971791787213515335e+00,6.398180418369718570e-02,7.130451991667836609e+00,1.457430511178735288e-01,1.003617557005579863e+00
-9.565217391304347530e+02,1.000000000000000000e+03,4.432158281285239809e+00,6.813076046759156124e-02,7.114889109531093325e+00,1.304658985891687106e-01,9.923543795507490106e-01
-7.826086956521739921e+02,1.000000000000000000e+03,5.198375277418505469e+00,7.483394210690486048e-02,7.463542744117174443e+00,1.206679633595271195e-01,9.956506218312197731e-01
-6.086956521739130039e+02,1.000000000000000000e+03,5.818355260498372594e+00,8.187530646327036143e-02,7.418350782346541550e+00,1.122109587634612660e-01,1.001039420054713247e+00
-4.347826086956520157e+02,1.000000000000000000e+03,6.459651877893020533e+00,8.286665470968281044e-02,7.397204217759374423e+00,9.853142875688179758e-02,9.835669230247420236e-01
-2.608695652173912549e+02,1.000000000000000000e+03,7.299042187955804728e+00,9.825075697094644289e-02,7.693684000368675946e+00,1.049370088631091519e-01,1.005904965135151041e+00
-8.695652173913049410e+01,1.000000000000000000e+03,7.533761813333934576e+00,1.001745410696555372e-01,7.579385721185230906e+00,1.009320045181973657e-01,9.880512678473832855e-01
8.695652173913049410e+01,1.000000000000000000e+03,7.912915081050044819e+00,1.001988520151424616e-01,7.961405932324525203e+00,1.009564992893590418e-01,1.017258184857532388e+00
2.608695652173914823e+02,1.000000000000000000e+03,7.344972225458813675e+00,9.525770978898934205e-02,7.742739711501378963e+00,1.017402760506218862e-01,1.001128655279672985e+00
4.347826086956520157e+02,1.000000000000000000e+03,6.676070246557091359e+00,9.413011207397400937e-02,7.654533431161454793e+00,1.119240841106420303e-01,9.916427307267727809e-01
6.086956521739130039e+02,1.000000000000000000e+03,6.194202160276019775e+00,8.303761145714258496e-02,7.933452866162788553e+00,1.138039098420196155e-01,1.005981753545846402e+00
7.826086956521739921e+02,1.000000000000000000e+03,5.467520955085221956e+00,7.681318538914956584e-02,7.897533789579763486e+00,1.238594463836381471e-01,1.013534357925899076e+00
9.565217391304349803e+02,1.000000000000000000e+03,4.828376918379107430e+00,6.621607023981093687e-02,7.873621584722187094e+00,1.267993934837967906e-01,1.006011176085701564e+00
1.130434782608695969e+03,1.000000000000000000e+03,4.202583974047221282e+00,6.474196052974297289e-02,7.656169543907188846e+00,1.474745981821177776e-01,1.005465582604606167e+00
1.304347826086956502e+03,1.000000000000000000e+03,3.697548442893298315e+00,5.900029388017895976e-02,7.436288704904582048e+00,1.593788656990089425e-01,9.968953388660328763e-01
1.478260869565217490e+03,1.000000000000000000e+03,3.372128490187757066e+00,5.788476798221971892e-02,7.463207005607506161e+00,1.843777581286204503e-01,1.000966565593589763e+00
1.652173913043478478e+03,1.000000000000000000e+03,3.008227432774675858e+00,5.667012660976142313e-02,7.125203638685135843e+00,2.113613606825318625e-01,9.951758719158327882e-01
1.826086956521739012e+03,1.000000000000000000e+03,2.826869517920963748e+00,5.406162886104565884e-02,7.251440084296350896e+00,2.343351889950428535e-01,9.974156558577367271e-01
2.000000000000000000e+03,1.000000000000000000e+03,2.657804113249385036e+00,5.425674720957224251e-02,7.289020566246924737e+00,2.712837360478611570e-01,1.003966143955626888e+00
