offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
6.000000000000000000e+02,2.000000000000000000e+02,-1.499295774571976381e+01,-1.499295774571976381e+01,-5.212486876868970285e+02,-5.212486876868970285e+02,-2.139307945042808079e+00,-5.243117651897215410e+02,-6.725000426700404432e+00,-6.725000426700404432e+00,-2.049999146599603694e+00
5.478260869565217490e+02,2.000000000000000000e+02,-1.493881597387621696e+01,-1.493881597387621696e+01,-5.212389263623076658e+02,-5.212389263623076658e+02,-2.264767909607150909e+00,-5.243141114180242539e+02,-6.676579046650999771e+00,-6.676579046650999771e+00,-2.146841906697542157e+00
4.956521739130434980e+02,2.000000000000000000e+02,-1.486999043379444174e+01,-1.486999043379444174e+01,-5.212276217494568300e+02,-5.212276217494568300e+02,-2.428729363469605662e+00,-5.243104102700273188e+02,-6.614942531968722506e+00,-6.614942531968722506e+00,-2.270114936063309496e+00
4.434782608695652470e+02,2.000000000000000000e+02,-1.478102234369976031e+01,-1.478102234369976031e+01,-5.212144806902705341e+02,-5.212144806902705341e+02,-2.647335695773181730e+00,-5.242960222362850118e+02,-6.535224681260842772e+00,-6.535224681260842772e+00,-2.429550637478293584e+00
3.913043478260869961e+02,2.000000000000000000e+02,-5.211991675942015263e+02,-5.211991675942015263e+02,-1.466393624013528552e+01,-1.466393624013528552e+01,-2.945143311030736566e+00,-5.242630130202923056e+02,-6.430404709701520005e+00,-6.430404709701520005e+00,-2.639190580595959013e+00
3.391304347826086882e+02,2.000000000000000000e+02,-5.211813262170571761e+02,-5.211813262170571761e+02,-1.450698959492962103e+01,-1.450698959492962103e+01,-3.359980531097064294e+00,-5.241977518449283480e+02,-6.290367784703391862e+00,-6.290367784703391862e+00,-2.919264430593679460e+00
2.869565217391304373e+02,2.000000000000000000e+02,-5.211606487279580051e+02,-5.211606487279580051e+02,-1.429302678990518416e+01,-1.429302678990518416e+01,-3.950092835839884575e+00,-5.240769201284327892e+02,-6.100898718996518255e+00,-6.100898718996518255e+00,-3.298202562006869343e+00
2.347826086956521863e+02,2.000000000000000000e+02,-5.211370629513085078e+02,-5.211370629513085078e+02,-1.399809205208353546e+01,-1.399809205208353546e+01,-4.802398305470317652e+00,-5.238616556877447010e+02,-5.843604082009960621e+00,-5.843604082009960621e+00,-3.812791835979851385e+00
1.826086956521739069e+02,2.000000000000000000e+02,-5.211112214435345322e+02,-5.211112214435345322e+02,-1.359335707727768749e+01,-1.359335707727768749e+01,-6.033170285425124568e+00,-5.234920366729506895e+02,-5.500260970438784369e+00,-5.500260970438784369e+00,-4.499478059122280271e+00
1.304347826086956843e+02,2.000000000000000000e+02,-5.210857983824826078e+02,-5.210857983824826078e+02,-1.305995105064260997e+01,-1.305995105064260997e+01,-7.749531236448279792e+00,-5.228933338973002947e+02,-5.358748697571888542e+00,-5.070625651214101026e+00,-5.070625651214101026e+00
