Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U23C6_25C_pH6.0,1,1651,1611,40,3041.9410790371912,1.8882315822701374,0.876262578605272,0.8731883569557135,1088.950302931461,1305.3157606882662,3041.9410790371912,24583.84088458786,1.374129390658004
