Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A35C8_25C_pH7.0,1,1651,1611,40,3041.9410790371912,1.8882315822701374,0.25793587105487037,0.2394994951804572,1088.950302931461,1305.3157606882662,3041.9410790371912,4099.296759380376,1.374129390658004
