Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U38N3_25C_pH7.4,1,1651,1611,40,3041.9410790371912,1.8882315822701374,-4.921895196065331,-5.0690230270234755,1088.950302931461,1305.3157606882662,3041.9410790371912,513.6769527867261,1.374129390658004
