Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
9.997206277120694873e-01,1.946015477992840692e-02,9.908314300000000685e-01,9.168569999999997416e-03,0.000000000000000000e+00,6.425209455089724297e-01,0.000000000000000000e+00,-7.542637186409677508e-01,5.945510090818575087e-03,0.000000000000000000e+00,-6.979511845743545384e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.825243454003890209e-01,2.108070447199491410e-02,9.696363172562589838e-01,8.045200318534680151e-03,6.996655377421237759e-21,6.290030720696762057e-01,-6.243599630697965492e-04,-7.379361839325576655e-01,3.220254784350031190e-03,-3.770282417568468643e-04,-7.825321623668526211e-03,1.383655829589127016e-20,2.045002518883335031e-21,2.595607368688122293e-21,5.000000000000000104e-03
9.292046447559907385e-01,2.076760242834525122e-02,9.488913686824101967e-01,7.797326579571583691e-03,7.061720090113380294e-21,6.155559333612864448e-01,-5.919633495402030262e-04,-7.221397476345663424e-01,2.938958672913207122e-03,-3.997344811881529134e-04,-7.739327234511462171e-03,1.500119195855918030e-20,2.027910397202761999e-21,3.502231063941288152e-21,1.000000000000000021e-02
9.400688160173997776e-01,2.062173933649371141e-02,9.285899914985712433e-01,7.624409456658615830e-03,-1.216993461707052382e-20,6.023790350274531580e-01,-5.110563529948358025e-04,-7.066957999517966549e-01,2.858865935414704827e-03,-3.936276421208203462e-04,-7.580403431365549498e-03,4.892833548943702833e-20,-3.736111404324934381e-20,5.766661318253855162e-20,1.499999999999999944e-02
9.280592110849026355e-01,1.914056614010357579e-02,9.087229361779183279e-01,7.460885213023338118e-03,6.064246829438224709e-21,5.894830176235957842e-01,-4.311251700106226350e-04,-6.915831261536141694e-01,2.796448701749277600e-03,-3.853372396146576787e-04,-7.418761584943819355e-03,1.513343576970897461e-20,1.666847165179817743e-21,4.925204553602265026e-21,2.000000000000000042e-02
8.959164082274442276e-01,2.046801521677461475e-02,8.892809296528458862e-01,7.301320520859311443e-03,1.112790672521313801e-20,5.768631958617135291e-01,-3.559525485293760921e-04,-6.767935359333565604e-01,2.736665206001523236e-03,-3.770382345524826923e-04,-7.260077611497011210e-03,-1.791343059957174012e-20,-5.566389221857867766e-21,-2.987765889124356525e-20,2.500000000000000139e-02
8.765400120453596955e-01,2.057300382629612817e-02,8.702548797400344593e-01,7.145202838588458026e-03,-1.508756025503032418e-20,5.645137506710951047e-01,-2.855953454968588028e-04,-6.623200424162021260e-01,2.678259703777486917e-03,-3.689047806552458813e-04,-7.104747923795872930e-03,6.939151134411063416e-20,-1.653737450118368313e-20,7.893091886891640506e-20,2.999999999999999889e-02
8.763064409700976887e-01,2.007246936541657450e-02,8.516358873908691507e-01,6.992423641488531780e-03,-4.608275491351774020e-21,5.524288874343488143e-01,-2.198184528917504574e-04,-6.481558916063085984e-01,2.621104936767429654e-03,-3.609474128685294294e-04,-6.952738364587973501e-03,-1.206944757130735802e-23,5.985227171954556366e-22,6.043336315152256029e-21,3.500000000000000333e-02
8.048314653456059009e-01,2.066750263520815770e-02,8.334152438324065049e-01,6.842908871449210513e-03,4.173156035647021253e-21,5.406029281746123072e-01,-1.583751187167486583e-04,-6.342944801012273537e-01,2.565166486025998761e-03,-3.531633658608013780e-04,-6.803980967976537737e-03,1.505668822895830028e-20,1.007359669205655088e-21,7.344040629014505475e-21,4.000000000000000083e-02
8.041654792117998163e-01,1.866412371544966947e-02,8.155844265972056473e-01,6.696588674126334462e-03,3.417835203885889642e-20,5.290303166016698810e-01,-1.010292719130876250e-04,-6.207293455779823166e-01,2.510418025622557833e-03,-3.455488710095064287e-04,-6.658406396253044660e-03,-7.794073187410871707e-20,-3.576826477549208797e-20,-1.112920270305047626e-19,4.499999999999999833e-02
