Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
1.000301646412965484e+00,1.995033142239805921e-02,9.908314299999999575e-01,9.168569999999999151e-03,0.000000000000000000e+00,7.802847062804976197e-01,0.000000000000000000e+00,-6.106575962195199825e-01,7.220294727088120111e-03,0.000000000000000000e+00,-5.650665438590703714e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.895126686276380923e-01,2.098666742769574045e-02,9.662421863102335085e-01,8.739901060881908462e-03,-3.906388180201857629e-23,7.610332604727488848e-01,-4.111869613347237567e-04,-5.953590282363958597e-01,6.070398040393122294e-03,-6.981952437852716252e-05,-6.424434803637470506e-03,2.315622861710960925e-20,6.466800230523158559e-21,2.965189801785989211e-20,5.000000000000000104e-03
9.260340377560825065e-01,1.879526818591653950e-02,9.422766448243224957e-01,8.506605257809177201e-03,-4.957548668163328414e-22,7.421643510386356501e-01,-4.184680790237603736e-04,-5.805836609250952796e-01,5.840150462390752105e-03,-7.379062988051445600e-05,-6.340102518708906794e-03,2.423762338248612698e-20,6.785551260310412819e-21,3.177469086715891263e-20,1.000000000000000021e-02
9.174482798264206318e-01,1.914259023350100772e-02,9.189066102972516248e-01,8.294277880556666718e-03,1.283418568851739619e-17,7.237557231251279255e-01,-3.939802703046022610e-04,-5.661864046565789899e-01,5.688793778256824585e-03,-7.239982630791720023e-05,-6.188987829266722959e-03,1.011773681441499638e-17,1.038181140332124245e-20,-7.896076770404564566e-18,1.499999999999999944e-02
8.898466814871717201e-01,2.005246727506385107e-02,8.961162803221909279e-01,8.088463896326581262e-03,-1.410016682146694875e-21,7.058031285222626794e-01,-3.682124829951707455e-04,-5.521470472723963852e-01,5.547199249553037143e-03,-7.061263929522815892e-05,-6.035967675834386439e-03,2.270847894569645926e-20,6.392210275201906722e-21,3.130423299089361915e-20,2.000000000000000042e-02
8.750945023010313628e-01,1.951256877135289572e-02,8.738911934941024917e-01,7.887856563119775150e-03,5.758265654954459238e-17,6.882958415072567560e-01,-3.436031891494200816e-04,-5.384558292981401761e-01,5.409608480952544061e-03,-6.883565268640031570e-05,-5.886279734619319706e-03,4.537663289250977935e-17,9.545539077130811455e-21,-3.545032993558655889e-17,2.500000000000000139e-02
8.446141770685651196e-01,2.048217432952893768e-02,8.522173241018724532e-01,7.692232649665124884e-03,2.382550187684487730e-17,6.712228613385734510e-01,-3.202906286898268536e-04,-5.251040496138148495e-01,5.275469227193112058e-03,-6.710113484085781957e-05,-5.740267445175773267e-03,1.877268504095523141e-17,1.336056800046845094e-20,-1.467109738303042221e-17,2.999999999999999889e-02
8.417890552939008009e-01,1.855712390055910474e-02,8.310810005453515004e-01,7.501460842189186171e-03,-6.572450535503128078e-22,6.545734158307207062e-01,-2.982270934068825732e-04,-5.120832896235241183e-01,5.144658749955115240e-03,-6.541064839531186023e-05,-5.597874574713963131e-03,3.676205659643866157e-20,7.132805631659417195e-21,4.804016157582207606e-20,3.500000000000000333e-02
7.785367906201832167e-01,2.110036269410270685e-02,8.104688908083663712e-01,7.315420181877654859e-03,-2.981672410517846487e-21,6.383369965190573980e-01,-2.773524008931684036e-04,-4.993853447516840571e-01,5.017091499539773694e-03,-6.376326409487667005e-05,-5.459014173241462722e-03,1.961514453900081280e-20,5.588288095795376301e-21,2.990175205649070322e-20,4.000000000000000083e-02
7.602900805045818000e-01,1.950895954718705194e-02,7.903679935704880366e-01,7.133993292531097367e-03,-1.875097372392502393e-21,6.225033554676506764e-01,-2.576080092384465869e-04,-4.870022141001431049e-01,4.892686849370872504e-03,-6.215787666186107325e-05,-5.323598813133495998e-03,3.637865694509924517e-20,2.309180837849253474e-21,4.952630614504080482e-20,4.499999999999999833e-02
