Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
512.0,200.0,2.7097512341998655,0.12466902319964662,10.017826471707568,0.941699933640851,2.8379915904321087,10.98650282654344,-0.12824035623224317,-0.9686763548358712
576.0,200.0,2.4444239066072626,0.13533109637518956,9.492975643093857,1.2578213421495614,2.497996424960427,9.990900057675507,-0.053572518353164345,-0.49792441458165015
640.0,200.0,2.313257121305299,0.13469665836180678,9.672024963870712,1.5139904399867081,2.268720628357443,9.171434783136814,0.04453649294785578,0.5005901807338979
704.0,200.0,2.137939463640125,0.1293909618571251,8.869792647609714,1.7325967356516478,2.116144213094268,8.577945524700464,0.021795250545857403,0.29184712290924963
448.0,200.0,3.2697748897815306,0.14540898109632672,11.674994687744926,0.8750130846452557,3.29384274208495,11.819825395765983,-0.024067852303419457,-0.14483070802105757
384.0,200.0,3.787470692258821,0.14634872349531763,11.871168023545435,0.6858486577884565,3.797239088642762,11.916946636359134,-0.009768396383941003,-0.04577861281369877
192.0,200.0,6.545075412818998,0.16531790587598252,11.107408256108913,0.31767488793128806,5.602225414786996,9.295627699890616,0.9428499980320026,1.811780556218297
128.0,200.0,7.637868850922929,0.18661769442527348,10.113180529076924,0.2630563020618655,6.605048751399066,8.657317316788086,1.032820099523863,1.455863212288838
320.0,200.0,4.982073177914578,0.14581365220640213,13.653934243475682,0.5190966018547915,4.291329305851956,11.194886058932749,0.6907438720626216,2.459048184542933
256.0,200.0,5.664411627710281,0.15710025101815808,12.332346025814669,0.41449330228630826,4.846857324078108,10.175310751111544,0.8175543036321731,2.1570352747031247
-704.0,200.0,2.0415189292951754,0.12972270841240685,7.578683124517099,1.7370389547254927,2.001445521872575,7.042084169765509,0.04007340742260057,0.5365989547515895
-640.0,200.0,2.100190663806992,0.14233911201632402,7.277157981589745,1.599891619063482,2.0812700620686524,7.064490418050806,0.01892060173833965,0.21266756353893967
64.0,200.0,8.581372961534036,0.2114719959892951,9.296815701999112,0.23312672837859888,7.6074072109914725,8.22311585860099,0.9739657505425638,1.0736998433981224
10.0,200.0,8.904464884458209,0.20274928537685796,8.922739478046406,0.20325615859030013,7.954057737241673,7.969956312961829,0.9504071472165361,0.9527831650845773
-128.0,200.0,5.82246198444016,0.1718652562067566,7.554183010082816,0.24226126514904406,5.830964537640153,7.566168209073525,-0.00850255319999249,-0.011985198990709378
-192.0,200.0,4.46184850120504,0.14915210687877722,7.104279422751531,0.2866106885782584,4.638105252995095,7.442974396991301,-0.17625675179005462,-0.33869497423977
-10.0,200.0,8.7871163504374,0.20753729423305078,8.805097572690544,0.20805613746863344,7.878189234499564,7.893898138962864,0.9089271159378356,0.9111994337276794
-64.0,200.0,7.602368913844852,0.1807458724941462,8.217561639826554,0.19925424983754675,7.154544183600988,7.72387965720572,0.4478247302438634,0.49368198262083407
-384.0,200.0,2.656781543858331,0.13601369725737544,6.572306398481379,0.6374145908269643,2.793013455584025,7.21074362959267,-0.13623191172569404,-0.6384372311112916
-448.0,200.0,2.3867406203769908,0.1330319371340484,6.361247668176167,0.8005329848978497,2.519889043997627,7.162481622155706,-0.13314842362063617,-0.8012339539795388
-256.0,200.0,3.640533563087302,0.15759589321823103,6.992546140113403,0.4158010046669807,3.7747768807695996,7.346733709486376,-0.13424331768229747,-0.35418756937297324
-320.0,200.0,3.0992345345257593,0.14170800126255162,6.951028673011488,0.5044804844946836,3.189099284794472,7.270947183968107,-0.08986475026871288,-0.3199185109566187
-512.0,200.0,2.3128116306252458,0.12884548617673508,7.01950348214632,0.9732472643845864,2.326564644504334,7.123388247783399,-0.01375301387908845,-0.10388476563707982
-576.0,200.0,2.2190401201262575,0.13348159869850107,7.398168578024805,1.240631370943348,2.1860158722507164,7.091228008570376,0.033024247875541146,0.3069405694544294
381.0,400.0,5.069094086386064,0.15491555046176825,8.221325658407958,0.2954636518403978,5.058296414001225,8.20073173026652,0.01079767238483953,0.020593928141437345
254.0,400.0,6.314588485100587,0.15804005748596892,8.217794773809757,0.22176575966574869,6.183524522086885,8.033882544309854,0.13106396301370182,0.18391222949990294
-1143.0,400.0,2.3365558139041758,0.14291873854519993,8.394628127440651,1.309894007630437,2.1788678193469284,6.949369365375144,0.15768799455724736,1.4452587620655066
-1016.0,400.0,2.3675253018757205,0.13038555786186806,7.353953088328915,0.9715810229634959,2.315319341885499,6.964935156865781,0.05220595999022137,0.38901793146313324
-889.0,400.0,2.307536762572062,0.1356676197554032,5.8289567717564985,0.8057986754598407,2.5021196213904475,6.984682877851165,-0.19458285881838533,-1.1557261060946669
-762.0,400.0,2.662780447671266,0.12848413160673497,6.539134383021864,0.594756257310866,2.7645836922545626,7.0103841472790585,-0.10180324458329659,-0.47124976425719467
127.0,400.0,7.471194699017342,0.19033463501624837,8.063589406346281,0.20952155581735504,7.203327576174494,7.768719603351355,0.26786712284284864,0.2948698029949268
10.0,400.0,7.885652523108713,0.1890200398947953,7.889584413779918,0.18913817741972952,7.546786927296947,7.550507026970769,0.33886559581176634,0.3390773868091488
-1397.0,400.0,2.015018749406199,0.1376992558530173,7.142765280928707,1.8172936747033366,1.9986545869263137,6.92679832611628,0.016364162479885147,0.21596695481242634
-1270.0,400.0,2.0904363124386487,0.14298438388601614,7.08849953462768,1.5843563386969872,2.0767531057534683,6.936881052551705,0.013683206685180416,0.15161848207597473
-508.0,400.0,3.4500735775690146,0.14000332103777807,6.442722638048027,0.3658146775396102,3.697665233995862,7.089654877125735,-0.24759165642684744,-0.6469322390777084
