Folder,Offset,SLP,R1p,R1p_err,RedChiSq
1469,855,300,4.437492168534625,0.09970014757525678,2.168209692725686
1468,760,300,5.149515378519527,0.10986175969816644,1.0573815462666298
1465,475,300,8.752556565050467,0.1161588181368342,0.2964610986004706
1464,380,300,10.9191312718698,0.13278071488485466,1.664974747273468
1467,665,300,5.828963342677637,0.1122164600636562,1.563409098475117
1466,570,300,6.926845079870654,0.11255694737386453,1.1094521474733474
1461,95,300,21.60689051860042,0.1980910016565221,0.16148738778612293
1460,10,300,23.04152705839195,0.19872334737671526,4.591565250148363
1463,285,300,14.128680637786019,0.1464012521353915,1.301700425921079
1462,190,300,17.815485365102006,0.19385683848278942,2.4615776552888122
1490,762,400,6.535894625960944,0.11428410009036218,0.9076980201102917
1491,889,400,5.586181684630153,0.11249092288266145,0.8848379826717722
1492,1016,400,4.863488931321498,0.113169542911994,0.9806702348332066
1493,1143,400,4.385249891800706,0.11167824286422295,0.19924035096700524
1494,1270,400,4.09163603188567,0.1086729249059015,0.450184502135414
1495,1397,400,3.885562124530952,0.09899842059202424,1.3411730285918357
1496,-10,800,22.05771077364876,0.20135223859966395,1.1825262085263966
1497,-255,800,20.205358480208385,0.1765597921298133,1.6707171211455536
1498,-510,800,16.162096566555178,0.16869170802342814,0.6201644625487495
1499,-765,800,12.604138441960885,0.15102568381516562,0.7210440962525425
1418,288,150,8.411559370065177,0.13386428298888267,1.8432842516873105
1419,336,150,7.382799778864805,0.12616677169082519,1.4679476397862377
1410,-480,150,4.015770266530943,0.10410981346518816,1.855367667044952
1411,-528,150,3.6536476982226276,0.09778743345334272,1.6137452552368219
1412,10,150,23.753302184955206,0.21340957126551904,4.080919005690492
1413,48,150,22.516875893153703,0.18478252503515244,3.639179084405552
1414,96,150,18.361356301618933,0.17078438705089374,1.9445523546016004
1415,144,150,14.65083932431055,0.15554270002695253,3.2001312706590155
1416,192,150,11.689516735391946,0.13214144213196496,1.201597894605826
1417,240,150,9.81093603663144,0.1395423807495146,1.7971268242497425
1510,510,800,16.34745077074694,0.15742384174316995,1.1350564109465264
1483,-1397,400,3.800814886606048,0.10613452996408906,1.0797025128239088
1482,-1270,400,4.136825711759933,0.10719285525859848,1.0139601846609019
1481,-1143,400,4.42918988568697,0.11237244210413638,0.774605793862111
1480,-1016,400,4.825244637877807,0.11129676497331871,0.1053737246267386
1487,381,400,13.63610695471117,0.13772692675841086,0.3918926172359873
1486,254,400,17.251270198621093,0.17998444901152366,1.194273298560425
1485,127,400,21.135590172555908,0.18172809012372906,1.3439377027080386
1484,10,400,22.62643401937888,0.18457522694826528,1.4683905333667904
1489,635,400,8.139050397703905,0.11401758633202978,0.763910538182608
1488,508,400,10.32245519303617,0.1047423738059374,0.4907474897023391
1409,-432,150,4.379286190269404,0.1095913858263371,0.7041696887428538
1408,-384,150,4.902556004049444,0.1109306831381693,1.4814319253625277
1403,-144,150,12.916293644336504,0.16438873253860523,0.29254951347102004
