Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
1.000380698042447669e+00,2.054036832081881925e-02,9.973078500000001068e-01,2.692149999999999925e-03,0.000000000000000000e+00,8.353556234703352068e-01,0.000000000000000000e+00,-5.447971457415229368e-01,2.254973368279075165e-03,0.000000000000000000e+00,-1.470634805399397092e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.628106483079910127e-01,1.958459853395091987e-02,9.704620779507190376e-01,2.442294179071349564e-03,1.445915016305971715e-18,8.129241944601156566e-01,-2.069750053196965363e-04,-5.300480250812827920e-01,1.696903691941085198e-03,-5.527522074745640142e-05,-1.868954569981696534e-03,1.212670392941248963e-18,8.115457313709791930e-21,-7.874699186454861458e-19,5.000000000000000104e-03
9.555925465819521403e-01,1.972548868839311964e-02,9.443431996921290983e-01,2.361636702237995475e-03,2.813409061848414658e-18,7.910496681600303059e-01,-2.159305165195869497e-04,-5.157756416340883998e-01,1.609376769808048072e-03,-5.843840521809157644e-05,-1.855510615189595548e-03,2.358184170049808418e-18,9.410949449002596728e-21,-1.534355569860717553e-18,1.000000000000000021e-02
9.191692196765386402e-01,2.123158588430197266e-02,9.189276416751868126e-01,2.296821744673524339e-03,4.440473370693988407e-22,7.697599302765908424e-01,-2.085366071033691743e-04,-5.018940834827643194e-01,1.562542130762115643e-03,-5.725576957750508827e-05,-1.808673205934248612e-03,1.140150944177516684e-20,3.742347417943879605e-21,1.666943963306806237e-20,1.499999999999999944e-02
8.922963799426041342e-01,2.012771130300451683e-02,8.941961352155494147e-01,2.234901596818724290e-03,5.329194196133560842e-18,7.490428483552380445e-01,-2.000719669840849704e-04,-4.883866803931092293e-01,1.520194312466106477e-03,-5.574640756370686850e-05,-1.760255255180159404e-03,4.465350975429094568e-18,1.068926702134293872e-20,-2.908772871282350687e-18,2.000000000000000042e-02
8.889804338315887566e-01,2.003187730401756808e-02,8.701302413222795629e-01,2.174744711682925422e-03,8.197879610727106753e-18,7.288833133980683332e-01,-1.918116455973401381e-04,-4.752428450041403796e-01,1.479257689853375477e-03,-5.424752866537627783e-05,-1.712901306882689363e-03,6.831806558064397384e-18,6.720861758509062011e-19,-4.531634722557450614e-18,2.500000000000000139e-02
8.821447767700845155e-01,1.930282708868506433e-02,8.467120436301645015e-01,2.116214973725666013e-03,1.744420825281818117e-22,7.092663452050066430e-01,-1.838524745909579238e-04,-4.624527491856294525e-01,1.439445603746208977e-03,-5.278649024414096318e-05,-1.666801731457552170e-03,1.048485485906674347e-20,3.544370441396882693e-21,1.575744307146004461e-20,2.999999999999999889e-02
9.048830077857408227e-01,1.927755334675480478e-02,8.239241102000059991e-01,2.059261131083180499e-03,5.977782938151165923e-22,6.901773433799395230e-01,-1.761924835214471476e-04,-4.500068692334861509e-01,1.400706861964626888e-03,-5.136459898308609042e-05,-1.621941201712411539e-03,1.614250973248832296e-20,-8.442459357571219107e-22,2.365755290335578827e-20,3.500000000000000333e-02
7.870569162923447548e-01,2.057387252555472126e-02,8.017494784354687321e-01,2.003840144025284542e-03,9.564511985706406376e-18,6.716020985140120914e-01,-1.688217347928221981e-04,-4.378959411107609112e-01,1.363010817564485949e-03,-4.998099588419471637e-05,-1.578287920924801744e-03,8.012726008377610514e-18,1.268293321376712383e-20,-5.222654297254292348e-18,4.000000000000000083e-02
7.779951145802291856e-01,2.012233683824121711e-02,7.801716422780796689e-01,1.949910706105466643e-03,2.257067007785052147e-17,6.535267834631619532e-01,-1.617299569081493945e-04,-4.261109503812051669e-01,1.326329261493815973e-03,-4.863466578920983788e-05,-1.535809527227002900e-03,1.931490334799876114e-17,3.294777350145227780e-19,-1.170177444888506252e-17,4.499999999999999833e-02
7.659969563581345842e-01,2.012661227922307380e-02,7.591745399054967702e-01,1.897432670930574664e-03,1.432469035576298782e-17,6.359379432112998165e-01,-1.549071755894661164e-04,-4.146431252327961170e-01,1.290634879609070832e-03,-4.732460580628668266e-05,-1.494474410156729953e-03,1.193641208170000611e-17,1.169322850314784108e-18,-7.920337354633636927e-18,5.000000000000000278e-02
7.504344824201663045e-01,2.092418133373269082e-02,7.387425417743218592e-01,1.846366976630610911e-03,-2.581965422945879948e-17,6.188224848676073808e-01,-1.483437559512027577e-04,-4.034839299263385248e-01,1.255901104255409016e-03,-4.604983879869983587e-05,-1.454251799968140713e-03,-2.241416402594543908e-17,2.567457718411549107e-19,1.289717822089797793e-17,5.500000000000000028e-02
7.013898302721045530e-01,2.011207499329891943e-02,7.188604389860707711e-01,1.796675612950787747e-03,-2.520371173354079607e-22,6.021676679215546280e-01,-1.420303954653512964e-04,-3.926250584404692989e-01,1.222102083721091342e-03,-4.480941385496455074e-05,-1.415111754227009119e-03,8.856809373470246344e-21,3.170108993755908769e-21,1.404182120178105311e-20,5.999999999999999778e-02
6.961981948720988855e-01,1.946195332239085418e-02,6.995134319658683486e-01,1.748321592621945170e-03,-2.188954707731361545e-21,5.859610947588088647e-01,-1.359581131381580100e-04,-3.820584282891046346e-01,1.189212662078839057e-03,-4.360240567951222058e-05,-1.377025136311216258e-03,1.603116357178649796e-20,3.987156320175173347e-21,2.858822678408263815e-20,6.500000000000000222e-02
6.944442183133939794e-01,1.982277264707606526e-02,6.806871194462759123e-01,1.701268923815040012e-03,-6.632480182500565697e-23,5.701907014326719203e-01,-1.301182387034618667e-04,-3.717761745056514244e-01,1.157208360396604985e-03,-4.242791391048329394e-05,-1.339963593795975502e-03,1.351301378503964851e-20,-9.433505490529073459e-22,2.084136891983978318e-20,7.000000000000000666e-02
