Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
9.999630724451730179e-01,2.025719179435994666e-02,9.973078499999998847e-01,2.692149999999999925e-03,0.000000000000000000e+00,6.467206866313479630e-01,0.000000000000000000e+00,-7.591938495237564588e-01,1.745768968442977260e-03,0.000000000000000000e+00,-2.049380962954799618e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.823743607362649399e-01,2.004650740639650139e-02,9.781556753585343156e-01,2.522130150868407208e-03,1.873140376801755038e-18,6.343449736592470245e-01,-1.316444113848616571e-04,-7.445770497030042012e-01,1.230361360160000693e-03,-4.783761906692288342e-05,-2.265086915040374557e-03,6.882011290320993473e-19,4.267732720925442776e-20,-1.874387807700108893e-18,5.000000000000000104e-03
9.732082399041482867e-01,1.981732724527093120e-02,9.593747178852986002e-01,2.463782151984833003e-03,3.674722407958937414e-18,6.221682326752684400e-01,-1.274101979604523127e-04,-7.302784011624595673e-01,1.166301693089668136e-03,-5.093086481415362061e-05,-2.243007961877366372e-03,1.352602149134403748e-18,8.946710687436339746e-20,-3.675047835478817086e-18,1.000000000000000021e-02
9.128986924724522556e-01,2.087154318192399258e-02,9.409546545319044109e-01,2.415647993519791543e-03,-9.121322392795966131e-18,6.102220719978496133e-01,-1.125064457708048818e-04,-7.162574175222390371e-01,1.140523143423381085e-03,-5.028623384541520584e-05,-2.201736483230057242e-03,-6.533349646479313857e-18,3.986557004359677189e-19,6.416693257457673496e-18,1.499999999999999944e-02
9.129422416793552264e-01,1.974548406612242762e-02,9.228882826273180351e-01,2.369200708940064331e-03,7.071965938305709490e-18,5.985050339426607469e-01,-9.741323597134542037e-05,-7.025058787924730597e-01,1.118348987414891733e-03,-4.934533979530979176e-05,-2.159610541162261012e-03,2.619942769332944835e-18,1.774102350401979086e-19,-7.058218348118196485e-18,2.000000000000000042e-02
8.847853684848482336e-01,2.144564364147159494e-02,9.051687878844938417e-01,2.323709092561858109e-03,1.723463868678433391e-17,5.870129674312157819e-01,-8.298187488884768552e-05,-6.890183695530597285e-01,1.096861273739460759e-03,-4.839672135489819337e-05,-2.118155256453877269e-03,1.543706246250668599e-17,1.417069579180079362e-19,-9.490030541527621854e-18,2.500000000000000139e-02
9.230305125281608181e-01,2.096005734315454366e-02,8.877895082521410908e-01,2.279096180234645771e-03,-1.722345023212433108e-17,5.757415729558917894e-01,-6.925652691675221679e-05,-6.757898008065975626e-01,1.075807734964641686e-03,-4.746426439034915072e-05,-2.077484420352940491e-03,-1.231722691428770515e-17,7.359568951031451059e-19,1.213297062266495089e-17,2.999999999999999889e-02
8.660007094187452958e-01,2.083116258558915385e-02,8.707439114214786668e-01,2.235340187340984462e-03,-9.343653716988448537e-22,5.646866144628976958e-01,-5.621462717063632135e-05,-6.628151999374471970e-01,1.055159977506417348e-03,-4.654964715422497490e-05,-2.037593602829049569e-03,1.939512030533222573e-21,1.876924219119682616e-21,2.879597185160312894e-21,3.500000000000000333e-02
8.727616630163607114e-01,1.971600441673986709e-02,8.540255906607394643e-01,2.192424252035907878e-03,1.309677624018958013e-17,5.538439356580474593e-01,-4.382899188676343968e-05,-6.500896913496633234e-01,1.034908535974196847e-03,-4.565269026732804691e-05,-1.998468716588881321e-03,4.921629023627127296e-18,3.285571542134562419e-19,-1.301195795873018272e-17,4.000000000000000083e-02
8.146690997332826090e-01,2.030905626130011243e-02,8.376282622607631456e-01,2.150332213952237895e-03,9.604714726873012448e-22,5.432094599435156601e-01,-3.207299629412650407e-05,-6.376084931652969967e-01,1.015045669297329591e-03,-4.477306470564573488e-05,-1.960095126963665082e-03,7.358414810326668914e-21,-5.050983287628788652e-22,5.006564978924660460e-21,4.499999999999999833e-02
8.441480497743003575e-01,1.995077671396004379e-02,8.215457631607273603e-01,2.109048254580568084e-03,3.130849775448563738e-17,5.327791890098182437e-01,-2.092097506640170799e-05,-6.253669153048839746e-01,9.955639142006514689e-04,-4.391043503831716302e-05,-1.922458411722276000e-03,2.784406134560900692e-17,2.643506131348752399e-19,-1.740909797742596739e-17,5.000000000000000278e-02
8.598470764135217603e-01,2.037563047786252607e-02,8.057720486307481389e-01,2.068556861675546060e-03,2.121342267448083489e-22,5.225492013420622861e-01,-1.034822298610245926e-05,-6.133603577156674369e-01,9.764559612540408716e-04,-4.306447132951769172e-05,-1.885544419901291971e-03,3.712119016241148955e-21,2.334154126722187623e-21,2.883507329291108805e-21,5.500000000000000028e-02
8.125962251071393583e-01,1.934865855452812256e-02,7.903011899996790213e-01,2.028842820938737447e-03,-3.069687817201786606e-17,5.125156507452844901e-01,-3.309632207330653799e-07,-6.015843086429367714e-01,9.577146419701826601e-04,-4.223485001490827557e-05,-1.849339271870064630e-03,-2.189044084857061372e-17,1.267625500092639514e-18,2.167725231904897502e-17,5.999999999999999778e-02
7.872442709060041288e-01,2.145510063538700815e-02,7.751273724269094334e-01,1.989891210100797579e-03,-1.773432505950436800e-21,5.026747648975341543e-01,9.153685994522307552e-06,-5.900343429355303648e-01,9.393329252755240307e-04,-4.142125386038199075e-05,-1.813829354563040045e-03,-1.148925876095614158e-18,-1.881655771213931718e-18,-9.763849822840979281e-19,6.500000000000000222e-02
