1.000000000000000000e+00,-1.070012155629667117e-01,-7.277395732573203879e-02,-2.944784492296037559e-01,5.556852902902550267e-02,-1.421024143051463108e-02,4.548281424931206740e-02,6.853759415610242468e-03,-8.756664466087157525e-03,-2.200558928823313429e-02,4.363358082199144316e-04,4.011369306086613393e-03,-3.336563340289979696e-01,-2.734879729086110364e-02,-6.885135404586618935e-02,3.456307664279169023e-01,1.224345620631015347e-01,-1.012093264318316838e-01,1.188859037571171062e-01,-2.957611551625889679e-02,-2.768077179722627790e-01,2.493188877575654439e-01,-2.323445059394511070e-01,-7.747330818721509527e-02,1.265660241579047267e-02,3.915672803521250134e-02,2.067281191900368839e-02,7.222725544019332339e-03,3.588978246732128785e-02,-4.547646620071523621e-02,1.388851807231159495e-02,8.925457865215080666e-02,1.042336692898163664e-01
-1.070012155629666561e-01,1.000000000000000000e+00,7.786901895180791192e-03,3.150955202466496075e-02,-5.945900153151727034e-03,7.712763994597992001e-01,-4.866716411900954414e-03,-7.333605886464239889e-04,9.369737421483592763e-04,2.354624803020344704e-03,-4.668846187318032438e-05,-4.292213918232417962e-04,3.570163332138610174e-02,2.926354554307307020e-03,7.367178576063864413e-03,-3.698291214374685443e-02,-1.310064696767135155e-02,1.082952095451508029e-02,-1.272093621531339598e-02,3.164680311870421425e-03,2.961876230024292761e-02,-2.667742405286635185e-02,2.486114456489821670e-02,-2.970958849204367036e-01,-1.354271843386742379e-03,-4.189817497236189917e-03,-2.212016004437980174e-03,-7.728404128877584952e-04,-6.644242387382320869e-02,4.866037162984700529e-03,-1.486088316105570531e-03,-9.550348410340471841e-03,-1.115312931659861659e-02
-7.277395732573206655e-02,7.786901895180798998e-03,1.000000000000000222e+00,2.143036209758294661e-02,-4.043941760212007609e-03,1.034135503452622085e-03,-3.309964383233630902e-03,-1.210115283722303136e-03,6.372571261707837961e-04,1.601433815789464823e-03,-3.175388348708487450e-05,-2.919232186988987565e-04,2.428149181408650187e-02,1.990280206955223011e-03,-3.010007382020442601e-01,-2.515291864648528525e-02,-8.910047594774879454e-03,7.365403202716207937e-03,-8.651797686651536978e-03,2.152370968441147826e-03,2.014439305514675177e-02,-1.814392209816805338e-02,1.690862916010583972e-02,5.638039223899683587e-03,-9.210710440955389381e-04,-2.849590055049976665e-03,-1.504442332396460332e-03,-5.256263205159381838e-04,-2.611841497706646458e-03,3.309502410615949419e-03,-3.946876980011809199e-01,-6.495408897957846359e-03,-7.585496600801568817e-03
-2.944784492296036449e-01,3.150955202466498850e-02,2.143036209758292579e-02,9.999999999999998890e-01,2.813463447923513772e-01,4.184609859636213500e-03,-1.339370860673557220e-02,-2.018284444101698088e-03,2.578648972397316972e-03,6.480171807982475045e-03,-1.284914921479461214e-04,-1.181261812543617533e-03,9.825459982049403185e-02,8.053631414507565756e-03,2.027523996678507953e-02,-1.017808121037322849e-01,-3.605433996844779193e-02,2.980396549521853802e-02,-3.500933657365577073e-02,8.709528631463540546e-03,8.151390752325735067e-02,-7.341903943049747638e-02,6.842044979606801136e-02,2.281421965165827959e-02,-3.727096651917603722e-03,-1.153081254871454048e-02,-6.087697595123474359e-03,-2.126937017413859602e-03,-1.056876748416458664e-02,-3.884999748499212147e-01,-4.089869264031642353e-03,-2.628354990812716702e-02,3.232725658796404833e-01
5.556852902902571778e-02,-5.945900153151758259e-03,-4.043941760212025824e-03,2.813463447923503780e-01,1.000000000000000000e+00,-7.896422134410172608e-04,2.527413083934686947e-03,3.808533290442963747e-04,-4.865949635812157103e-04,-1.222818227164002968e-03,2.424653902547173326e-05,2.229058917314168922e-04,-1.854079168320861906e-02,-1.519732436166155911e-03,-3.825968465985449350e-03,1.920619327757421696e-02,6.803508516159516815e-03,-5.624053393835382227e-03,6.606314794069327069e-03,-1.643501233631051691e-03,-1.538179771160026049e-02,1.385428385184069196e-02,-1.291104242303098802e-02,-4.305077774975919411e-03,7.033087787507646483e-04,2.175881778506859408e-03,1.148757749232745540e-03,4.013562340615244050e-04,1.994342418880762184e-03,-6.462637385992629768e-02,7.717645196713957380e-04,4.959745644805271456e-03,9.287006130913297852e-01
-1.421024143051457730e-02,7.712763994597992001e-01,1.034135503452617314e-03,4.184609859636197020e-03,-7.896422134410099967e-04,1.000000000000000000e+00,-6.463217714219336501e-04,-9.739357600248403906e-05,1.244343161891064270e-04,3.127047366065382637e-04,-6.200437179583688965e-06,-5.700252630644651815e-05,4.741337061372538977e-03,3.886330123373393113e-04,9.783943638095951318e-04,-4.911496636754412656e-03,-1.739824686355994016e-03,1.438208963616088897e-03,-1.689397395073554201e-03,4.202837420628271754e-04,3.933504502215643198e-03,-3.542881588222369579e-03,3.301671524453228621e-03,-7.483647362247405205e-03,-1.798533760184157322e-04,-5.564265590093676059e-04,-2.937656484166617575e-04,-1.026366737668594548e-04,3.115129051592461368e-02,6.462315641187996737e-04,-1.973591949196126284e-04,-1.268329111425918086e-03,-1.481185605796703263e-03
4.548281424931231720e-02,-4.866716411901021201e-03,-3.309964383233654321e-03,-1.339370860673559128e-02,2.527413083934686947e-03,-6.463217714219786445e-04,1.000000000000000222e+00,3.117282664096758895e-04,-3.982777433546988086e-04,-1.000876130043315895e-03,1.984578051558994187e-05,1.824483650341296448e-04,-1.497101169024157019e-01,-1.243900267122330155e-03,-3.131553346881769864e-03,4.184828898298587618e-01,5.568668444011945842e-03,-4.603284994396993589e-03,5.407265477446587115e-03,-1.345204968242204313e-03,-1.258999401930889148e-02,1.133972466072232996e-02,-1.056768200549212944e-02,-3.523704085558825548e-03,5.756578967056878195e-04,1.780958187836365406e-03,9.402576645230134459e-04,3.285098842923950008e-04,1.632368309409391698e-03,-2.068397664922258343e-03,6.316888876811662442e-04,4.287460226562461729e-02,4.740840618832961074e-03
6.853759415610265020e-03,-7.333605886464255067e-04,-1.210115283722391173e-03,-2.018284444101692884e-03,3.808533290442901406e-04,-9.739357600248428300e-05,3.117282664096751848e-04,9.999999999999998890e-01,-6.001607153377006682e-05,-1.508210147802925072e-04,2.990540653955113057e-06,2.749296015108072987e-05,-2.286800240929201360e-03,-1.874420769378537510e-04,2.768244741755535032e-01,2.368870119729925543e-03,8.391370325360580484e-04,-6.936643739797409246e-04,8.148153822586623159e-04,-2.027075801967349715e-04,-1.897173503365971346e-03,1.708771674457894253e-03,-1.592433345247980681e-03,-5.309834154465999274e-04,8.674530797670289371e-05,2.683707934558639263e-04,1.416864793370119485e-04,4.950282320369087753e-05,2.459799345096082171e-04,-3.116847584118349673e-04,2.030979108778888445e-02,6.117294088235002104e-04,7.143924923186806145e-04
-8.756664466086883439e-03,9.369737421482789369e-04,6.372571261707916023e-04,2.578648972397344728e-03,-4.865949635812301844e-04,1.244343161891103030e-04,-3.982777433545877321e-04,-6.001607153379065989e-05,1.000000000000000222e+00,1.926955617754652281e-04,-3.820846267120839549e-06,-3.512621506296137209e-05,2.921716564076780927e-03,2.394842414271003840e-04,6.029082054154576284e-04,-3.026572650765751993e-03,-1.072118379039992695e-03,8.862561124022207571e-04,-1.041043968948641768e-03,2.589881197861070667e-04,1.163888645741074368e-01,6.014381213605062004e-02,2.034562879048866860e-03,6.784077648732146897e-04,-1.108296206391081324e-04,-7.266635517187179823e-03,-1.810248775452423715e-04,-6.324698411961347539e-05,-3.142747828271786432e-04,3.982221556230243378e-04,-1.216170926904166193e-04,-7.815723973188280294e-04,-9.127392680399848239e-04
-2.200558928823275959e-02,2.354624803020314346e-03,1.601433815789473931e-03,6.480171807982509739e-03,-1.222818227164028122e-03,3.127047366065411368e-04,-1.000876130043365552e-03,-1.508210147802814755e-04,1.926955617755945463e-04,9.999999999999997780e-01,-9.601826587436652373e-06,-8.827254543316614608e-05,7.342304250059822693e-03,6.018264007098337708e-04,1.515114619072109245e-03,-7.605808691389944788e-03,-7.015630821165506903e-02,2.227170869597656141e-03,-2.616154370239518172e-03,6.508398507921253975e-04,6.091316953511173929e-03,-5.486409045792101265e-03,5.389417858167230152e-02,1.704845800768583358e-03,-7.964441371893712929e-02,-8.616668750139268480e-04,-4.549174085224909499e-04,-1.589403318633203185e-04,-7.897758126199121631e-04,1.000736437493165076e-03,-3.056250245214930331e-04,-1.964099599913540252e-03,-2.293723316397231014e-03
