Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
U38N3_25C_pH6.0,1,0.655189330068288,90.0,auto,298.15,0.9748,0.0154,0.0098,0.6374414123521265,-5.158498110357643,38500000.0,0.0,731.9596544042838,598767.925672,37901232.0743,0.0,0.0,284.650976713,447.308677692,1.67009613763e-06,0.00351310057631,0.0022355926676,2.45754664178,2.72534093432,9.57155843055,7.11401178877,0.0,0.0,14.1048758444,13.8370815518,1.269174850369439,1.269174850369439,1.269174850369439,8.037813090202233,8.037813090202233,8.037813090202233,0.0182537667346,0.0154,0.0098,0.4097126190024703,0.0512012080941682,38500000.0,0.0,10.101081578609467,840299.241681,37905817.1332,0.0,0.0,246.03858204,246.084655346,2.34378038271e-06,0.00303653226623,0.00122990024235,1.02102139547,0.598514397945,0.831481553799,0.592556424069,0.0,0.0,0.512115254905,0.325952552455,0.021322125050385454,0.021322125050385454,0.021322125050385454,0.04908090222644704,0.04908090222644704,0.04908090222644704
