Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U38N3_25C_pH7.0,1,384,371,13,153.93217938120682,0.414911534720234,0.70763850666215,0.6973663460854148,-324.0423054850978,-273.66773608524113,153.93217938120682,526.513179364987,0.6441362703032907
