Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A35C8_25C_pH7.0,1,384,371,13,153.93217938120682,0.414911534720234,0.9624491251995929,0.9611297701390381,-324.0423054850978,-273.66773608524113,153.93217938120682,4099.296759380376,0.6441362703032907
