time(s),pop_state_1,pop_state_2,pop_state_3
0.0,1.0000000000000002,1.475924375809558e-17,-4.766828701393053e-19
1.001001001001001e-05,0.7646635918402936,0.23532593911688907,1.0469042817471668e-05
2.002002002002002e-05,0.6005327812617074,0.39942976160845917,3.74571298337129e-05
3.003003003003003e-05,0.486061612576446,0.513862519233054,7.58681905002914e-05
4.004004004004004e-05,0.40622368317060464,0.5936541681801393,0.00012214864925637407
5.005005005005005e-05,0.3505394033018605,0.6492867760158801,0.00017382068225962964
6.006006006006006e-05,0.3117001839170369,0.688070659377802,0.00022915670516140266
7.007007007007007e-05,0.2846089290802875,0.7151041185626422,0.00028695235707057497
8.008008008008008e-05,0.2657108641252774,0.7339427676978071,0.0003463681769159364
9.009009009009009e-05,0.2525268473506112,0.7470663334626954,0.00040681918669387726
0.0001001001001001001,0.24332789611603042,0.7562042059984295,0.0004678978855403944
0.0001101101101101101,0.23690819751994843,0.7625624819351475,0.0005293205449042322
0.00012012012012012012,0.23242680338048835,0.7669823068653303,0.000590889754181581
0.00013013013013013012,0.22929722645632372,0.770050305244063,0.0006524682996133215
0.00014014014014014013,0.22711044355464943,0.772175595498218,0.00071396094713271
0.00015015015015015014,0.22558119699452478,0.7736435012679547,0.0007753017375207883
0.00016016016016016016,0.22451054461683934,0.774653010257251,0.0008364451259098937
0.00017017017017017017,0.22375974172149563,0.7753428984761239,0.0008973598023806303
0.00018018018018018018,0.2232320260237007,0.7758099495939146,0.0009580243823848221
0.0001901901901901902,0.2228599142685871,0.7761216613302061,0.0010184244012070428
0.0002002002002002002,0.22259634274107465,0.7763251070410476,0.0010785502178778743
0.0002102102102102102,0.22240848855341117,0.7764531158932395,0.0011383955533494363
0.0002202202202202202,0.22227346053854571,0.7765285829904416,0.0011979564710128336
0.00023023023023023022,0.22217529402856429,0.7765674753057259,0.0012572306657099705
0.00024024024024024023,0.22210285497787877,0.7765809280542285,0.0013162169678929128
0.00025025025025025025,0.2220483782741251,0.7765767067280454,0.0013749149978296406
0.00026026026026026023,0.2220064483390172,0.776560226736529,0.0014333249244538329
0.0002702702702702703,0.22197328818740944,0.7765352645153961,0.001491447297194604
0.00028028028028028026,0.221946263608736,0.7765044534625609,0.0015492829287032303
0.0002902902902902903,0.2219235373773222,0.776469629809602,0.0016068328130760244
