Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A35C8_25C_pH5.4,1,1651,1610,41,3311.296402032652,2.056705839771834,0.8159554449552289,0.8112656831424039,1231.0276651378338,1452.802259338559,3311.2964020326526,17991.81943321898,1.4341219752070722
