offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
8.869565217391304941e+02,4.000000000000000000e+02,2.447811506913962987e+00,5.181060289099277683e-02,7.108034057921936544e+00,3.065542288257228631e-01,9.894492071951994649e-01
9.913043478260869961e+02,4.000000000000000000e+02,2.277438251896680477e+00,5.182824238357666702e-02,7.052290577817881712e+00,3.701457461723113296e-01,1.000439160397101901e+00
1.095652173913043498e+03,4.000000000000000000e+02,2.229681438605509047e+00,4.771398539909092046e-02,7.704361268142864816e+00,4.057041707469014602e-01,1.007638865344536727e+00
1.200000000000000000e+03,4.000000000000000000e+02,2.037805550228267926e+00,4.883005427742274224e-02,6.878055502282681033e+00,4.883005427742272420e-01,9.986296826580777219e-01
-1.800000000000000000e+03,6.000000000000000000e+02,2.010668671327288326e+00,4.828693055683858093e-02,6.606686713272884148e+00,4.828693055683858093e-01,9.890508512076563452e-01
-1.643478260869565247e+03,6.000000000000000000e+02,2.143799994577412882e+00,4.993182354049681415e-02,6.974125473741398906e+00,4.245620837148479931e-01,1.000931090827794190e+00
-1.486956521739130494e+03,6.000000000000000000e+02,2.325845929836400039e+00,5.262865141420031145e-02,7.398007415731420622e+00,3.758620889278805888e-01,1.003162195756031050e+00
-1.330434782608695514e+03,6.000000000000000000e+02,2.487457237179984126e+00,5.322510171862585016e-02,7.342610874051699099e+00,3.149235697151206992e-01,1.009840607561838244e+00
-1.173913043478260988e+03,6.000000000000000000e+02,2.641517005580483080e+00,5.360350572523112089e-02,7.011218208416927666e+00,2.587965096828738765e-01,9.963224413659738099e-01
-1.017391304347826122e+03,6.000000000000000000e+02,2.931433299974696816e+00,5.407510161870639209e-02,7.047142277784742781e+00,2.095537964430021771e-01,9.991620193425936325e-01
-8.608695652173912549e+02,6.000000000000000000e+02,3.388626921630367050e+00,5.742976575143601131e-02,7.276556444608567986e+00,1.756547466650726641e-01,1.002442170264794985e+00
-7.043478260869565020e+02,6.000000000000000000e+02,3.826382755226231502e+00,6.380663375141533422e-02,7.032305304488844833e+00,1.517367585241596872e-01,9.949801298190417143e-01
-5.478260869565217490e+02,6.000000000000000000e+02,4.792906920997152653e+00,6.953902878168777280e-02,7.538033484626161851e+00,1.275101283898623095e-01,1.022865939227567633e+00
-3.913043478260869961e+02,6.000000000000000000e+02,5.360004485741766800e+00,7.526704928616337331e-02,7.001783331284106460e+00,1.072804445402026352e-01,9.997606313470837058e-01
-2.347826086956522431e+02,6.000000000000000000e+02,6.534894931610350177e+00,8.501081897467360760e-02,7.305833475013825407e+00,9.802759843960473507e-02,9.977492600234126874e-01
-7.826086956521749016e+01,6.000000000000000000e+02,7.104484932691149446e+00,9.680930266148148056e-02,7.199835337973230054e+00,9.845634183719667587e-02,9.921849439302694584e-01
7.826086956521749016e+01,6.000000000000000000e+02,7.211383364502665927e+00,9.245902478238547662e-02,7.308552457660557167e+00,9.403205166904232692e-02,9.980325442347514064e-01
2.347826086956522431e+02,6.000000000000000000e+02,6.612345691638362943e+00,8.285948240897791917e-02,7.395143425140645377e+00,9.554685117103314806e-02,9.986093556937881699e-01
3.913043478260869961e+02,6.000000000000000000e+02,5.654316548798210995e+00,7.936280668844303277e-02,7.421275383353217237e+00,1.131182537676485023e-01,9.956426477821630483e-01
5.478260869565215216e+02,6.000000000000000000e+02,4.588408870015128649e+00,7.388227938861356703e-02,7.163055962031520174e+00,1.354741228864936586e-01,9.886091368207114982e-01
7.043478260869565020e+02,6.000000000000000000e+02,4.017899000062961967e+00,6.576934731498637610e-02,7.487744692021181869e+00,1.564042323672076573e-01,1.000879774781382459e+00
8.608695652173914823e+02,6.000000000000000000e+02,3.352457058036986570e+00,5.809025139386488762e-02,7.165927258797440302e+00,1.776749088001388366e-01,1.002036318603229503e+00
1.017391304347826008e+03,6.000000000000000000e+02,2.922467231281026923e+00,5.501532962479674382e-02,7.012396642960502469e+00,2.131974021376811246e-01,9.951638026706720597e-01
1.173913043478260988e+03,6.000000000000000000e+02,2.668921390074366684e+00,5.184764952479088002e-02,7.143525955103843472e+00,2.503192757775348221e-01,1.001786588218174012e+00
1.330434782608695514e+03,6.000000000000000000e+02,2.417677003928535573e+00,5.046792387762007864e-02,6.929733501505321414e+00,2.986098331511357062e-01,9.990951231957567735e-01
1.486956521739130494e+03,6.000000000000000000e+02,2.341131392435964909e+00,5.408887332380682422e-02,7.507172780005817003e+00,3.862906680857131070e-01,1.004520911617424961e+00
1.643478260869565020e+03,6.000000000000000000e+02,2.138387576370127885e+00,4.938715896474665107e-02,6.928104571857904403e+00,4.199308904034599887e-01,1.000329251232118688e+00
1.800000000000000000e+03,6.000000000000000000e+02,2.133996194620082054e+00,4.972054414509721049e-02,7.839961946200821430e+00,4.972054414509721187e-01,1.002860407140376386e+00
-2.000000000000000000e+03,1.000000000000000000e+03,2.660841943390518161e+00,5.622937144257178499e-02,7.304209716952590803e+00,2.811468572128588694e-01,1.004380608062071634e+00
-1.826086956521739012e+03,1.000000000000000000e+03,2.883858460065038543e+00,5.311962017083449172e-02,7.498463986633521650e+00,2.302519641809517292e-01,1.012135460640357865e+00
-1.652173913043478251e+03,1.000000000000000000e+03,3.039270215036215195e+00,5.442147809025243282e-02,7.240983240579307534e+00,2.029746243328319766e-01,1.002571944741952326e+00
-1.478260869565217490e+03,1.000000000000000000e+03,3.234885761008452931e+00,5.600941282250179731e-02,7.026053889034486133e+00,1.784042733571181705e-01,9.998678517059024218e-01
-1.304347826086956502e+03,1.000000000000000000e+03,3.489065263187748567e+00,6.046918114391614668e-02,6.873108244036471248e+00,1.633468050182536324e-01,9.964578719266943274e-01
-1.130434782608695514e+03,1.000000000000000000e+03,3.992581304434827949e+00,6.603901386030418263e-02,7.177808075319408232e+00,1.504291336515435340e-01,1.006707156298302097e+00
-9.565217391304347530e+02,1.000000000000000000e+03,4.487633648153538601e+00,6.653071389105903732e-02,7.221120766690992454e+00,1.274019152583039938e-01,9.994379799140459264e-01
-7.826086956521739921e+02,1.000000000000000000e+03,5.084934517798294529e+00,6.931398102118950522e-02,7.280622199776835224e+00,1.117671565426742036e-01,1.019344116399005573e+00
-6.086956521739130039e+02,1.000000000000000000e+03,5.533068309497190640e+00,8.269928725283752502e-02,7.027362049878003170e+00,1.133402330024710913e-01,9.917414992176323274e-01
-4.347826086956520157e+02,1.000000000000000000e+03,6.172006046279109093e+00,8.549039533664021251e-02,7.055182992645669060e+00,1.016511505987649777e-01,9.959287446001903188e-01
-2.608695652173912549e+02,1.000000000000000000e+03,6.751621383324843961e+00,9.466541372393570686e-02,7.109009606008576121e+00,1.011076725028802886e-01,9.979042225650714970e-01
-8.695652173913049410e+01,1.000000000000000000e+03,7.149657155844756140e+00,9.101220854058179877e-02,7.192376680652656340e+00,9.170039159192835965e-02,9.986412923100369543e-01
8.695652173913049410e+01,1.000000000000000000e+03,7.108285717795143732e+00,9.662019495651340273e-02,7.150692415094161980e+00,9.735078244200690012e-02,1.003675185228920297e+00
2.608695652173914823e+02,1.000000000000000000e+03,6.788055116294081870e+00,9.001192308112811180e-02,7.147922761259274615e+00,9.613749818683815784e-02,9.945182390822954188e-01
4.347826086956520157e+02,1.000000000000000000e+03,6.048544301106066001e+00,8.485897147545844177e-02,6.908382543281124555e+00,1.009003649490800431e-01,9.876953009334510369e-01
6.086956521739130039e+02,1.000000000000000000e+03,5.596223911447072652e+00,7.859365430035966660e-02,7.113917458977558006e+00,1.077134203549352659e-01,9.964790638666688460e-01
7.826086956521739921e+02,1.000000000000000000e+03,5.029237207321365588e+00,7.136348071609072141e-02,7.190811602731804975e+00,1.150719263720706709e-01,1.003902119291489203e+00
9.565217391304349803e+02,1.000000000000000000e+03,4.419455761044658537e+00,6.758772683295412309e-02,7.090564623701776981e+00,1.294260251073394152e-01,1.002852356763571651e+00
1.130434782608695969e+03,1.000000000000000000e+03,3.938112235285224916e+00,6.366954223806010893e-02,7.053733919695079457e+00,1.450317550035206959e-01,1.004821248105143727e+00
1.304347826086956502e+03,1.000000000000000000e+03,3.523707240743438440e+00,6.120010786461137914e-02,6.966687423482747832e+00,1.653212743639501936e-01,9.911218208820073983e-01
1.478260869565217490e+03,1.000000000000000000e+03,3.287289935947995456e+00,5.567058310858356146e-02,7.192974559683122493e+00,1.773250142494580128e-01,9.952500972781916921e-01
1.652173913043478478e+03,1.000000000000000000e+03,2.951486421951121208e+00,5.824899938704865276e-02,6.913577902664581387e+00,2.172500487535861113e-01,1.001013279655051047e+00
1.826086956521739012e+03,1.000000000000000000e+03,2.784104038577734475e+00,5.388113206980172515e-02,7.066069112398383645e+00,2.335528087638096828e-01,1.005957865813887464e+00
2.000000000000000000e+03,1.000000000000000000e+03,2.639743904235567928e+00,5.459647677684871525e-02,7.198719521177840086e+00,2.729823838842435069e-01,1.004361851045598941e+00
