offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
6.000000000000000000e+02,2.000000000000000000e+02,-8.212439693068972701e+00,-8.212439693068972701e+00,-4.962047189397237617e+02,-4.962047189397237617e+02,-2.066166626571475984e+00,-4.925595161078452975e+02,-6.725000426700489697e+00,-6.725000426700489697e+00,-2.049999146599706723e+00
5.478260869565217490e+02,2.000000000000000000e+02,-8.163072816954809241e+00,-8.163072816954809241e+00,-4.961903708074780752e+02,-4.961903708074780752e+02,-4.925849163182506345e+02,-6.676579046650999771e+00,-6.676579046650999771e+00,-2.168196432883559233e+00,-2.146841906697534164e+00
4.956521739130434980e+02,2.000000000000000000e+02,-8.100247894952758543e+00,-8.100247894952758543e+00,-4.961733958754704190e+02,-4.961733958754704190e+02,-2.298846482789230983e+00,-4.926138659763630585e+02,-6.614942531968267758e+00,-6.614942531968267758e+00,-2.270114936063321931e+00
4.434782608695652470e+02,2.000000000000000000e+02,-8.019000603990889431e+00,-8.019000603990889431e+00,-4.961531344750071639e+02,-4.961531344750071639e+02,-2.469012992544473484e+00,-4.926467168494601765e+02,-6.535224681261070145e+00,-6.535224681261070145e+00,-2.429550637478345099e+00
3.913043478260869961e+02,2.000000000000000000e+02,-7.912151960645473991e+00,-7.912151960645473991e+00,-4.961287165005350062e+02,-4.961287165005350062e+02,-2.694646461597384413e+00,-4.926836166160404105e+02,-6.430404709701747379e+00,-6.430404709701747379e+00,-2.639190580596075808e+00
3.391304347826086882e+02,2.000000000000000000e+02,-7.769317100309535817e+00,-7.769317100309535817e+00,-4.960989818368507258e+02,-4.960989818368507258e+02,-2.999171209994010212e+00,-4.927242309156859505e+02,-6.290367784703086329e+00,-6.290367784703086329e+00,-2.919264430593565329e+00
2.869565217391304373e+02,2.000000000000000000e+02,-7.575792203292792237e+00,-7.575792203292792237e+00,-4.960623687573632878e+02,-4.960623687573632878e+02,-3.416427598707122648e+00,-4.927672504799812145e+02,-6.100898718996432990e+00,-6.100898718996432990e+00,-3.298202562006932848e+00
2.347826086956521863e+02,2.000000000000000000e+02,-7.312257355517715496e+00,-7.312257355517715496e+00,-4.960167610654045802e+02,-4.960167610654045802e+02,-3.992289033069421844e+00,-4.928096741250853938e+02,-5.843604082010074308e+00,-5.843604082010074308e+00,-3.812791835980005484e+00
1.826086956521739069e+02,2.000000000000000000e+02,-4.959592930580100187e+02,-4.959592930580100187e+02,-6.958718011635255607e+00,-6.958718011635255607e+00,-4.777634562777558713e+00,-4.928463432979334016e+02,-5.500260970438830554e+00,-5.500260970438830554e+00,-4.499478059122344220e+00
1.304347826086956843e+02,2.000000000000000000e+02,-4.958861531173349704e+02,-4.958861531173349704e+02,-6.511808982696209114e+00,-6.511808982696209114e+00,-5.792115227395093768e+00,-4.928719605725436850e+02,-5.070625651214072604e+00,-5.070625651214072604e+00,-5.358748697571991570e+00
7.826086956521737648e+01,2.000000000000000000e+02,-4.957925924909063724e+02,-4.957925924909063724e+02,-6.027834552808485569e+00,-6.027834552808485569e+00,-6.927804392687897383e+00,-4.928913415198832695e+02,-6.269670734033310211e+00,-4.615164632983351112e+00,-4.615164632983351112e+00
2.608695652173912904e+01,2.000000000000000000e+02,-4.956739867896267810e+02,-4.956739867896267810e+02,-5.666095598317582471e+00,-5.666095598317582471e+00,-7.838000008884685954e+00,-4.929418352152274565e+02,-4.296003731725136277e+00,-4.296003731725136277e+00,-6.907992536549838469e+00
-2.608695652173912904e+01,2.000000000000000000e+02,-4.955313381228546632e+02,-4.955313381228546632e+02,-5.604813988193200203e+00,-5.604813988193200203e+00,-8.081763481515642056e+00,-4.931059322963886302e+02,-6.907992536549654616e+00,-4.296003731724908903e+00,-4.296003731724908903e+00
-7.826086956521737648e+01,2.000000000000000000e+02,-5.805774206836940010e+00,-5.805774206836940010e+00,-4.953929108504081569e+02,-4.953929108504081569e+02,-4.934746727638248558e+02,-7.587957121685248829e+00,-6.269670734033514492e+00,-4.615164632983237425e+00,-4.615164632983237425e+00
-1.304347826086956275e+02,2.000000000000000000e+02,-6.012906938426908710e+00,-6.012906938426908710e+00,-4.953105650000408104e+02,-4.953105650000408104e+02,-4.940947283436324824e+02,-6.718327779432206270e+00,-5.358748697571839692e+00,-5.070625651214129448e+00,-5.070625651214129448e+00
-1.826086956521738784e+02,2.000000000000000000e+02,-6.495481511495938776e+00,-6.495481511495938776e+00,-4.948482359734292118e+02,-4.948482359734292118e+02,-5.825568448935986687e+00,-4.949469965812139662e+02,-5.500260970438944241e+00,-5.500260970438944241e+00,-4.499478059122107965e+00
-2.347826086956521294e+02,2.000000000000000000e+02,-7.099625621350753590e+00,-7.099625621350753590e+00,-4.941631102535144464e+02,-4.941631102535144464e+02,-5.038627084076258811e+00,-4.958959011661926866e+02,-5.843604082010074308e+00,-5.843604082010074308e+00,-3.812791835979834509e+00
-2.869565217391303804e+02,2.000000000000000000e+02,-7.471340497982509987e+00,-7.471340497982509987e+00,-4.937740461233869382e+02,-4.937740461233869382e+02,-4.348969279568961177e+00,-4.966202574776901884e+02,-6.100898718996461412e+00,-6.100898718996461412e+00,-3.298202562006886218e+00
-3.391304347826086314e+02,2.000000000000000000e+02,-7.709935630367223958e+00,-7.709935630367223958e+00,-3.737551317987963362e+00,-4.937665161938537040e+02,-4.937665161938537040e+02,-4.967695450335704663e+02,-6.290367784703335019e+00,-6.290367784703335019e+00,-2.919264430593627946e+00
-3.913043478260868824e+02,2.000000000000000000e+02,-7.874738552063263342e+00,-7.874738552063263342e+00,-4.940765581463953140e+02,-4.940765581463953140e+02,-3.222065159901911890e+00,-4.963353414431812212e+02,-6.430404709701576849e+00,-6.430404709701576849e+00,-2.639190580596160629e+00
-4.434782608695652470e+02,2.000000000000000000e+02,-7.993719531872898187e+00,-7.993719531872898187e+00,-4.945090033608365161e+02,-4.945090033608365161e+02,-2.821846338467788318e+00,-4.956327078761142388e+02,-6.535224681260842772e+00,-6.535224681260842772e+00,-2.429550637478429920e+00
-4.956521739130434980e+02,2.000000000000000000e+02,-8.082288169267940248e+00,-8.082288169267940248e+00,-4.949122964051360896e+02,-4.949122964051360896e+02,-2.528737690046472419e+00,-4.949420931611455785e+02,-6.614942531968665662e+00,-6.614942531968665662e+00,-2.270114936063370781e+00
-5.478260869565217490e+02,2.000000000000000000e+02,-8.149824298007899870e+00,-8.149824298007899870e+00,-4.952335847212159479e+02,-4.952335847212159479e+02,-4.943750899275779034e+02,-6.676579046650886085e+00,-6.676579046650886085e+00,-2.318092033975122312e+00,-2.146841906697428914e+00
-6.000000000000000000e+02,2.000000000000000000e+02,-8.202373254385975088e+00,-8.202373254385975088e+00,-4.954745657493128874e+02,-4.954745657493128874e+02,-2.165405147082906545e+00,-4.939407168455184092e+02,-6.725000426700262324e+00,-6.725000426700262324e+00,-2.049999146599781774e+00
1.200000000000000000e+03,4.000000000000000000e+02,-8.210839750177910901e+00,-8.210839750177910901e+00,-4.961529410040593007e+02,-4.961529410040593007e+02,-4.926769480635504692e+02,-6.725000106675111056e+00,-6.725000106675111056e+00,-2.055490427976685019e+00,-2.049999786649771671e+00
1.095652173913043498e+03,4.000000000000000000e+02,-8.161083209661455840e+00,-8.161083209661455840e+00,-4.961283953855127038e+02,-4.961283953855127038e+02,-2.154282979729716718e+00,-4.927267598299214910e+02,-6.676578621156522786e+00,-6.676578621156522786e+00,-2.146842757687692504e+00
9.913043478260869961e+02,4.000000000000000000e+02,-8.097738752665122774e+00,-8.097738752665122774e+00,-4.960984529135580487e+02,-4.960984529135580487e+02,-4.927872061434369471e+02,-6.614941959090792523e+00,-6.614941959090792523e+00,-2.280410524114290904e+00,-2.270116081818781772e+00
8.869565217391304941e+02,4.000000000000000000e+02,-4.960614920432021790e+02,-4.960614920432021790e+02,-8.015787667403401429e+00,-8.015787667403401429e+00,-2.444132571103302620e+00,-4.928613080076849542e+02,-6.535223901945300895e+00,-6.535223901945300895e+00,-2.429552196110406292e+00
7.826086956521739921e+02,4.000000000000000000e+02,-7.907969892112824084e+00,-7.907969892112824084e+00,-4.960152814049993140e+02,-4.960152814049993140e+02,-4.929531088871900693e+02,-6.430403644144917052e+00,-6.430403644144917052e+00,-2.660388518586573880e+00,-2.639192711710691697e+00
6.782608695652173765e+02,4.000000000000000000e+02,-7.763777809819671916e+00,-7.763777809819671916e+00,-4.959567202304006059e+02,-4.959567202304006059e+02,-4.930680285708170913e+02,-6.290366336420021298e+00,-6.290366336420021298e+00,-2.950975348740817683e+00,-2.919267327159999148e+00
5.739130434782608745e+02,4.000000000000000000e+02,-7.568315111363517644e+00,-7.568315111363517644e+00,-4.958814815211508176e+02,-4.958814815211508176e+02,-3.347108106589415488e+00,-4.932132986283847913e+02,-6.100896805830416270e+00,-6.100896805830416270e+00,-3.298206388339000483e+00
4.695652173913043725e+02,4.000000000000000000e+02,-7.301925730150969684e+00,-7.301925730150969684e+00,-4.957835811594452480e+02,-4.957835811594452480e+02,-3.890521275671300128e+00,-4.933984649451339237e+02,-5.843601735922959506e+00,-5.843601735922959506e+00,-3.812796528153812758e+00
3.652173913043478137e+02,4.000000000000000000e+02,-6.943848565904659154e+00,-6.943848565904659154e+00,-4.956550855772084105e+02,-4.956550855772084105e+02,-4.936360418580865712e+02,-4.626089855687812502e+00,-4.499482916846208269e+00,-5.500258541577295546e+00,-5.500258541577295546e+00
2.608695652173913686e+02,4.000000000000000000e+02,-6.488203144422641344e+00,-6.488203144422641344e+00,-4.954869144320730925e+02,-4.954869144320730925e+02,-5.566693889648408167e+00,-4.939430709573595095e+02,-5.070623919433074889e+00,-5.070623919433074889e+00,-5.358752161134047398e+00
1.565217391304347530e+02,4.000000000000000000e+02,-5.981148874550058281e+00,-5.981148874550058281e+00,-4.952746172317689570e+02,-4.952746172317689570e+02,-6.602378927104859407e+00,-4.943460888602564296e+02,-4.615164109065062803e+00,-4.615164109065062803e+00,-6.269671781869933902e+00
5.217391304347825809e+01,4.000000000000000000e+02,-4.950452637642019909e+02,-4.950452637642019909e+02,-5.540515277059512300e+00,-5.540515277059512300e+00,-7.399061328467963605e+00,-4.948893805890103863e+02,-6.907992557929270916e+00,-4.296003721035390299e+00,-4.296003721035390299e+00
-5.217391304347825809e+01,4.000000000000000000e+02,-5.188730315718771635e+00,-5.188730315718771635e+00,-4.949632995812158924e+02,-4.949632995812158924e+02,-4.956166369043384634e+02,-7.539303301792165790e+00,-6.907992557929299338e+00,-4.296003721035276612e+00,-4.296003721035276612e+00
-1.565217391304347530e+02,4.000000000000000000e+02,-4.983701567318462367e+00,-4.983701567318462367e+00,-6.954200719104791872e+00,-4.964620771531352261e+02,-4.950381594965614340e+02,-4.950381594965614340e+02,-6.269671781870087557e+00,-4.615164109064949116e+00,-4.615164109064949116e+00
