Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
U38N3_25C_pH6.4,1,2.054709796631864,60.0,avg,298.15,0.9898,0.0062,0.004,0.5594769508763853,-6.882119774028517,38100000.0,0.0,514.742046751739,237168.674699,37862831.3253,0.0,0.0,201.859626177,312.882420575,4.21640843282e-06,0.00495396405055,0.00319608879963,3.00564764605,3.26530700875,10.1202600325,7.11461238645,0.0,0.0,14.3085076688,14.0488483061,1.5941733366895157,1.5941733366895157,1.5941733366895157,6.874481804002746,6.874481804002746,6.874481804002746,0.00737834669828,0.0062,0.004,0.9300207401722197,0.355569974602701,38100000.0,0.0,12.48908131333629,334369.464007,37863564.9395,0.0,0.0,173.591678365,173.688551518,5.94445379224e-06,0.0042601999672,0.00177422570789,1.02410480337,0.594890686946,0.835307648328,0.592496228627,0.0,0.0,0.509514576609,0.328902523967,0.0330966335957078,0.0330966335957078,0.0330966335957078,0.060390793423747834,0.060390793423747834,0.060390793423747834
