Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U38N3_25C_pH6.0,1,507,486,21,998.588961163086,2.054709796631864,-0.14668898788485696,-0.1963394389066755,387.5661003705214,474.45967680676097,998.5889611630862,870.8455140962408,1.433425895061152
