offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-6.000000000000000000e+02,2.000000000000000000e+02,2.112366283752184160e+00,5.112706961471968209e-02,7.623662837521841595e+00,5.112706961471966682e-01,1.002042014492285471e+00
-5.478260869565217490e+02,2.000000000000000000e+02,2.107575620177910558e+00,4.950391673690445610e-02,6.666115575728237985e+00,4.209236625379889629e-01,9.911482071295351082e-01
-4.956521739130434980e+02,2.000000000000000000e+02,2.299609912254909183e+00,5.212613349862678380e-02,7.210635630432982168e+00,3.722732180676975866e-01,9.976793622269982675e-01
-4.434782608695652470e+02,2.000000000000000000e+02,2.512306074380864729e+00,5.401867845587397104e-02,7.489637075259181209e+00,3.196190237559272673e-01,1.006019208719239444e+00
-3.913043478260869961e+02,2.000000000000000000e+02,2.656028441236433224e+00,5.280469762295474795e-02,7.081279090581949376e+00,2.549398822854941904e-01,9.997785694104632803e-01
-3.391304347826086882e+02,2.000000000000000000e+02,2.985502836965559403e+00,5.548494446453337142e-02,7.256674509979956333e+00,2.150172706092502994e-01,1.006323929341156775e+00
-2.869565217391304373e+02,2.000000000000000000e+02,3.315489377746529076e+00,5.831616127017208440e-02,7.052857869931726142e+00,1.783658770040423558e-01,9.946869604069911164e-01
-2.347826086956521863e+02,2.000000000000000000e+02,3.901740998569469987e+00,6.302365187779815359e-02,7.211512620416621111e+00,1.498747713842534246e-01,9.934796601341928657e-01
-1.826086956521739353e+02,2.000000000000000000e+02,4.620349372521122433e+00,6.748457075519577464e-02,7.221623613129469987e+00,1.237429747306992844e-01,9.937416257690977472e-01
-1.304347826086956843e+02,2.000000000000000000e+02,5.587497385124524207e+00,7.697931523358224337e-02,7.326035970479946258e+00,1.097209899548601542e-01,9.883891063528114085e-01
-7.826086956521737648e+01,2.000000000000000000e+02,6.762136247100352549e+00,9.108184345255868064e-02,7.567869774539159877e+00,1.050282126768635194e-01,1.000603281227090413e+00
-2.608695652173912549e+01,2.000000000000000000e+02,7.638287590875102673e+00,9.917399172836699472e-02,7.742719704897551125e+00,1.008612619090008267e-01,1.011848978655004894e+00
2.608695652173912549e+01,2.000000000000000000e+02,7.721556203701419818e+00,1.039355672557250310e-01,7.827404985995015885e+00,1.057038472279396291e-01,1.002408730488947741e+00
7.826086956521737648e+01,2.000000000000000000e+02,7.293470128672567832e+00,9.451335454411334547e-02,8.180561017940011226e+00,1.089851536330985748e-01,1.001644086167609249e+00
1.304347826086956275e+02,2.000000000000000000e+02,6.371830808778548239e+00,8.345300168234652538e-02,8.443970566765642616e+00,1.189481347230421093e-01,9.958740201667691805e-01
1.826086956521738784e+02,2.000000000000000000e+02,5.333840777053383775e+00,7.731338912701787858e-02,8.529915980608281600e+00,1.417655717451934139e-01,9.940092371613137301e-01
2.347826086956521294e+02,2.000000000000000000e+02,4.719986183418124703e+00,6.894702791894609384e-02,9.157358447523627376e+00,1.639609851078150382e-01,9.966828496513614466e-01
2.869565217391303804e+02,2.000000000000000000e+02,4.124611014635700457e+00,6.427576213434234298e-02,9.527638226239247388e+00,1.965939189666651710e-01,1.006401094551312214e+00
3.391304347826086314e+02,2.000000000000000000e+02,3.503510331667223809e+00,5.718769561809761842e-02,9.264075954476004071e+00,2.216158336807184659e-01,9.978663419297795212e-01
3.913043478260868824e+02,2.000000000000000000e+02,3.121562944705073672e+00,5.670423633494924009e-02,9.328869112999539581e+00,2.737667667286584616e-01,1.005493306175923918e+00
4.434782608695652470e+02,2.000000000000000000e+02,2.666079932399525454e+00,5.679884899384572694e-02,8.399489959188120025e+00,3.360688040656656383e-01,9.876636534739038353e-01
4.956521739130434980e+02,2.000000000000000000e+02,2.461569608165810052e+00,5.250595222565429543e-02,8.367315651513102637e+00,3.749857986928581410e-01,9.970913570840345130e-01
5.478260869565217490e+02,2.000000000000000000e+02,2.222042769678970853e+00,4.983650473483918625e-02,7.639410922525534886e+00,4.237516035865908637e-01,9.918321851400992983e-01
6.000000000000000000e+02,2.000000000000000000e+02,2.124527034046413743e+00,5.032507068529681188e-02,7.745270340464138314e+00,5.032507068529679106e-01,9.999754267679276110e-01
-1.200000000000000000e+03,4.000000000000000000e+02,2.078396921582505552e+00,5.052814315227059649e-02,7.283969215825056409e+00,5.052814315227057707e-01,1.000362854456348760e+00
-1.095652173913043498e+03,4.000000000000000000e+02,2.090510294927486079e+00,4.945688844451141125e-02,6.521011921708563364e+00,4.205237887021024967e-01,9.907450847165775176e-01
-9.913043478260869961e+02,4.000000000000000000e+02,2.337375637947295637e+00,5.221542957261243040e-02,7.480350019215283197e+00,3.729109507095081377e-01,1.005274562597590959e+00
-8.869565217391304941e+02,4.000000000000000000e+02,2.404773822027750807e+00,4.937671657481362136e-02,6.853387642621663112e+00,2.921533513783868274e-01,9.966523358098485774e-01
-7.826086956521739921e+02,4.000000000000000000e+02,2.654420136654388696e+00,5.169428497904189623e-02,7.073514232543118396e+00,2.495788352296276214e-01,1.002674664844728447e+00
-6.782608695652173765e+02,4.000000000000000000e+02,2.843648328565036465e+00,5.499401513059933716e-02,6.706954770431615920e+00,2.131148034361599886e-01,9.936675454928106666e-01
-5.739130434782608745e+02,4.000000000000000000e+02,3.334853570394094469e+00,5.655367326034474451e-02,7.112085211526736117e+00,1.729751291781432276e-01,1.007458521274798624e+00
-4.695652173913043725e+02,4.000000000000000000e+02,3.906432836287705435e+00,6.258478259838187729e-02,7.222670147542406660e+00,1.488311087122200227e-01,1.007438408614196312e+00
-3.652173913043478706e+02,4.000000000000000000e+02,4.484883915457034576e+00,6.799228261244780191e-02,6.973227595450518734e+00,1.246739397619553713e-01,9.967640514298699017e-01
-2.608695652173913686e+02,4.000000000000000000e+02,5.648614873565591665e+00,7.768202681660967002e-02,7.413148609959275603e+00,1.107225864266988685e-01,1.016725711181496017e+00
-1.565217391304347530e+02,4.000000000000000000e+02,6.409556563942127028e+00,9.120730742984267669e-02,7.161303410216819820e+00,1.051728875845066857e-01,9.885294535499249413e-01
-5.217391304347825098e+01,4.000000000000000000e+02,7.183251997087146457e+00,9.754795011712202868e-02,7.279942484750253406e+00,9.920755607374602547e-02,9.946994192203384433e-01
5.217391304347825098e+01,4.000000000000000000e+02,7.335390482319646743e+00,9.639397567574749248e-02,7.434669337406369038e+00,9.803394879688497043e-02,1.001196223548119546e+00
1.565217391304347530e+02,4.000000000000000000e+02,6.768686743145837958e+00,9.129806450487269742e-02,7.575423276595390831e+00,1.052775413005148375e-01,9.965880782909161129e-01
2.608695652173912549e+02,4.000000000000000000e+02,5.844787330697731598e+00,7.869470969284887707e-02,7.692759257743079893e+00,1.121659945338526337e-01,9.964702071516864379e-01
3.652173913043477569e+02,4.000000000000000000e+02,4.777534134253595965e+00,7.192599932079989100e-02,7.509845198914908870e+00,1.318869930835082638e-01,9.921365393745734673e-01
4.695652173913042589e+02,4.000000000000000000e+02,3.982111907917411653e+00,6.434557033349741495e-02,7.402640416181669458e+00,1.530183884301317965e-01,9.982801437432342606e-01
5.739130434782607608e+02,4.000000000000000000e+02,3.453322867621536396e+00,5.969780244241125466e-02,7.474435538396303258e+00,1.825917662605319181e-01,1.002858000755243673e+00
6.782608695652172628e+02,4.000000000000000000e+02,3.086183009807755173e+00,5.610729945367848304e-02,7.646833969954434096e+00,2.174290432514949800e-01,1.014210447609705135e+00
7.826086956521737648e+02,4.000000000000000000e+02,2.735346045055284225e+00,5.274526705750728212e-02,7.464222682554243704e+00,2.546529528636551354e-01,1.006561948553807317e+00
8.869565217391304941e+02,4.000000000000000000e+02,2.399630018493390526e+00,5.203262699848135858e-02,6.822952661407017949e+00,3.078679064371392382e-01,9.899371477057392621e-01
9.913043478260869961e+02,4.000000000000000000e+02,2.284545118026496180e+00,4.855961945789012690e-02,7.103046230442540576e+00,3.468019703438732226e-01,1.002456589605368098e+00
1.095652173913043498e+03,4.000000000000000000e+02,2.135308019168444371e+00,5.226517905431796174e-02,6.901919603439811368e+00,4.444022219023102127e-01,9.989401115584157775e-01
1.200000000000000000e+03,4.000000000000000000e+02,1.926285903166499169e+00,4.841040438534786189e-02,5.762859031664991249e+00,4.841040438534784385e-01,9.897019977889570663e-01
-1.800000000000000000e+03,6.000000000000000000e+02,2.077010032037935439e+00,4.982753592153993383e-02,7.270100320379354386e+00,4.982753592153993383e-01,1.007554609077672580e+00
-1.643478260869565247e+03,6.000000000000000000e+02,2.191565844517541439e+00,4.981730084825685551e-02,7.380270640151035622e+00,4.235883160972764294e-01,1.002078834170509358e+00
-1.486956521739130494e+03,6.000000000000000000e+02,2.311129988262596413e+00,5.014877886537148777e-02,7.292909443584292717e+00,3.581513923504225372e-01,1.002587476259122923e+00
-1.330434782608695514e+03,6.000000000000000000e+02,2.374545550163396967e+00,4.882784910629528463e-02,6.674532272233330232e+00,2.889057990599323000e-01,9.904423260664368955e-01
-1.173913043478260988e+03,6.000000000000000000e+02,2.550708414573166660e+00,5.203767871727470185e-02,6.572796390963834057e+00,2.512367324081655751e-01,9.913648002154469285e-01
-1.017391304347826122e+03,6.000000000000000000e+02,2.846013488666047309e+00,5.301348446687485089e-02,6.716120324698294120e+00,2.054397791249404359e-01,9.909500390371324130e-01
-8.608695652173912549e+02,6.000000000000000000e+02,3.331126120320123007e+00,5.370421602634905395e-02,7.100684428502756163e+00,1.642597760503454463e-01,9.932016941817665145e-01
-7.043478260869565020e+02,6.000000000000000000e+02,3.776241026575759108e+00,6.610359136579060935e-02,6.913064671894715296e+00,1.571990887299897499e-01,9.947098052138085844e-01
-5.478260869565217490e+02,6.000000000000000000e+02,4.628854064989853079e+00,6.775181012664492630e-02,7.237218228809373599e+00,1.242329977747553965e-01,1.013987717900635799e+00
-3.913043478260869961e+02,6.000000000000000000e+02,5.414398879813446364e+00,7.896308062065174327e-02,7.079313337201019074e+00,1.125485118865244411e-01,9.873553810863174851e-01
-2.347826086956522431e+02,6.000000000000000000e+02,6.423978721432269445e+00,8.879812615345142324e-02,7.177933875375584805e+00,1.023948146570990009e-01,9.863904276124237924e-01
-7.826086956521749016e+01,6.000000000000000000e+02,7.090566986746844158e+00,9.990300539844791661e-02,7.185680602778454329e+00,1.016026784581568754e-01,1.000557017442389007e+00
7.826086956521749016e+01,6.000000000000000000e+02,7.088075541363556553e+00,9.430744152444030248e-02,7.183146769855564884e+00,9.591191595491284361e-02,9.952969254766520502e-01
2.347826086956522431e+02,6.000000000000000000e+02,6.536460735919112253e+00,8.577971450176320733e-02,7.307639033857577182e+00,9.891422655212771253e-02,1.003858173166267020e+00
3.913043478260869961e+02,6.000000000000000000e+02,5.531886231430322987e+00,7.686699324882238782e-02,7.246771679581216929e+00,1.095608939690209671e-01,9.957510954323947061e-01
5.478260869565215216e+02,6.000000000000000000e+02,4.616406798725291694e+00,6.521716369677066361e-02,7.214394319023690549e+00,1.195853474212996703e-01,9.994275223288520138e-01
7.043478260869565020e+02,6.000000000000000000e+02,4.027497923871139918e+00,6.365774804841548007e-02,7.510571622362747668e+00,1.513826976274227909e-01,1.008818988359070135e+00
8.608695652173914823e+02,6.000000000000000000e+02,3.383182367985152705e+00,5.929600782220696698e-02,7.259903726654023615e+00,1.813628367794535567e-01,1.002033768427208704e+00
1.017391304347826008e+03,6.000000000000000000e+02,2.912348503701097435e+00,5.725114102032100027e-02,6.973184182584593493e+00,2.218616996061588686e-01,9.921201001856121415e-01
1.173913043478260988e+03,6.000000000000000000e+02,2.669363583406900275e+00,5.366646810860508515e-02,7.145660854482464686e+00,2.591004906415451670e-01,1.000144690876888731e+00
1.330434782608695514e+03,6.000000000000000000e+02,2.399900736328472561e+00,5.097057926465052569e-02,6.824554451244079445e+00,3.015839567076674665e-01,9.898476808266206683e-01
1.486956521739130494e+03,6.000000000000000000e+02,2.245721473524932232e+00,5.329579906584825527e-02,6.825776421506986935e+00,3.806267086404059863e-01,1.001749519877659145e+00
1.643478260869565020e+03,6.000000000000000000e+02,2.204255159255383401e+00,5.006273212604079453e-02,7.488165796466372370e+00,4.256751778883391402e-01,1.009337834343154494e+00
1.800000000000000000e+03,6.000000000000000000e+02,2.096957130708769323e+00,5.050441124074852434e-02,7.469571307087692347e+00,5.050441124074852572e-01,1.008904905127556706e+00
-2.000000000000000000e+03,1.000000000000000000e+03,2.609227305702556343e+00,5.325462480587443703e-02,7.046136528512781716e+00,2.662731240293721435e-01,1.004311871507076459e+00
-1.826086956521739012e+03,1.000000000000000000e+03,2.775954833830112989e+00,5.379182031857477481e-02,7.030745621876085316e+00,2.331656786209677368e-01,1.002138877139149287e+00
-1.652173913043478251e+03,1.000000000000000000e+03,3.052987776216642857e+00,5.623230908406343098e-02,7.292145335492321578e+00,2.097284420091818646e-01,1.008732233306837367e+00
-1.478260869565217490e+03,1.000000000000000000e+03,3.210171070279848493e+00,6.025141741952219632e-02,6.947331291912181683e+00,1.919161405517861851e-01,9.922078428790515048e-01
-1.304347826086956502e+03,1.000000000000000000e+03,3.634031528130921451e+00,5.957797366405304107e-02,7.264708986198652241e+00,1.609393655310619731e-01,1.010720321865889115e+00
-1.130434782608695514e+03,1.000000000000000000e+03,3.902755994642395532e+00,6.573172186630590885e-02,6.973196547342316975e+00,1.497291585045342488e-01,9.942803590368766153e-01
-9.565217391304347530e+02,1.000000000000000000e+03,4.287157584744711869e+00,6.649959676761772742e-02,6.837222369274845946e+00,1.273423280257027501e-01,9.913580808345540119e-01
-7.826086956521739921e+02,1.000000000000000000e+03,5.143039810382679100e+00,7.099788137386016385e-02,7.374315611070747956e+00,1.144824060716497643e-01,1.018289142408180803e+00
-6.086956521739130039e+02,1.000000000000000000e+03,5.423583380967309964e+00,7.833977727054437790e-02,6.877311817015690387e+00,1.073654792460201762e-01,9.868343771675800458e-01
-4.347826086956520157e+02,1.000000000000000000e+03,6.152036943059943752e+00,8.082306248003835736e-02,7.031439011691311691e+00,9.610152419649170552e-02,1.012510323435427351e+00
-2.608695652173912549e+02,1.000000000000000000e+03,6.871413867256629615e+00,8.860682720812498858e-02,7.236954319470691566e+00,9.463678142266657156e-02,1.004408739960187980e+00
-8.695652173913049410e+01,1.000000000000000000e+03,7.072871482621450490e+00,9.410408393228220092e-02,7.115010397423881194e+00,9.481564600360381512e-02,9.964075463005349631e-01
8.695652173913049410e+01,1.000000000000000000e+03,7.087250284167044612e+00,9.551428589037534722e-02,7.129497923366796108e+00,9.623651111449917084e-02,9.987490264872701529e-01
