offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-1.800000000000000000e+03,6.000000000000000000e+02,-7.799856755065320613e+00,-7.799856755065320613e+00,-4.955758507789196301e+02,-4.955758507789196301e+02,-2.054647741529939786e+00,-4.922918715904996247e+02,-6.725000047410730986e+00,-6.725000047410730986e+00,-2.049999905177415371e+00
1.999999999999999773e+03,9.999999999999998863e+02,-7.519475127839200468e+00,-7.519475127839200468e+00,-4.955278800868659346e+02,-4.955278800868659346e+02,-4.924003553291589128e+02,-6.450000053944449974e+00,-6.450000053944449974e+00,-2.602868641432092733e+00,-2.599999892112907496e+00
1.826086956521739012e+03,9.999999999999998863e+02,-2.772688411863214242e+00,-4.925205612640451136e+02,-4.954698080731877781e+02,-4.954698080731877781e+02,-7.432534288856814442e+00,-7.432534288856814442e+00,-6.365569189792040561e+00,-6.365569189792040561e+00,-2.768861620416322111e+00
1.652173913043478251e+03,9.999999999999998863e+02,-7.326387869571249212e+00,-7.326387869571249212e+00,-4.954000926676956169e+02,-4.954000926676956169e+02,-4.926651376215417599e+02,-6.262671140439124429e+00,-6.262671140439124429e+00,-2.979835703925754586e+00,-2.974657719119029320e+00
1.478260869565217490e+03,9.999999999999998863e+02,-7.196058832071287270e+00,-7.196058832071287270e+00,-4.953159009748355857e+02,-4.953159009748355857e+02,-4.928401995181214943e+02,-6.136646982022739394e+00,-6.136646982022739394e+00,-3.233815268063843451e+00,-3.226706035949459928e+00
1.304347826086956502e+03,9.999999999999998863e+02,-7.035523042024806273e+00,-7.035523042024806273e+00,-4.952137697195976216e+02,-4.952137697195976216e+02,-3.545940430622922523e+00,-4.930534084461346538e+02,-5.981980520419710956e+00,-5.981980520419710956e+00,-3.536038959157823403e+00
1.130434782608695514e+03,9.999999999999998863e+02,-6.837997620091982753e+00,-6.837997620091982753e+00,-4.950896701691040107e+02,-4.950896701691040107e+02,-3.928492224703781677e+00,-4.933141065969060719e+02,-5.792738717017982708e+00,-5.792738717017982708e+00,-3.914522565962246237e+00
9.565217391304347530e+02,9.999999999999998863e+02,-6.596975784236292384e+00,-6.596975784236292384e+00,-4.949394259420773778e+02,-4.949394259420773778e+02,-4.392061722568890936e+00,-4.936330692248026253e+02,-5.563919183498910570e+00,-5.563919183498910570e+00,-4.372161633002507486e+00
7.826086956521739921e+02,9.999999999999998863e+02,-6.308631516167793052e+00,-6.308631516167793052e+00,-4.947600070446396785e+02,-4.947600070446396785e+02,-4.940213121783476709e+02,-5.294548768741378808e+00,-5.294548768741378808e+00,-4.939345100037281888e+00,-4.910902462517157119e+00
6.086956521739130039e+02,9.999999999999998863e+02,-5.975899997034957778e+00,-5.975899997034957778e+00,-4.945528939706189249e+02,-4.945528939706189249e+02,-4.944868929569211105e+02,-5.553453507771837216e+00,-5.513103284292379058e+00,-4.993448357854276765e+00,-4.993448357854276765e+00
4.347826086956519589e+02,9.999999999999998863e+02,-5.611939961333973770e+00,-5.611939961333973770e+00,-4.943322565927273899e+02,-4.943322565927273899e+02,-4.950280666856531298e+02,-6.181474606224390378e+00,-6.125596109077710238e+00,-4.687201945461197283e+00,-4.687201945461197283e+00
2.608695652173912549e+02,9.999999999999998863e+02,-5.232294562180868525e+00,-5.232294562180868525e+00,-4.941443073928583090e+02,-4.941443073928583090e+02,-4.956213380943784159e+02,-6.723392395544160571e+00,-6.649557507124981726e+00,-4.425221246437104128e+00,-4.425221246437104128e+00
8.695652173913049410e+01,9.999999999999998863e+02,-7.049387983049882678e+00,-4.962063879459487339e+02,-4.816638689853107280e+00,-4.816638689853107280e+00,-4.941044405456484583e+02,-4.941044405456484583e+02,-6.958724202392794211e+00,-4.270637898803443022e+00,-4.270637898803443022e+00
