Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
512.0,200.0,8.1413263258051,0.42463824011047924,50.11637357832892,3.207547410498517,7.5729844879747255,45.82334667209341,0.5683418378303742,4.293026906235511
576.0,200.0,6.257115396804478,0.3512323770084671,43.75338544627715,3.264494204867496,5.466680212082565,36.4067646653978,0.7904351847219129,7.3466207808793484
640.0,200.0,4.932767849702455,0.3326231354032036,37.66314038647981,3.7386840419320087,4.150762829737327,28.873403962071773,0.7820050199651281,8.789736424408037
704.0,200.0,3.892620971791168,0.32313169285448695,30.60853586521977,4.326862619998722,3.3602680761134107,23.48011765093633,0.5323528956777572,7.1284182142834425
448.0,200.0,10.24066080429186,0.43342764674918455,52.91142703626056,2.608194207077893,10.458769599752332,54.2239185238235,-0.21810879546047168,-1.3124914875629372
384.0,200.0,11.516017115666559,0.4297282483297231,47.56744132295648,2.0138784629724142,13.30831731019852,55.96687695461106,-1.7923001945319612,-8.399435631654576
192.0,200.0,14.473454103723768,0.4613822083789029,26.21188408373978,0.8865920516209,17.114941825973183,31.287766890814257,-2.6414877222494155,-5.075882807074478
128.0,200.0,15.874592719466987,0.5830224808478304,21.66557908759363,0.8218284890031016,18.44711080645477,25.29180058301161,-2.572518086987783,-3.6262214954179797
320.0,200.0,12.098895141579181,0.5165353332121566,38.62677414297793,1.838865786235277,15.14124314504708,49.45753303532365,-3.0423480034678985,-10.83075889234572
256.0,200.0,13.159732533378252,0.48991232134316987,31.875651076997052,1.2925846686318192,16.150448279171975,39.76635550069921,-2.9907157457937235,-7.890704423702161
-704.0,200.0,2.138734788778267,0.3201522854520752,7.123298320203819,4.286967163117468,2.328565756815874,9.665210914614594,-0.18983096803760713,-2.5419125944107748
-640.0,200.0,2.4650075292905056,0.30860779372379055,9.925514385049503,3.4687516014554056,2.4626193181341396,9.89867089165195,0.0023882111563660047,0.02684349339755343
64.0,200.0,16.854160554052438,0.5312507336190455,18.402214892345647,0.5856508087416357,19.47440361471282,21.29077084241765,-2.620243060660382,-2.8885559500720035
10.0,200.0,16.578889017637653,0.5545276975757071,16.615995134165107,0.5559140168196465,18.941329852610956,18.984342071225843,-2.3624408349733024,-2.3683469370607355
-128.0,200.0,10.580792223518019,0.40844203842010296,14.203437908503966,0.5757398973569771,11.37346171646419,15.320784825760887,-0.7926694929461711,-1.1173469172569206
-192.0,200.0,8.074822922908933,0.3411682185887521,13.916274406685988,0.6555888488401462,8.11427103868817,13.99207790596737,-0.039448115779237014,-0.07580349928138297
-10.0,200.0,17.027061260259526,0.6013574606816112,17.06528780739353,0.6028608543333154,18.416259047206758,18.457958588808133,-1.389197786947232,-1.3926707814146013
-64.0,200.0,14.168082386944253,0.4763152179415928,15.441082320925585,0.5250898962588119,15.528103027344912,16.94036907490327,-1.3600206404006592,-1.4992867539776853
-384.0,200.0,3.781394340667171,0.305210842956011,11.31990515019935,1.4303400944290499,3.8095934631939334,11.452057518008768,-0.028199122526762377,-0.13215236780941808
-448.0,200.0,3.3809634730441314,0.34292948718387845,11.632512375744236,2.063612482077707,3.264975768211562,10.934544763143764,0.11598770483256926,0.6979676126004719
-256.0,200.0,5.856586130072576,0.35672229081041457,12.607029606515358,0.9411760920741977,5.982353106178431,12.938853196273046,-0.1257669761058553,-0.331823589757688
-320.0,200.0,4.375318304905646,0.3182254515812904,11.13084060442015,1.1328826076293936,4.648506363531776,12.103390093129171,-0.27318805862612994,-0.9725494887090207
-512.0,200.0,2.959116023499521,0.3029404888120586,10.972029838833487,2.2882912762907663,2.898914929315743,10.5172948538069,0.06020109418377784,0.4547349850265867
-576.0,200.0,2.4239896531695018,0.3315102106557582,8.126781534636237,3.081188501918878,2.644511950463523,10.176403974605787,-0.22052229729402129,-2.04962243996955
381.0,400.0,11.41383610335,0.4853262877249382,20.19371201838461,0.9256415955526864,11.653145368059146,20.650136109184032,-0.2393092647091457,-0.45642409079942325
254.0,400.0,13.65015330391179,0.4922369786234518,18.45405938045703,0.690719234328893,14.2020740183252,19.228528324939788,-0.5519207144134111,-0.7744689444827593
-1143.0,400.0,2.2773081116804996,0.3141117920010732,6.693642233313085,2.878930770426137,2.4983173723726786,8.719259791642994,-0.22100926069217897,-2.025617558329909
-1016.0,400.0,2.7509677894384654,0.3332035235166645,9.296279748986265,2.482899375836777,2.6946051791081724,8.87628812184905,0.056362610330292995,0.4199916271372146
-889.0,400.0,2.9326139816287604,0.3051504781331834,8.841110952270208,1.8124431720625311,2.9721076158381017,9.075683639491805,-0.039493634209341266,-0.23457268722159696
-762.0,400.0,3.3993892949931706,0.3088552791330103,9.434265126434466,1.4296988084886824,3.3780761346670958,9.335605974456058,0.021313160326074776,0.09865915197840813
127.0,400.0,14.166506599282009,0.46149905103511657,15.419534757799733,0.5080210397485253,15.373327771991367,16.748011047350523,-1.2068211727093576,-1.3284762895507907
10.0,400.0,14.215780374542813,0.5244800611109843,14.223579960772739,0.5248078611491787,14.69033422653727,14.698430408924693,-0.47455385199445743,-0.47485044815195465
-1397.0,400.0,1.9556808676127595,0.28792836824447904,4.629854327274419,3.7999508358772243,2.2485103544632783,8.494487951642775,-0.2928294868505188,-3.8646336243683557
-1270.0,400.0,2.1546277494672914,0.2947610941165336,6.370197370826311,3.2661371484950146,2.3554117812122772,8.595009932580595,-0.20078403174498582,-2.224812561754284
-508.0,400.0,5.35789701280441,0.35826798880896094,11.19894114705829,0.9361184279589337,4.955533110916683,10.147604507815847,0.4023639018877274,1.051336639242443
