offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
6.000000000000000000e+02,2.000000000000000000e+02,-7.959837236023304285e+00,-7.959837236023304285e+00,-4.959637793561111039e+02,-4.959637793561111039e+02,-2.063427771008190525e+00,-4.920686827447200926e+02,-6.725000426700262324e+00,-6.725000426700262324e+00,-2.049999146599614352e+00
5.478260869565217490e+02,2.000000000000000000e+02,-7.910631394411325346e+00,-7.910631394411325346e+00,-4.959492764881299536e+02,-4.959492764881299536e+02,-2.164578913957809991e+00,-4.920949490209601436e+02,-6.676579046651298199e+00,-6.676579046651298199e+00,-2.146841906697591451e+00
4.956521739130434980e+02,2.000000000000000000e+02,-7.848008875686332431e+00,-7.848008875686332431e+00,-4.959321102272265307e+02,-4.959321102272265307e+02,-2.293979335972455402e+00,-4.921251261582028178e+02,-6.614942531968381445e+00,-6.614942531968381445e+00,-2.270114936063337030e+00
4.434782608695652470e+02,2.000000000000000000e+02,-4.959116085075679621e+02,-4.959116085075679621e+02,-7.767022063908541440e+00,-7.767022063908541440e+00,-2.462328105712040305e+00,-4.921597544513354023e+02,-6.535224681260842772e+00,-6.535224681260842772e+00,-2.429550637478333996e+00
3.913043478260869961e+02,2.000000000000000000e+02,-7.660518908641506641e+00,-7.660518908641506641e+00,-4.958868831318505954e+02,-4.958868831318505954e+02,-2.685252335768927523e+00,-4.921992872832473722e+02,-6.430404709701633692e+00,-6.430404709701633692e+00,-2.639190580596218361e+00
3.391304347826086882e+02,2.000000000000000000e+02,-7.518160510381449058e+00,-7.518160510381449058e+00,-4.958567467533342779e+02,-4.958567467533342779e+02,-2.985635092647111577e+00,-4.922438940799206080e+02,-6.290367784703136067e+00,-6.290367784703136067e+00,-2.919264430593583981e+00
2.869565217391304373e+02,2.000000000000000000e+02,-7.325326209914294395e+00,-7.325326209914294395e+00,-4.958195951222787698e+02,-4.958195951222787698e+02,-3.396399981367597576e+00,-4.922931010542457102e+02,-6.100898718996745629e+00,-6.100898718996745629e+00,-3.298202562006969263e+00
2.347826086956521863e+02,2.000000000000000000e+02,-7.062853744918527354e+00,-7.062853744918527354e+00,-4.957732426199805786e+02,-4.957732426199805786e+02,-3.961880103650186502e+00,-4.923452708665508339e+02,-5.843604082009903777e+00,-5.843604082009903777e+00,-3.812791835979890465e+00
1.826086956521739069e+02,2.000000000000000000e+02,-4.957147037991575758e+02,-4.957147037991575758e+02,-6.711050010872227745e+00,-6.711050010872227745e+00,-4.730506204166661455e+00,-4.923973298757734938e+02,-5.500260970439001085e+00,-5.500260970439001085e+00,-4.499478059122168361e+00
1.304347826086956843e+02,2.000000000000000000e+02,-4.956399456024579990e+02,-4.956399456024579990e+02,-6.267081034001307671e+00,-6.267081034001307671e+00,-5.718673661472530867e+00,-4.924466167656093489e+02,-5.358748697571886765e+00,-5.070625651213958918e+00,-5.070625651213958918e+00
7.826086956521737648e+01,2.000000000000000000e+02,-4.955437711132669847e+02,-4.955437711132669847e+02,-5.787960203919510604e+00,-5.787960203919510604e+00,-6.816232348086058934e+00,-4.924996487175409925e+02,-4.615164632983351112e+00,-4.615164632983351112e+00,-6.269670734033265802e+00
2.608695652173912904e+01,2.000000000000000000e+02,-4.954205350870901157e+02,-4.954205350870901157e+02,-5.433472276336829054e+00,-5.433472276336829054e+00,-7.680261930518949676e+00,-4.925910670426268894e+02,-4.296003731725221542e+00,-4.296003731725221542e+00,-6.907992536549686591e+00
-2.608695652173912904e+01,2.000000000000000000e+02,-4.952685426538473621e+02,-4.952685426538473621e+02,-5.382634455376134497e+00,-5.382634455376134497e+00,-7.882585581124628149e+00,-4.927944039004285059e+02,-6.907992536549839357e+00,-4.296003731725164698e+00,-4.296003731725164698e+00
-7.826086956521737648e+01,2.000000000000000000e+02,-5.603742412051929023e+00,-5.603742412051929023e+00,-4.951080396091447255e+02,-4.951080396091447255e+02,-7.364184644250546086e+00,-4.931915950133554247e+02,-4.615164632983550064e+00,-4.615164632983550064e+00,-6.269670734033210735e+00
