r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.5,1.5,60.0,0.0,0.0,0.0,-5.1,0.0,0.0,0.0,0.0,7.0,7.0,0.00269215,1.5,7.0,0.0,0.0,auto,490.3264479,0.0,0.0
