offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-1.017391304347826122e+03,6.000000000000000000e+02,2.960345858080279502e+00,5.415026028888172277e-02,7.159185272333787431e+00,2.098450540495417349e-01,1.003958187013260117e+00
-8.608695652173912549e+02,6.000000000000000000e+02,3.253877439568866770e+00,5.848969491884539740e-02,6.864411525940312231e+00,1.788966472186991064e-01,9.851704151616097471e-01
-7.043478260869565020e+02,6.000000000000000000e+02,3.899631168121609814e+00,6.207941641627290341e-02,7.206495292054790447e+00,1.476293116288682483e-01,1.016702236383419278e+00
-5.478260869565217490e+02,6.000000000000000000e+02,4.558175460856249472e+00,6.501894369580343835e-02,7.107618519906546695e+00,1.192218816350271438e-01,1.001772588046758727e+00
-3.913043478260869961e+02,6.000000000000000000e+02,5.537532781454936881e+00,7.516661794960360909e-02,7.254819881317623675e+00,1.071372966616278566e-01,1.011598440333280280e+00
-2.347826086956522431e+02,6.000000000000000000e+02,6.389212229365115903e+00,9.012413527009370540e-02,7.137843969589264148e+00,1.039238610864974821e-01,9.956585694168121892e-01
-7.826086956521749016e+01,6.000000000000000000e+02,7.093999721810431147e+00,9.115803382210137251e-02,7.189171739761838431e+00,9.270892664705207564e-02,9.929909967149228578e-01
7.826086956521749016e+01,6.000000000000000000e+02,7.054485527278156809e+00,9.570272924191684794e-02,7.148985281050375562e+00,9.733094202675099393e-02,9.892236468883676137e-01
2.347826086956522431e+02,6.000000000000000000e+02,6.625561136482775559e+00,8.604511746911383541e-02,7.410382406908304631e+00,9.922026778101974975e-02,1.009742437400973802e+00
3.913043478260869961e+02,6.000000000000000000e+02,5.585091140996796710e+00,8.065209173384291219e-02,7.322606276581446139e+00,1.149559114694093942e-01,9.960837294282824939e-01
5.478260869565215216e+02,6.000000000000000000e+02,4.651812997176500986e+00,7.026707474607485349e-02,7.279316837922881867e+00,1.288451087026324937e-01,1.002680748514955145e+00
7.043478260869565020e+02,6.000000000000000000e+02,3.930572587656528061e+00,6.560149215314570181e-02,7.280076210343877641e+00,1.560050607347018559e-01,1.005033854952534611e+00
8.608695652173914823e+02,6.000000000000000000e+02,3.426230111567029279e+00,5.922090028768867143e-02,7.391569603998968674e+00,1.811331127891877557e-01,1.002720103910597071e+00
1.017391304347826008e+03,6.000000000000000000e+02,2.890944235263195772e+00,5.578021825208479001e-02,6.890237584668338577e+00,2.161615263077009685e-01,9.945742038015396025e-01
1.173913043478260988e+03,6.000000000000000000e+02,2.537712142053535125e+00,4.862478650337227759e-02,6.510050682050527726e+00,2.347593662185497310e-01,9.882235819031176538e-01
1.330434782608695514e+03,6.000000000000000000e+02,2.398885391362096442e+00,5.054167020058772386e-02,6.818546833579132382e+00,2.990461771792807255e-01,1.001591698094746352e+00
1.486956521739130494e+03,6.000000000000000000e+02,2.167244628898262526e+00,4.955066534949639084e-02,6.265312302415193102e+00,3.538797990366681079e-01,9.909487136931117712e-01
1.643478260869565020e+03,6.000000000000000000e+02,2.121108112889638520e+00,4.988575679917611749e-02,6.781180135685428212e+00,4.241703857895918195e-01,9.959050947933765219e-01
1.800000000000000000e+03,6.000000000000000000e+02,2.127331116477888084e+00,5.015115377056295065e-02,7.773311164778879956e+00,5.015115377056295065e-01,1.009569082929102857e+00
-2.000000000000000000e+03,1.000000000000000000e+03,2.652262609222104661e+00,5.285340409806571493e-02,7.261313046110523750e+00,2.642670204903285192e-01,1.008517497775737626e+00
-1.826086956521739012e+03,1.000000000000000000e+03,2.750369247466752043e+00,5.467227777674479178e-02,6.919842503669682010e+00,2.369821038602566710e-01,9.963136991365285633e-01
-1.652173913043478251e+03,1.000000000000000000e+03,3.021639928055288582e+00,5.499109109521035932e-02,7.175227935828139891e+00,2.050990977898867751e-01,1.006262680370057838e+00
-1.478260869565217490e+03,1.000000000000000000e+03,3.262704809281780971e+00,5.931869503149525547e-02,7.114664657164084360e+00,1.889451817165774816e-01,1.006525969180213531e+00
-1.304347826086956502e+03,1.000000000000000000e+03,3.611254329922216399e+00,6.089738241253856571e-02,7.203180411075326361e+00,1.645035150614699571e-01,1.006075510146546614e+00
-1.130434782608695514e+03,1.000000000000000000e+03,3.906115936106088871e+00,5.936714230235876771e-02,6.980850100203848996e+00,1.352313922010251468e-01,9.993551465779395571e-01
-9.565217391304347530e+02,1.000000000000000000e+03,4.353591649815423459e+00,6.411402553256437264e-02,6.964439208436719042e+00,1.227741169461015330e-01,1.000676845169724549e+00
-7.826086956521739921e+02,1.000000000000000000e+03,4.931610582884885297e+00,7.442314759707384375e-02,7.033390977695288093e+00,1.200055669192892083e-01,9.902429611720220404e-01
-6.086956521739130039e+02,1.000000000000000000e+03,5.608400071759336747e+00,8.198194575762299263e-02,7.130605013280755244e+00,1.123571090250976706e-01,1.000813831247484575e+00
-4.347826086956520157e+02,1.000000000000000000e+03,6.120546469853969995e+00,8.679378538753713956e-02,6.993995708011619072e+00,1.032009281829127378e-01,9.978943840980953883e-01
-2.608695652173912549e+02,1.000000000000000000e+03,6.696559963107421076e+00,9.105463117426353115e-02,7.050201094812273972e+00,9.725116562090528605e-02,9.924767769096031200e-01
-8.695652173913049410e+01,1.000000000000000000e+03,7.184897761071837863e+00,9.641390077447244134e-02,7.227883755484479700e+00,9.714292837957243243e-02,9.987950306148175583e-01
8.695652173913049410e+01,1.000000000000000000e+03,7.150712044996236472e+00,9.092799661579251125e-02,7.193439546281652497e+00,9.161554290400267253e-02,1.002874212535494136e+00
2.608695652173914823e+02,1.000000000000000000e+03,6.665833722288590835e+00,9.329068425615845428e-02,7.017383843276093991e+00,9.963938866678549722e-02,9.995568647985002553e-01
4.347826086956520157e+02,1.000000000000000000e+03,6.251749692984365225e+00,8.617802693473761155e-02,7.150001052716757677e+00,1.024687692664460054e-01,9.980074742627065287e-01
6.086956521739130039e+02,1.000000000000000000e+03,5.457984952156418323e+00,8.095570094383899851e-02,6.924459528002653741e+00,1.109506298379645955e-01,9.968750652780469235e-01
7.826086956521739921e+02,1.000000000000000000e+03,4.928750879598156054e+00,7.277252061054302612e-02,7.028779773718766499e+00,1.173439699069814823e-01,9.931958258230196845e-01
9.565217391304349803e+02,1.000000000000000000e+03,4.543068822584054089e+00,6.607232331511625478e-02,7.327275457991772711e+00,1.265241276336725729e-01,1.007581429117282434e+00
1.130434782608695969e+03,1.000000000000000000e+03,4.002790808547360690e+00,6.266150874616213673e-02,7.201064129110718248e+00,1.427355728527890388e-01,1.005036620424350602e+00
1.304347826086956502e+03,1.000000000000000000e+03,3.528839012530753383e+00,6.026382849922636703e-02,6.980549997932792294e+00,1.627920811444129867e-01,1.002597112945923685e+00
1.478260869565217490e+03,1.000000000000000000e+03,3.194854241097177194e+00,5.864701033671686214e-02,6.898543282133729804e+00,1.868056945507899913e-01,9.948910218185924581e-01
1.652173913043478478e+03,1.000000000000000000e+03,2.930351786544249215e+00,5.793809047172003568e-02,6.834752504445756216e+00,2.160904584134285267e-01,9.907024351574609256e-01
1.826086956521739012e+03,1.000000000000000000e+03,2.831714212867895153e+00,5.097776621783029621e-02,7.272439867875394093e+00,2.209678978024288143e-01,1.009273469883814389e+00
2.000000000000000000e+03,1.000000000000000000e+03,2.599406455571723118e+00,5.341759640271143833e-02,6.997032277858616034e+00,2.670879820135571570e-01,9.958832682025419158e-01
