offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-6.000000000000000000e+02,2.000000000000000000e+02,2.029602840573708988e+00,5.029727013511477857e-02,6.796028405737089884e+00,5.029727013511475775e-01,9.987275752407204221e-01
-5.478260869565217490e+02,2.000000000000000000e+02,2.181772701348683174e+00,4.932913463116061353e-02,7.297001154378779830e+00,4.194375190377322427e-01,1.002722845326313950e+00
-4.956521739130434980e+02,2.000000000000000000e+02,2.302659060165592297e+00,5.254276719983284882e-02,7.232411964660887094e+00,3.752487230264055507e-01,1.000965326662909272e+00
-4.434782608695652470e+02,2.000000000000000000e+02,2.521439027260498289e+00,5.238114575975193893e-02,7.543675151843779680e+00,3.099300306767931446e-01,1.009414069326630914e+00
-3.913043478260869961e+02,2.000000000000000000e+02,2.619259853223904422e+00,5.477534172852489835e-02,6.903761181727510632e+00,2.644541073244850438e-01,9.913467017242685309e-01
-3.391304347826086882e+02,2.000000000000000000e+02,3.011626224190359302e+00,5.815915730000527362e-02,7.357908808299124637e+00,2.253804772495478226e-01,1.001234429299612927e+00
-2.869565217391304373e+02,2.000000000000000000e+02,3.379778011553954187e+00,5.885909635629173187e-02,7.249491158212281405e+00,1.800264988742532879e-01,9.955443055480490688e-01
-2.347826086956521863e+02,2.000000000000000000e+02,4.052275073258192251e+00,6.245464786980509109e-02,7.569493463438194958e+00,1.485216389796120695e-01,1.013916580484551355e+00
-1.826086956521739353e+02,2.000000000000000000e+02,4.761441621474607366e+00,7.010477923334396122e-02,7.480337188715255436e+00,1.285475157964908743e-01,1.012457540860928651e+00
-1.304347826086956843e+02,2.000000000000000000e+02,5.725733916630068698e+00,8.283999741535613692e-02,7.523068758296922454e+00,1.180744008528894912e-01,9.932173298492218416e-01
-7.826086956521737648e+01,2.000000000000000000e+02,6.844331936824009865e+00,9.000094388045183635e-02,7.662651193691202955e+00,1.037818067430541086e-01,1.002194323444663748e+00
-2.608695652173912549e+01,2.000000000000000000e+02,7.631503710259488038e+00,1.062030190177674221e-01,7.735820408543674809e+00,1.080098756740243277e-01,9.910320666577142612e-01
2.608695652173912549e+01,2.000000000000000000e+02,7.922476245255809957e+00,1.066889766677715512e-01,8.031743326933129978e+00,1.085041010345200174e-01,1.000689010797939593e+00
7.826086956521737648e+01,2.000000000000000000e+02,7.343199420518360832e+00,1.034709381512272514e-01,8.237904813830246198e+00,1.193143143142696289e-01,1.002634379118562347e+00
1.304347826086956275e+02,2.000000000000000000e+02,6.536637727339116744e+00,8.825968086265617574e-02,8.678874945961613463e+00,1.257992426662433716e-01,9.952284756210161287e-01
1.826086956521738784e+02,2.000000000000000000e+02,5.661908321529964816e+00,8.279014164128384312e-02,9.131476506397097737e+00,1.518080101929022707e-01,1.004287355994126107e+00
2.347826086956521294e+02,2.000000000000000000e+02,4.778275504192294854e+00,7.125321944806090046e-02,9.295974639459178235e+00,1.694452742262014810e-01,1.000812598586719115e+00
2.869565217391303804e+02,2.000000000000000000e+02,4.199135098023424106e+00,6.510361230368620633e-02,9.755577672215309804e+00,1.991259824335808171e-01,1.003764439685379761e+00
3.391304347826086314e+02,2.000000000000000000e+02,3.654713757993431678e+00,6.053297840468995633e-02,9.850024960087962356e+00,2.345795949520120272e-01,9.979092745231725736e-01
3.913043478260868824e+02,2.000000000000000000e+02,3.192499956421634533e+00,5.482585205917012150e-02,9.671351396409930246e+00,2.646979700550480818e-01,9.992089191883626320e-01
4.434782608695652470e+02,2.000000000000000000e+02,2.700354826495088734e+00,5.335278625196276242e-02,8.602288481908558992e+00,3.156790566514999230e-01,9.919923025090238156e-01
4.956521739130434980e+02,2.000000000000000000e+02,2.536534642734229017e+00,5.142007014270516541e-02,8.902699206521585751e+00,3.672306710758793113e-01,1.005885709842299525e+00
5.478260869565217490e+02,2.000000000000000000e+02,2.345953433823927625e+00,5.114244801350559255e-02,8.693002921247678927e+00,4.348558245080303419e-01,1.002383506032964666e+00
6.000000000000000000e+02,2.000000000000000000e+02,2.137916501510873424e+00,5.101890111056894828e-02,7.879165015108732462e+00,5.101890111056892607e-01,9.981527029751818825e-01
-1.200000000000000000e+03,4.000000000000000000e+02,2.012876791056952719e+00,4.966019456123791503e-02,6.628767910569528965e+00,4.966019456123789699e-01,9.940800813626229360e-01
-1.095652173913043498e+03,4.000000000000000000e+02,2.149831644958033916e+00,5.080136972154834091e-02,7.025411604955070999e+00,4.319556918856792826e-01,9.971850189825997024e-01
-9.913043478260869961e+02,4.000000000000000000e+02,2.367648831263342579e+00,5.016422941636184546e-02,7.696554413067882905e+00,3.582617367391589536e-01,1.010362805180021750e+00
-8.869565217391304941e+02,4.000000000000000000e+02,2.479137002629640207e+00,5.131490475374191063e-02,7.293381508942862190e+00,3.036212700930286945e-01,1.001493753719624236e+00
-7.826086956521739921e+02,4.000000000000000000e+02,2.683452184731003332e+00,5.602473721483821473e-02,7.213680302085034413e+00,2.704861603907312007e-01,9.988145437474941213e-01
-6.782608695652173765e+02,4.000000000000000000e+02,2.910686004592633935e+00,5.608505991263205981e-02,6.966741605699243500e+00,2.173428597748501279e-01,9.986000409539055322e-01
-5.739130434782608745e+02,4.000000000000000000e+02,3.252235432992603759e+00,5.938390438603188132e-02,6.859389282763764584e+00,1.816316773092619130e-01,9.929186326027545917e-01
-4.695652173913043725e+02,4.000000000000000000e+02,4.013393019937476325e+00,6.635501488605895226e-02,7.477029147601785830e+00,1.577969919218566164e-01,1.005004834694088300e+00
-3.652173913043478706e+02,4.000000000000000000e+02,4.498164247199595067e+00,6.547733041922680630e-02,6.997579054411357191e+00,1.200624017138941790e-01,9.911204084514215751e-01
-2.608695652173913686e+02,4.000000000000000000e+02,5.525855509919000319e+00,7.725390976273499577e-02,7.238175906387384728e+00,1.101123779983028267e-01,1.008310273442072136e+00
-1.565217391304347530e+02,4.000000000000000000e+02,6.702323529743621222e+00,8.776150815910746528e-02,7.498898588173174673e+00,1.011994706560596646e-01,9.994587680962846443e-01
-5.217391304347825098e+01,4.000000000000000000e+02,7.277628685495997729e+00,1.011169029183039553e-01,7.375924825702923293e+00,1.028372282987665837e-01,9.882316473136375512e-01
5.217391304347825098e+01,4.000000000000000000e+02,7.286482511968498166e+00,9.693277119727046476e-02,7.384929284383840553e+00,9.858191097189321350e-02,9.998829246191447417e-01
1.565217391304347530e+02,4.000000000000000000e+02,6.830716305095608121e+00,9.472963540145129535e-02,7.646950748786997210e+00,1.092345512190648349e-01,1.005585247881770172e+00
2.608695652173912549e+02,4.000000000000000000e+02,5.792133935029171177e+00,8.043855626148112281e-02,7.617710750495263916e+00,1.146515527810146734e-01,9.924987363302675281e-01
3.652173913043477569e+02,4.000000000000000000e+02,4.872957181185967102e+00,7.666974092842938904e-02,7.684817515596194859e+00,1.405853472600689658e-01,9.955743077608908420e-01
4.695652173913042589e+02,4.000000000000000000e+02,4.079794067111222056e+00,6.411408088855731491e-02,7.634935607610427333e+00,1.524678899013328370e-01,9.970850211988275813e-01
5.739130434782607608e+02,4.000000000000000000e+02,3.414882433507638204e+00,6.087886433018546706e-02,7.356861583015797734e+00,1.862041634900568066e-01,9.941285116072698935e-01
6.782608695652172628e+02,4.000000000000000000e+02,3.057612007565785106e+00,5.385130361261316473e-02,7.536114585084796147e+00,2.086865262870641613e-01,1.004685431466014300e+00
7.826086956521737648e+02,4.000000000000000000e+02,2.679187804795533978e+00,5.321106861516039510e-02,7.193091972491101771e+00,2.569018322176174207e-01,9.965925410636624626e-01
8.869565217391304941e+02,4.000000000000000000e+02,2.469680523978400100e+00,5.225536549950093174e-02,7.237429187244598161e+00,3.091858109894856654e-01,9.982781653888068707e-01
9.913043478260869961e+02,4.000000000000000000e+02,2.190412221846696372e+00,4.960749460007234796e-02,6.430770083434442341e+00,3.542856608678135455e-01,9.914728801769465694e-01
1.095652173913043498e+03,4.000000000000000000e+02,2.212993151238398681e+00,4.595026496569498686e-02,7.562463505236888039e+00,3.907075459653988059e-01,1.014194210363543514e+00
1.200000000000000000e+03,4.000000000000000000e+02,2.065866617277172246e+00,4.889287634494877272e-02,7.158666172771724234e+00,4.889287634494875467e-01,1.000020084373967943e+00
-1.800000000000000000e+03,6.000000000000000000e+02,1.999893088347131975e+00,5.160933242465227250e-02,6.498930883471318865e+00,5.160933242465227666e-01,9.936204292501720214e-01
-1.643478260869565247e+03,6.000000000000000000e+02,2.093685162339712580e+00,4.919840416767673474e-02,6.548007297172066643e+00,4.183259394068239434e-01,1.000394766723092355e+00
-1.486956521739130494e+03,6.000000000000000000e+02,2.251139937667647306e+00,5.242365295283560322e-02,6.864473883758737571e+00,3.743980356442588864e-01,1.003643575538666566e+00
-1.330434782608695514e+03,6.000000000000000000e+02,2.467690739702783631e+00,5.065684941452777007e-02,7.225655983496618973e+00,2.997276723392662823e-01,1.012593478361098587e+00
-1.173913043478260988e+03,6.000000000000000000e+02,2.721935987101325338e+00,5.420020361240690532e-02,7.399479226950445465e+00,2.616773535464787526e-01,1.000648661526456928e+00
