4.473379505291819221e-03,-9.610186382777144616e-05,-3.575050827536062348e-02,3.041590674824791040e-04,3.775062037180620868e-05,6.923452572328631018e-05,2.323162651171792033e-05,1.314771786209484761e+00,-4.506396228348379454e-03,-1.685519918061830456e-04,1.998515176970163266e-04,-3.033956865998747518e-03,-2.826220968791228394e-04
-9.610186382778773630e-05,8.850046676064159401e-01,2.445732596271473110e-03,-1.242028503417470092e-03,-1.938190264326022233e-03,9.904585572153032456e-04,-9.486596124562425667e-05,-5.368848765474460549e+00,7.019092196166628727e-04,6.882792607955134142e-04,-8.160903552388365035e-04,1.733837532331850700e-04,3.222153736771066201e-03
-3.575050827536013776e-02,2.445732596271019046e-03,1.626676554147769593e+01,-7.740658881772381761e-03,-9.607297829129756708e-04,-1.761975570549626467e-03,-5.912304294735893848e-04,-3.346012331199978718e+01,3.535048890972886451e-03,4.289543242008190226e-03,-5.086096687175858770e-03,1.086226709608312802e-01,7.192556389983440629e-03
3.041590674824782366e-04,-1.242028503417182779e-03,-7.740658881772932536e-03,7.331084112876889991e-01,4.878921662486528348e-04,8.947927849036781253e-04,-7.583166807353873659e-05,1.699222022256938658e+01,-2.221518347225458906e-03,-5.547506037709155902e-03,-7.583542051957616785e-04,-5.487535683443368938e-04,-3.652631551958990599e-03
3.775062037180624256e-05,-1.938190264326021582e-03,-9.607297829129662382e-04,4.878921662486319639e-04,3.975061017049062143e-04,5.469234033328261710e-04,3.726513458269364577e-05,2.108984815760188258e+00,-2.757231486447201925e-04,-2.703690443572831048e-04,3.205756471583430002e-04,-6.810840067240342389e-05,-6.263915837497521094e-04
6.923452572328628307e-05,9.904585572153023782e-04,-1.761975570549609120e-03,8.947927849036980746e-04,5.469234033328260625e-04,1.179663655004080207e-02,6.834414622690824874e-05,3.867871892929702682e+00,-5.056754363063457880e-04,-4.958560249334262315e-04,5.879347854643348758e-04,-1.249106046968995903e-04,2.188846840633318965e-03
2.323162651171793388e-05,-9.486596124561287255e-05,-5.912304294736015278e-04,-7.583166807357932641e-05,3.726513458269357801e-05,6.834414622690828940e-05,4.441492016597102174e-04,1.297863374855068752e+00,-1.696792568403175140e-04,-4.050260650934915316e-04,8.953213660760750816e-04,-4.191371985805625116e-05,-2.789874808020195805e-04
1.314771786209484761e+00,-5.368848765473325457e+00,-3.346012331199988665e+01,1.699222022256892828e+01,2.108984815760185594e+00,3.867871892929706235e+00,1.297863374855069640e+00,7.345134215003719146e+04,-9.602836008323254902e+00,-9.416364231483171920e+00,1.116495072341694161e+01,-2.372067074023630706e+00,-1.578903088335811056e+01
-4.506396228348379454e-03,7.019092196166624390e-04,3.535048890974053053e-03,-2.221518347225474518e-03,-2.757231486447201383e-04,-5.056754363063467638e-04,-1.696792568403175682e-04,-9.602836008323256678e+00,3.967703509813252233e-02,1.231070785947890878e-03,-1.459676402086393940e-03,-4.556528108532999222e-02,2.064216525731142008e-03
-1.685519918061832354e-04,6.882792607952368342e-04,4.289543242008308187e-03,-5.547506037709187127e-03,-2.703690443572825627e-04,-4.958560249334252558e-04,-4.050260650934918026e-04,-9.416364231483173697e+00,1.231070785947891095e-03,3.769826961801692970e-03,8.661732311376815069e-03,3.040958394591261756e-04,2.024132729339938805e-03
1.998515176970163266e-04,-8.160903552387588746e-04,-5.086096687175971527e-03,-7.583542051952872317e-04,3.205756471583424581e-04,5.879347854643348758e-04,8.953213660760734553e-04,1.116495072341693451e+01,-1.459676402086392856e-03,8.661732311376815069e-03,8.280919694947976029e-02,-3.605653922567595999e-04,-2.400007224144538008e-03
-3.033956865998745350e-03,1.733837532332315552e-04,1.086226709608310165e-01,-5.487535683443435074e-04,-6.810840067240334257e-05,-1.249106046968995903e-04,-4.191371985805621728e-05,-2.372067074023627598e+00,-4.556528108532998528e-02,3.040958394591257961e-04,-3.605653922567594915e-04,1.425642396445557791e-01,5.098972897275640299e-04
-2.826220968791234899e-04,3.222153736770842422e-03,7.192556389983805788e-03,-3.652631551959015753e-03,-6.263915837497516757e-04,2.188846840633318098e-03,-2.789874808020196347e-04,-1.578903088335811056e+01,2.064216525731142442e-03,2.024132729339938371e-03,-2.400007224144539309e-03,5.098972897275647889e-04,5.354753638419145097e-03
