Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U38N3_25C_pH6.0,1,1651,1610,41,3117.2161671932777,1.9361591100579365,-2.579528305233689,-2.670740648623733,1131.3082135815143,1353.0828077822396,3117.216167193277,870.8455140962408,1.391459345456394
