Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A35C8_25C_pH7.0,1,1651,1610,41,3117.2161671932777,1.9361591100579365,0.23957294380793837,0.2201959958254185,1131.3082135815143,1353.0828077822396,3117.216167193277,4099.296759380376,1.391459345456394
