Folder,Offset,SLP,R1p,R1p_err,RedChiSq
1469,1719,600,5.936888198356109,0.4361300400233628,1.5867401028345658
1468,1528,600,7.091650455307026,0.44934810263285785,2.5732428714926585
1465,955,600,14.60442017186304,0.5639494932261536,0.815821745412271
1464,764,600,19.469155366771187,0.5704798131845492,0.9362851221734639
1467,1337,600,8.38028735944624,0.5469207846552654,1.0444350691566744
1466,1146,600,10.689317828299746,0.5256282957980507,0.43396790032934085
1461,191,600,43.14454044034351,1.0396501405296699,1.3206141572935872
1460,10,600,46.34495270852815,1.1088657915843174,3.0377531444613575
1463,573,600,26.096845561291882,0.7141900422427355,0.13891913090582217
1462,382,600,35.14048325003458,0.944325189744868,0.997185394725837
1418,384,200,17.611368870872834,0.5405134868451825,0.4230729183707557
1419,448,200,15.394954043898945,0.5530624963167563,2.8335138772020056
1410,-640,200,4.827804143809131,0.4838658086077695,1.0516752691105822
1411,-704,200,4.454891319176695,0.45792248808087266,1.880104558520802
1412,10,200,49.24729792965286,1.1887517469841509,1.0559564654326437
1413,64,200,45.57517309147961,1.0977642180562814,1.5329099274424927
1414,128,200,37.35106269474642,0.877346018008787,0.46459269652812046
1415,192,200,28.781213175641557,0.7725990898025812,0.6467190383310246
1416,256,200,23.791898765667977,0.6878634279924929,2.239727643405134
1417,320,200,19.963997221414974,0.6473219062286758,1.2842793175241247
1483,-4202,1200,3.8123008943100327,0.49968080859099745,1.193530837297203
1482,-3820,1200,4.382983994382187,0.45812527378137635,1.2362042642755888
1481,-3438,1200,4.86364099569763,0.43892145552249834,1.5424367766181961
1480,-3056,1200,5.535651704050114,0.44943576453063383,3.260702985984748
1487,1146,1200,22.430957865190578,0.7272854620464221,0.7604179865839259
1486,764,1200,29.449339129529637,0.7729141293020304,4.159240581189952
1485,382,1200,38.478168551410654,0.9216580838646701,2.332040657887378
1484,10,1200,41.97611962057885,1.1465452931316156,2.23946395513707
1409,-576,200,5.278044920802697,0.47015292102279677,0.3586574687746658
1408,-512,200,6.455243839783587,0.4777873319548806,0.8438801603914085
1403,-192,200,22.38113104468314,0.7127157997330045,1.5150437758381166
1402,-128,200,30.799867964094286,0.7707305858900554,0.3444268369362913
1401,-64,200,42.23652741644388,0.9944058576240666,0.54341123710504
1400,-10,200,48.65030835567036,1.177696792814784,5.302606686213948
1407,-448,200,8.05541274772688,0.4643942995250707,0.4092609545598181
1406,-384,200,9.92339071963225,0.48133870613690966,0.5262026118795881
1405,-320,200,12.684111816810423,0.569403440466243,1.3869509356359124
1404,-256,200,17.179003750464403,0.6224353178116724,0.19278233767509978
1436,10,400,46.99950957092433,1.0997144450927545,1.1263774250052905
1437,127,400,44.03717295341741,1.1063327409274748,0.5794888376575045
1434,-1270,400,4.826443049711266,0.47286119491322687,0.7739040237430682
1435,-1397,400,4.518602195283353,0.4425014916671535,0.5625155548089752
1432,-1016,400,6.2104071745793235,0.4511787597720924,0.8371024730741389
1433,-1143,400,5.260752269203276,0.424678717524596,3.687182655188972
1430,-762,400,9.932339642488822,0.4865621627321816,2.75739807535257
1431,-889,400,8.306713414340829,0.4865852526026557,0.23276955613171676
1438,254,400,36.679714615965665,0.9830718283075255,1.2459936282260384
1439,381,400,29.14670642557116,0.7812970776133302,0.4666298162655604
1421,576,200,12.56186674531301,0.5919376564807602,2.401464741083604
1420,512,200,13.75549552997658,0.566745954278088,1.0447016161251301
1423,704,200,8.603074599651338,0.47607097197894577,1.1959979865034276
1422,640,200,10.541556806277185,0.46016055336362766,1.2836947639168461
1425,-127,400,40.5106266867285,0.8960575730485265,1.4637715208718671
1424,-10,400,47.55198951408964,1.180968560609938,0.20981724200635923
1427,-381,400,21.707832243319466,0.6614786886961351,0.36654626206139734
1426,-254,400,30.69983026692891,0.8212403689557929,1.2768764900723415
1429,-635,400,12.717700904742246,0.5333955906784016,2.2615780195151536
1428,-508,400,15.932807273674781,0.5601954896022543,0.24263658732700022
1454,-1146,600,9.35519980760141,0.49638444482496225,0.20381728200506852
1455,-1337,600,7.376700885334513,0.5294540371950632,0.5142943361233546
1456,-1528,600,5.921510142176818,0.4780155280572433,1.024582937524385
1457,-1719,600,4.955959485144754,0.4627886344408619,1.392054670497633
1450,-382,600,29.88497281272258,0.8811999137654495,1.1912093007005888
1451,-573,600,21.053796620529486,0.6736118569817633,0.12478437256955018
1452,-764,600,16.460582085339723,0.5861362977762561,1.6612753330281163
1453,-955,600,11.895748430031247,0.5141901154833342,0.1492880496701384
1458,-1910,600,4.876674047892518,0.503128342849114,0.9366649478218174
1459,-2101,600,4.192437676256466,0.42693974615963076,0.9235163594747493
1447,1397,400,5.014282652201617,0.42535695519723954,0.1810514117292222
1446,1270,400,5.688248704025014,0.477482879997276,0.6893928899128466
1445,1143,400,6.402217939660772,0.5155088837147674,0.34406193811833347
1444,1016,400,8.187163535391171,0.49194301025575493,0.7796274184921983
1443,889,400,10.792998882788893,0.4995782332543239,1.271696440627917
1442,762,400,13.796304350291349,0.528660832814103,0.7207347613405776
1441,635,400,18.485254971157982,0.6275861953100469,0.35584093970278113
1440,508,400,22.774956337622456,0.7200123614710702,1.1042486588077873
1449,-191,600,38.962245285158524,1.0141704998641239,0.062372419335565595
1448,-10,600,46.359698125751905,1.2008226540541302,1.3838538973233476
1472,-10,1200,41.30698691090801,1.002557806029688,0.4155509018217902
1473,-382,1200,36.06991295279847,0.9792707297391158,0.3320895087431339
1470,1910,600,4.66303402175058,0.5220944290205201,0.1813343521018537
1471,2101,600,4.205199969557043,0.47686536190937695,0.24059106289621632
1476,-1528,1200,15.41463710246357,0.5398672751296828,0.4272022515829974
1477,-1910,1200,11.002497269475905,0.5205308489088032,1.2563558358225422
1474,-764,1200,32.24608658291209,0.7886636408536544,0.6739135826110477
1475,-1146,1200,20.402577956195216,0.607810130454661,0.5912086519673531
1478,-2292,1200,8.780426687533584,0.4996806267599884,0.86777350779293
1479,-2674,1200,6.723093614510055,0.4584589110275049,2.7090425490382173
