offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
6.000000000000000000e+02,2.000000000000000000e+02,-1.099409903736227534e+01,-1.099409903736227534e+01,-5.008029468620397893e+02,-5.008029468620397893e+02,-2.096179729280325699e+00,-4.999097284719130698e+02,-6.725000426700376011e+00,-6.725000426700376011e+00,-2.049999146599652100e+00
5.478260869565217490e+02,2.000000000000000000e+02,-1.094292597621688401e+01,-1.094292597621688401e+01,-5.007903343591090106e+02,-5.007903343591090106e+02,-2.207835321489622693e+00,-4.999256440078577270e+02,-6.676579046650886085e+00,-6.676579046650886085e+00,-2.146841906697380509e+00
4.956521739130434980e+02,2.000000000000000000e+02,-1.087783097800451060e+01,-1.087783097800451060e+01,-5.007755054812840854e+02,-5.007755054812840854e+02,-4.999411527354214968e+02,-6.614942531968019068e+00,-6.614942531968019068e+00,-2.352174346000787342e+00,-2.270114936063338806e+00
4.434782608695652470e+02,2.000000000000000000e+02,-1.079366246500626403e+01,-1.079366246500626403e+01,-5.007579395905180490e+02,-5.007579395905180490e+02,-2.542252277145361283e+00,-4.999545436118052635e+02,-6.535224681260615398e+00,-6.535224681260615398e+00,-2.429550637478350428e+00
3.913043478260869961e+02,2.000000000000000000e+02,-1.068293968250156922e+01,-1.068293968250156922e+01,-5.007369694664130293e+02,-5.007369694664130293e+02,-2.797561776359580143e+00,-4.999626199258107704e+02,-6.430404709701861066e+00,-6.430404709701861066e+00,-2.639190580596165514e+00
3.391304347826086882e+02,2.000000000000000000e+02,-1.053476296911799182e+01,-1.053476296911799182e+01,-5.007117403567208385e+02,-5.007117403567208385e+02,-3.147456728294065975e+00,-4.999595366200250623e+02,-6.290367784703335019e+00,-6.290367784703335019e+00,-2.919264430593611959e+00
2.869565217391304373e+02,2.000000000000000000e+02,-5.006811673342128302e+02,-5.006811673342128302e+02,-1.033349763941771471e+01,-1.033349763941771471e+01,-3.635824380214580653e+00,-4.999348456725237497e+02,-6.100898718996404568e+00,-6.100898718996404568e+00,-3.298202562006906646e+00
2.347826086956521863e+02,2.000000000000000000e+02,-5.006439125249257813e+02,-5.006439125249257813e+02,-1.005806020340128271e+01,-1.005806020340128271e+01,-4.325430646901648579e+00,-4.998706238964428508e+02,-5.843604082010074308e+00,-5.843604082010074308e+00,-3.812791835979800315e+00
1.826086956521739069e+02,2.000000000000000000e+02,-5.005984525159830696e+02,-5.005984525159830696e+02,-9.685086026902865797e+00,-9.685086026902865797e+00,-5.294044371480197242e+00,-4.997388785427479547e+02,-4.499478059122126616e+00,-5.500260970438972663e+00,-5.500260970438972663e+00
1.304347826086956843e+02,2.000000000000000000e+02,-5.005434573004314984e+02,-5.005434573004314984e+02,-9.205272067770351896e+00,-9.205272067770351896e+00,-6.597193989762238253e+00,-4.995053472738351843e+02,-5.070625651214072604e+00,-5.070625651214072604e+00,-5.358748697571980912e+00
