offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-6.000000000000000000e+02,2.000000000000000000e+02,2.073335557148039854e+00,5.102775403122442044e-02,7.233355571480398538e+00,5.102775403122440379e-01,9.984674467367381512e-01
-5.478260869565217490e+02,2.000000000000000000e+02,2.119376029139829143e+00,5.084921338725138101e-02,6.766452512421452070e+00,4.323624987067232750e-01,9.976897079519803091e-01
-4.956521739130434980e+02,2.000000000000000000e+02,2.400184157585677713e+00,5.148832472965005763e-02,7.928914456254616994e+00,3.677181301108089495e-01,1.000629177517224244e+00
-4.434782608695652470e+02,2.000000000000000000e+02,2.596715376030563682e+00,5.328048047795244657e-02,7.989072073678005204e+00,3.152512360982819839e-01,1.009757920569117617e+00
-3.913043478260869961e+02,2.000000000000000000e+02,2.805488549122074460e+00,5.256842263657517111e-02,7.802869101054403345e+00,2.537991520109886268e-01,9.997070067351511158e-01
-3.391304347826086882e+02,2.000000000000000000e+02,3.068466801729544891e+00,5.747191628863180385e-02,7.578179477401827846e+00,2.227172559389322959e-01,9.903119105961438740e-01
-2.869565217391304373e+02,2.000000000000000000e+02,3.570179804867332329e+00,6.085285109159447453e-02,7.831854299197244629e+00,1.861245993689977785e-01,9.933314498842461537e-01
-2.347826086956521863e+02,2.000000000000000000e+02,4.282229966117956366e+00,6.635695145592085398e-02,8.116342717157632336e+00,1.578015972240990883e-01,9.900830767334323212e-01
-1.826086956521739353e+02,2.000000000000000000e+02,5.404639200117507869e+00,7.056685131440856851e-02,8.659735395300536709e+00,1.293947935254751158e-01,1.013690911874249867e+00
-1.304347826086956843e+02,2.000000000000000000e+02,6.755031821574791095e+00,8.360032898879216079e-02,8.990158777821159575e+00,1.191581248724939562e-01,1.001702308817828069e+00
-7.826086956521737648e+01,2.000000000000000000e+02,8.115740271630929925e+00,1.070171264247855442e-01,9.128736419082924769e+00,1.234034917185617974e-01,9.960758258976750712e-01
-2.608695652173912549e+01,2.000000000000000000e+02,9.547744542578708860e+00,1.283945436850559285e-01,9.684662691696305004e+00,1.305789499103215123e-01,9.843208505673585185e-01
2.608695652173912549e+01,2.000000000000000000e+02,1.029927938312354030e+01,1.413770417472771934e-01,1.044898356922583105e+01,1.437823222306902071e-01,9.963539220978783195e-01
7.826086956521737648e+01,2.000000000000000000e+02,1.018490536957793857e+01,1.399266901526481643e-01,1.151473019932427633e+01,1.613521379832048852e-01,9.861614352402698902e-01
1.304347826086956275e+02,2.000000000000000000e+02,9.405172914896404279e+00,1.177395893514974062e-01,1.276748653654421339e+01,1.678178645955180348e-01,1.004040782692126266e+00
1.826086956521738784e+02,2.000000000000000000e+02,8.473887104248012392e+00,1.126013678807317731e-01,1.428765688302565273e+01,2.064713172860298540e-01,1.000835037218116508e+00
2.347826086956521294e+02,2.000000000000000000e+02,7.205871646575372047e+00,9.511837942135634161e-02,1.506897264913386891e+01,2.261983389642083786e-01,9.872922114438145158e-01
2.869565217391303804e+02,2.000000000000000000e+02,6.286248454110626938e+00,8.011023645102367807e-02,1.613922495037994764e+01,2.450252600713729023e-01,1.006340332269287874e+00
3.391304347826086314e+02,2.000000000000000000e+02,5.190783352354427116e+00,7.296877439021229317e-02,1.580265760364191152e+01,2.827712429110305070e-01,9.946867295625246852e-01
