time(s),pop_state_1,pop_state_2,pop_state_3
0.0,1.0,-2.7265510390963666e-17,-1.5090718277378328e-19
2.002002002002002e-05,0.5739901129289927,0.42600616232549743,3.7247455099416426e-06
4.004004004004004e-05,0.33464982856415076,0.6653376009086213,1.257052722805828e-05
6.006006006006006e-05,0.20018391993755977,0.7997918526896591,2.422737278124346e-05
8.008008008008008e-05,0.1246383426142715,0.8753242592424351,3.739814329349541e-05
0.0001001001001001001,0.0821952796036096,0.9177533656745556,5.1354721834917166e-05
0.00012012012012012012,0.05834981229142969,0.9415844990364787,6.568867209172431e-05
0.00014014014014014013,0.0449528138837512,0.9549670149623103,8.017115393858642e-05
0.00016016016016016016,0.037425956891739796,0.9624793688867374,9.46742215228818e-05
0.00018018018018018018,0.03319705374411682,0.9666938196487246,0.00010912660715864099
0.0002002002002002002,0.030821002719338145,0.9690555084006877,0.00012348887997426045
0.0002202202202202202,0.029485919401243683,0.9703763411091081,0.00013773948964827102
0.00024024024024024023,0.02873567235913884,0.9711124607152765,0.0001518669255847395
0.00026026026026026023,0.028313998652398222,0.9715201360357486,0.00016586531185318372
0.00028028028028028026,0.02807692508912585,0.9717433429784713,0.00017973193240283984
0.0003003003003003003,0.027943564898298485,0.971862969260962,0.00019346584073957318
0.0003203203203203203,0.027868474406338013,0.971924458514789,0.0002070670788730442
0.00034034034034034034,0.02782612251583492,0.9719533412456026,0.00022053623856243138
0.00036036036036036037,0.02780216537656349,0.9719639604085654,0.000233874214871154
0.0003803803803803804,0.027788544337150715,0.9719643735950856,0.0002470820677637546
0.0004004004004004004,0.027780731885271023,0.9719591071703267,0.0002601609444022934
0.0004204204204204204,0.027776184366815348,0.9719507035976404,0.00027311203554430594
0.0004404404404404404,0.02777347269541072,0.9719405907534902,0.0002859365510991219
0.00046046046046046044,0.02777179396923518,0.9719295703243176,0.0002986357064471792
0.00048048048048048047,0.027770697088470915,0.9719180921967235,0.0003112107148056735
0.0005005005005005005,0.027769928602203457,0.9719064086148059,0.00032366278299064905
0.0005205205205205205,0.0277693461024079,0.9718946607885054,0.00033599310908676353
0.0005405405405405405,0.0277688695671156,0.9718829275516961,0.00034820288118832905
0.0005605605605605605,0.027768454024119933,0.9718712526991383,0.0003602932767417216
0.0005805805805805806,0.027768074192948203,0.9718596603448266,0.0003722654622251653
0.0006006006006006006,0.027767715856441062,0.9718481635505415,0.00038412059301757765
0.0006206206206206207,0.027767371013147763,0.9718367691734792,0.0003958598133731583
0.0006406406406406406,0.027767035153852346,0.9718254805896928,0.00040748425645491037
0.0006606606606606606,0.027766705731475286,0.9718142992241239,0.00041899504440080917
0.0006806806806806807,0.027766381301435085,0.9718032254101572,0.0004303932884078444
0.0007007007007007007,0.027766061038686504,0.9717922588724879,0.0004416800888256508
0.0007207207207207207,0.027765744466382556,0.9717813989983625,0.0004528565352550682
0.0007407407407407407,0.02776543130343062,0.9717706449899205,0.0004639237066490238
