Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
9.826845892931472815e-01,1.877487549795834806e-02,9.976463900000002161e-01,2.353610000000000337e-03,0.000000000000000000e+00,9.892665705424498190e-01,0.000000000000000000e+00,1.290347700707544787e-01,2.333840643772003374e-03,0.000000000000000000e+00,3.044139970137399735e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.585702265826593349e-01,1.935108826374971197e-02,9.625700279163615924e-01,1.817665592377414908e-03,-4.068685572563460998e-19,9.543818893404889536e-01,-2.654361441756841657e-04,1.252872757350863286e-01,1.912492186869993015e-03,-1.173281605426602735e-04,-6.089604405733560879e-04,-3.960578927677695092e-19,3.842154351869630961e-21,-1.093047558338540005e-19,5.000000000000000104e-03
9.095098139282590255e-01,1.967004335715950500e-02,9.287177710209243431e-01,1.715472762817851207e-03,-7.939525116330753832e-19,9.208076061684242752e-01,-2.811424024255139865e-04,1.209576991974615351e-01,1.816581521302455468e-03,-1.231237159677098356e-04,-6.637603389702391400e-04,-7.794429704688985763e-19,4.203526893353555211e-21,-1.628009467639187909e-19,1.000000000000000021e-02
8.940858804779630020e-01,1.992688456538586894e-02,8.960552767324522216e-01,1.651915406335257002e-03,-3.440984168144056361e-22,8.884211959765322408e-01,-2.759343589838790588e-04,1.167198757621519811e-01,1.750278532577861880e-03,-1.196444013069384942e-04,-6.468380550130312968e-04,-3.838437046108874524e-21,3.393479096151751147e-22,2.676758293608524193e-20,1.499999999999999944e-02
8.495064907988592040e-01,2.013956721687287441e-02,8.645414388982225473e-01,1.593552675857112279e-03,-1.489237279888203911e-18,8.571744274433187316e-01,-2.691313870937598056e-04,1.126257621934663028e-01,1.688523022741837427e-03,-1.155210835466329169e-04,-6.246169586841257212e-04,-1.469201641867691027e-18,4.295906005142853757e-21,-2.503211067093594143e-19,2.000000000000000042e-02
8.457284842077082976e-01,2.055089112112411243e-02,8.341359222185626976e-01,1.537492319735034568e-03,-1.364853112142835307e-21,8.270266743033746204e-01,-2.623603756944250620e-04,1.086749697601163273e-01,1.629126443940150538e-03,-1.114777704663630082e-04,-6.026799419851247303e-04,-5.503277006168000942e-21,-4.392611490680920031e-21,3.163927977078389709e-20,2.500000000000000139e-02
8.352583329274425594e-01,2.001223139042405258e-02,8.047997528399570832e-01,1.483424526199611125e-03,-5.345037531826400632e-22,7.979392379901915078e-01,-2.557541617797987770e-04,1.048628568752713180e-01,1.571834501138209741e-03,-1.075708865016077601e-04,-5.814727531165037088e-04,-3.895284212174440091e-21,3.922326093614725584e-22,2.573127159633982016e-20,2.999999999999999889e-02
7.921594819585896508e-01,1.916201656035307344e-02,7.764953227651865131e-01,1.431259894135277584e-03,-2.235128789784761835e-18,7.698748230839281836e-01,-2.493195355556665081e-04,1.011845847611542726e-01,1.516558707177319189e-03,-1.038006427527286206e-04,-5.610082049982507892e-04,-2.217840520863958972e-18,-5.427808438441431563e-21,-2.776978810363973995e-19,3.500000000000000333e-02
7.560701757188913463e-01,2.005083210154391671e-02,7.491863462432581944e-01,1.380929861562539551e-03,-2.595702093431219376e-18,7.427974493990390226e-01,-2.430527689091238478e-04,9.763545426788676485e-02,1.463226935515168133e-03,-1.001626629729072254e-04,-5.412634218905830680e-04,-2.567063184629790997e-18,4.356525841597161604e-21,-3.881359262712160367e-19,4.000000000000000083e-02
7.236426986461431676e-01,1.927963825410566878e-02,7.228378136415728461e-01,1.332369772191527866e-03,5.719523071606568193e-18,7.166724024720234620e-01,-2.369493683562599613e-04,9.421092882503750987e-02,1.411770715180843058e-03,-9.665233789714191626e-05,-5.222133568360304463e-04,5.665791426549346614e-18,-5.218523766562715121e-21,7.833818040152248490e-19,4.499999999999999833e-02
6.937052589428641669e-01,1.929925104943091066e-02,6.974159465969002047e-01,1.285517369793869914e-03,-1.120242001575949558e-21,6.914661887710692456e-01,-2.310048950350005815e-04,9.090663107923831199e-02,1.362124077735170444e-03,-9.326518754817684055e-05,-5.038335926167156545e-04,-4.709891965271357407e-21,-3.800857336075474957e-21,2.744789858864205814e-20,5.000000000000000278e-02
6.899867343715795354e-01,1.868721946505315368e-02,6.728881547150266096e-01,1.240312598247590714e-03,1.000997540497227491e-17,6.671464927330332806e-01,-2.252150303916536215e-04,8.771833749593309359e-02,1.314223382745743733e-03,-8.999688659917440400e-05,-4.861005497042101002e-04,9.919233412496732081e-18,-6.824410834422961136e-21,1.345759800040225758e-18,5.500000000000000028e-02
6.548745373974438344e-01,2.011885261183396154e-02,6.492229937906925930e-01,1.196697514397768126e-03,-7.968910106205456475e-22,6.436821353325659079e-01,-2.195755782767169957e-04,8.464197296898752498e-02,1.268007228600634764e-03,-8.684326146420832514e-05,-4.689914762253339980e-04,-3.887442852777806865e-21,4.666285197014932477e-22,2.364247882571036814e-20,5.999999999999999778e-02
6.246089528037892524e-01,1.940069251771742859e-02,6.263901254965908993e-01,1.154616212923779755e-03,-2.377125132692899123e-21,6.210430341100255935e-01,-2.140824617773977204e-04,8.167360560443845396e-02,1.223416373156043131e-03,-8.380028517752867684e-05,-4.524844204911993278e-04,-3.792138924717523697e-21,-1.133721432541889138e-21,1.069406301192959767e-20,6.500000000000000222e-02
5.717158753666956583e-01,1.965536452611828591e-02,6.043602784902277758e-01,1.114014754601243447e-03,-3.503148459443031217e-18,5.992001646055118425e-01,-2.087317197094221361e-04,7.880944168636219715e-02,1.180393657737480433e-03,-8.086407225873801859e-05,-4.365582029902525672e-04,-3.474836640483040225e-18,-3.885489626681718751e-21,-4.445599247399889457e-19,7.000000000000000666e-02
5.951281516164341756e-01,2.032523783281884808e-02,5.831052108884591245e-01,1.074841097148195946e-03,-3.363759829235470941e-18,5.781255231490906032e-01,-2.035195031812977496e-04,7.604582081960395423e-02,1.138883933858870264e-03,-7.803087374081458681e-05,-4.211923892383480166e-04,-3.332694968089168652e-18,2.926840919390897349e-21,-4.566143581751316203e-19,7.499999999999999722e-02
5.953866320912702959e-01,1.958108059650343416e-02,5.625976740621434491e-01,1.037045028519934355e-03,-3.924371835151055903e-18,5.577920909600382338e-01,-1.984420722590116897e-04,7.337921124331767131e-02,1.098833992534594458e-03,-7.529707237395854560e-05,-4.063672635759651790e-04,-3.885762170129089918e-18,4.278978016295013584e-21,-5.508653080867878440e-19,8.000000000000000167e-02
5.432633477349231299e-01,2.061270864902990316e-02,5.428113777035477039e-01,1.000578102532835318e-03,-7.670042465767834066e-18,5.381737995081382619e-01,-1.934957927391388896e-04,7.080620530919817801e-02,1.060192496059812967e-03,-7.265917799378824357e-05,-3.920638038821435268e-04,-7.603505807270826698e-18,3.067153262545705125e-21,-1.008224860556806301e-18,8.500000000000000611e-02
5.202162105696879202e-01,1.974852840586847902e-02,5.237209561228172161e-01,9.653935767655742566e-04,8.337410171928850585e-18,5.192454970937085967e-01,-1.886771330162890603e-04,6.832351511875524308e-02,1.022909912203778023e-03,-7.011382305652351387e-05,-3.782636571800218205e-04,8.262649883400208809e-18,-5.537155452516898574e-21,1.114613108939057142e-18,8.999999999999999667e-02
5.111129755743170078e-01,1.971724963656860258e-02,5.053019357295408520e-01,9.314463526401444609e-04,7.073964305782393393e-18,5.009829166027606195e-01,-1.839826610501555748e-04,6.592796831394059920e-02,9.869384507133508941e-04,-6.765775832890484468e-05,-3.649491161006160919e-04,7.011706974529461579e-18,-3.671972818682640106e-21,9.367059765755214768e-19,9.500000000000000111e-02
4.757138597809050240e-01,2.012370138745850703e-02,4.875307036580186493e-01,8.986929176094465236e-04,-7.535835016485447615e-22,4.833626443962438235e-01,-1.794090414257479803e-04,6.361650401577163827e-02,9.522320020487809716e-04,-6.528784872988892751e-05,-3.521030961734105845e-04,-3.464668624218630456e-21,-2.856700778484275916e-21,2.073604646636246928e-20,1.000000000000000056e-01
4.529191049809361269e-01,2.030490086299718833e-02,4.703844774960647679e-01,8.670912893799944234e-04,5.856721236269096167e-18,4.663620902935478041e-01,-1.749530325035109947e-04,6.138616890575761958e-02,9.187460782761463227e-04,-6.300106931912433593e-05,-3.397091139166260741e-04,5.805221856876374105e-18,-3.090221148185928306e-21,7.751777366301380932e-19,1.049999999999999961e-01
4.296908111595926227e-01,1.971128616961475427e-02,4.538412760781732613e-01,8.366009620930741058e-04,1.360161017227539633e-17,4.499594586114180061e-01,-1.706114836585408536e-04,5.923411344505796761e-02,8.864377560352195741e-04,-6.079450142537154845e-05,-3.277512656971010799e-04,1.348205356303553653e-17,-7.173027561488699168e-21,1.799921015526999075e-18,1.100000000000000006e-01
4.189131022585713127e-01,1.946676606828802794e-02,4.378798913062805775e-01,8.071828544023249702e-04,-5.137271696993858813e-18,4.341337202218275015e-01,-1.663813326024003790e-04,5.715758822661826805e-02,8.552656215169133656e-04,-5.866532891291151628e-05,-3.162142073345429179e-04,-5.092590345248221165e-18,2.254425024344202903e-21,-6.761834572647064174e-19,1.150000000000000050e-01
4.575471125769536851e-01,1.963190986480283298e-02,4.224798609611500333e-01,7.787992593751628901e-04,-9.999906754991659245e-22,4.188645855921412919e-01,-1.622596027895304685e-04,5.515394045549800589e-02,8.251897173735333419e-04,-5.661083457696177394e-05,-3.050831344227442499e-04,-3.573983163104195594e-21,5.261700020001300180e-22,1.966900067403126968e-20,1.199999999999999956e-01
4.036679388698207194e-01,1.951228675748149788e-02,4.076214424702013228e-01,7.514137961559303911e-04,1.046252505487157454e-21,4.041324787736835233e-01,-1.582434009023065465e-04,5.322061055297059445e-02,7.961714914960008310e-04,-5.462839666697847198e-05,-2.943437633432447582e-04,4.798980273715788095e-21,-1.338687136894383433e-20,-2.870296680748222261e-20,1.250000000000000000e-01
3.923384594213593091e-01,1.963595467344172313e-02,3.932855875979459626e-01,7.249913633313355291e-04,-1.924007905347236277e-21,3.899185123051530644e-01,-1.543299144122932051e-04,5.135512888001574766e-02,7.681737475948721087e-04,-5.271548553250390411e-05,-2.839823129466757410e-04,-3.005580164782473169e-21,-1.031529246260313169e-21,8.167104420194470930e-21,1.300000000000000044e-01
3.861073589112338778e-01,1.894602948366682499e-02,3.794539180263904465e-01,6.994980939319240913e-04,1.904587142080248107e-21,3.762044629985221711e-01,-1.505164092176328769e-04,4.955511257598321784e-02,7.411605975152369807e-04,-5.086966038611630552e-05,-2.739854868780001291e-04,1.453796142881154359e-21,-4.727856966634538887e-22,3.579752666258963581e-21,1.350000000000000089e-01
3.671862631909028618e-01,1.927973718601515285e-02,3.661087017944903432e-01,6.749013120219781283e-04,-4.287267050281832544e-18,3.629727485767638151e-01,-1.468002273511853130e-04,4.781826250842687032e-02,7.150974152347578609e-04,-4.908856618070517200e-05,-2.643404565247466152e-04,-4.251869052137773390e-18,-1.935276072891219156e-21,-5.498097918631212693e-19,1.400000000000000133e-01
3.799829668050819786e-01,2.036670431074399587e-02,3.532328305657810863e-01,6.511694908072167536e-04,-2.184867862209596733e-21,3.502064051327900551e-01,-1.431787847601743687e-04,4.614236033011376997e-02,6.899507924702618766e-04,-4.736993059598709023e-05,-2.550348445624277629e-04,-6.433456385622978070e-21,-1.609902405915021409e-21,3.243062158893013260e-20,1.449999999999999900e-01
3.477041758391887227e-01,1.975349859060871252e-02,3.408097976962222719e-01,6.282722122286927679e-04,-3.969675642234225235e-18,3.378890653818762413e-01,-1.396495691515348115e-04,4.452526563959329636e-02,6.656884958591320752e-04,-4.571156113176119728e-05,-2.460567090827269735e-04,-3.934269048847884694e-18,2.767170884032740486e-21,-5.292505606311159179e-19,1.499999999999999944e-01
3.475423503716357776e-01,2.067911248384848855e-02,3.288236770726226665e-01,6.061801279637485385e-04,1.114803702528407974e-17,3.260049376781841701e-01,-1.362101379045440653e-04,4.296491324148909302e-02,6.422794256319099742e-04,-4.411134230297366368e-05,-2.373945282754835089e-04,1.105025777102933448e-17,-6.068893572861989040e-21,1.473620521046318233e-18,1.549999999999999989e-01
3.570586412304674329e-01,2.105820457398579690e-02,3.172591026956888549e-01,5.848649218075888546e-04,-4.474708917883044129e-18,3.145387857696484990e-01,-1.328581160473274762e-04,4.145931050315648098e-02,6.196935757478905975e-04,-4.256723293200980873e-05,-2.290371856525561770e-04,-4.433250731306816785e-18,3.692611356533598086e-21,-6.084441493488337562e-19,1.600000000000000033e-01
2.890901397135619000e-01,1.902144790690740370e-02,3.061012489812670045e-01,5.642992733760498645e-04,-5.694484073164005637e-18,3.034759092650151091e-01,-1.295911942917796320e-04,4.000653480428897901e-02,5.979019954307894123e-04,-4.107726353952269695e-05,-2.209739557906009483e-04,-5.646399351288347625e-18,-8.951678938269322346e-22,-7.384626352275416800e-19,1.650000000000000078e-01
3.154731068203130984e-01,2.049146301625865210e-02,2.953358117538956717e-01,5.444568230821370805e-04,-8.439518497385557676e-18,2.928021247873694444e-01,-1.264071271324737763e-04,3.860473107611788607e-02,5.768767520542598341e-04,-3.963953382275666701e-05,-2.131944905744208676e-04,-8.367150568024301646e-18,2.967458569619827084e-21,-1.102902841886553030e-18,1.700000000000000122e-01
2.796943019900007266e-01,2.031758556694332127e-02,2.849489899094739820e-01,5.253121383484641964e-04,-2.723077575052307101e-21,2.825037477911521711e-01,-1.233037309987550256e-04,3.725210942721190327e-02,5.565908953370964909e-04,-3.825221022651351701e-05,-2.056888059257339313e-04,-1.452038711247344567e-21,2.567984681223794916e-21,-9.921474309353673620e-21,1.750000000000000167e-01
2.673058029225953147e-01,2.023070071387954999e-02,2.749274677220950869e-01,5.068406810040691551e-04,8.855176537518127961e-18,2.725675750179226697e-01,-1.202788824668028273e-04,3.594694285264346534e-02,5.370184227935408464e-04,-3.691352359614110502e-05,-1.984472689972579325e-04,8.777539266860286571e-18,-4.986331696114535343e-21,1.170294929469720997e-18,1.799999999999999933e-01
2.715366721986035570e-01,2.016062477290260155e-02,2.652583977738268151e-01,4.890187758305437156e-04,6.407430248181136934e-22,2.629808675698310227e-01,-1.173305165222640503e-04,3.468756502377741413e-02,5.181342464015453904e-04,-3.562176691557489944e-05,-1.914605858184238133e-04,7.253247139856263853e-22,8.231738638545941186e-23,-6.068482678260679329e-22,1.849999999999999978e-01
2.752272544962811041e-01,1.908653198131531059e-02,2.559293844843980037e-01,4.718235802134870772e-04,7.254789580756039680e-18,2.537313345779494411e-01,-1.144566248780543873e-04,3.347236815570248797e-02,4.999141604423041479e-04,-3.437529312308189360e-05,-1.847197893748771410e-04,7.191941299982060288e-18,-3.287632206556231384e-21,9.529798054244461441e-19,1.900000000000000022e-01
2.781364869912962279e-01,2.064773157021516231e-02,2.469284682202026182e-01,4.552330548597602181e-04,3.076736470611735645e-18,2.448071174450496545e-01,-1.116552543409807046e-04,3.229980094963947473e-02,4.823348104692902656e-04,-3.317251300501464190e-05,-1.782162281071677330e-04,3.048251308270743133e-18,-2.733075837634598490e-21,4.181966997966194387e-19,1.950000000000000067e-01
2.127815716082363806e-01,1.980031205870257799e-02,2.382441099625348391e-01,4.392259355486328228e-04,-3.388183791865027836e-22,2.361967746429071702e-01,-1.089245052284144053e-04,3.116836660772889095e-02,4.653736633728660158e-04,-3.201189316297087896e-05,-1.719415548151849503e-04,-1.908656268135949017e-21,-1.638582137079176452e-21,1.201342015808709162e-20,2.000000000000000111e-01
2.262570697233059203e-01,1.998195217566215223e-02,2.298651765143693571e-01,4.237817058705668316e-04,-8.868802593186656228e-18,2.278892670436213908e-01,-1.062625298327423838e-04,3.007662091752046768e-02,4.490089784915330599e-04,-3.089195405233646752e-05,-1.658877159508043988e-04,-8.792572019251580619e-18,1.789480110299493547e-21,-1.160395162487508068e-18,2.050000000000000155e-01
2.187616982786463882e-01,2.000209476861773347e-02,2.217809262282521843e-01,4.088805709312117874e-04,5.597614988042562502e-18,2.198739437676628938e-01,-1.036675309311929400e-04,2.902317040390961500e-02,4.332197797460118861e-04,-2.981126809039433577e-05,-1.600469412895935304e-04,5.549108033685604751e-18,-2.627306284591993260e-21,7.354088461955400838e-19,2.099999999999999922e-01
2.061402912278589294e-01,1.949461237862725599e-02,2.139809952351884592e-01,3.945034319737745544e-04,-1.084192102905967542e-22,2.121405285287035758e-01,-1.011377603412958424e-04,2.800667054591605282e-02,4.179858287465420988e-04,-2.876845782993839239e-05,-1.544117339633601098e-04,5.392566713496708133e-22,7.463745263985779107e-22,-4.972556089412642710e-21,2.149999999999999967e-01
2.053109099803302195e-01,1.915590339285497962e-02,2.064553841587729865e-01,3.806318618995913929e-04,1.255125632338058306e-17,2.046791064596081289e-01,-9.867151751827731422e-05,2.702582405627043313e-02,4.032875988519814617e-04,-2.776219419837761010e-05,-1.489748608452773186e-04,1.244247367681164375e-17,-5.945736905494648213e-21,1.649108201955718066e-18,2.200000000000000011e-01
2.157596264293894228e-01,2.081453136020285782e-02,1.991944452960127954e-01,3.672480816461163320e-04,-1.621397313365274910e-17,1.974801114011915937e-01,-9.626714819621707609e-05,2.607937922140411008e-02,3.891062501375803107e-04,-2.679119479745020553e-05,-1.437293432723135613e-04,-1.607582109135269298e-17,5.093166236187647686e-20,-2.112138956807895542e-18,2.250000000000000056e-01
