Peff,Peff_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc,time
1.009975917728867634e+00,1.968267377210517269e-02,9.976463899999998830e-01,2.353609999999999470e-03,0.000000000000000000e+00,9.149116309981368822e-01,0.000000000000000000e+00,-3.977876656513636977e-01,2.158425255098176364e-03,0.000000000000000000e+00,-9.384457630861632593e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.013360083036190629e+00,1.918523765573323589e-02,9.672795870229429216e-01,2.180926389087990691e-03,-2.789272030332024499e-22,8.871053445654077940e-01,-1.819458868184197311e-04,-3.855825700363886277e-01,1.817722769677372749e-03,-2.889621821919427009e-05,-1.288973186691958449e-03,-9.668787378466081220e-21,1.148060132581202052e-21,-2.153866510415356086e-20,5.000000000000000104e-03
9.459275687475663386e-01,2.098701176947972633e-02,9.378404764326846443e-01,2.106015770209296659e-03,-2.457187000890840341e-22,8.601100159545183033e-01,-1.930826758374338333e-04,-3.738389121006578941e-01,1.739176062672485520e-03,-3.045779805848249490e-05,-1.281755736455235644e-03,-1.033125918822724064e-20,1.317909537906149716e-21,-2.314563676827404039e-20,1.000000000000000021e-02
9.135113138237638264e-01,1.880422927477977055e-02,9.092976275881656800e-01,2.041198845832333138e-03,6.251774535011014629e-18,8.339332933448879714e-01,-1.898879825150839602e-04,-3.624602733847601121e-01,1.684282909868304885e-03,-2.973783207645178367e-05,-1.245449968579729694e-03,5.730243050097942551e-18,8.629934311210064137e-21,-2.499811750921270151e-18,1.499999999999999944e-02
9.152990818415467356e-01,2.026279983227600653e-02,8.816234942844203282e-01,1.979014544807642002e-03,-1.342609339723878309e-22,8.085529939299909152e-01,-1.855736828666656318e-04,-3.514285888131174485e-01,1.632856056794740806e-03,-2.885110316935127192e-05,-1.207774297101129289e-03,-1.007649323969733011e-20,1.471053857640964353e-21,-2.283920974196364691e-20,2.000000000000000042e-02
8.393629445174671799e-01,1.926415145894817132e-02,8.547916148857137575e-01,1.918778544614736011e-03,1.638368996229312241e-17,7.839451096763940807e-01,-1.812536656105647197e-04,-3.407327114178332894e-01,1.583146018247611657e-03,-2.797540544880372428e-05,-1.171036265839078480e-03,1.502567045201512712e-17,1.674015890599446452e-20,-6.531043342968451974e-18,2.500000000000000139e-02
7.902947261852427685e-01,1.950504226748733805e-02,8.287763538105464844e-01,1.860380519973380779e-03,1.139943053396350737e-17,7.600861520031965135e-01,-1.770202373320237804e-04,-3.303623712236679610e-01,1.534961710748347814e-03,-2.712498897883270279e-05,-1.135398672399123930e-03,1.045154805337535024e-17,1.048407331260839751e-20,-4.551065808767659691e-18,2.999999999999999889e-02
8.266049055277394642e-01,1.981420669594059422e-02,8.035528574278518743e-01,1.803760222760770505e-03,7.040975570094625690e-18,7.369533293500226678e-01,-1.728794647329701746e-04,-3.203076562298833863e-01,1.488244974547334436e-03,-2.630031665686580051e-05,-1.100844182682100695e-03,6.453938933596109721e-18,6.000280250550278840e-21,-2.814617345288882341e-18,3.500000000000000333e-02
8.014107257144772456e-01,1.964806004914939133e-02,7.790970286638129183e-01,1.748863184293967914e-03,5.683506618776657229e-23,7.145245422991481909e-01,-1.688301591100529000e-04,-3.105589599435712445e-01,1.442950154059551059e-03,-2.550070964768723892e-05,-1.067341197771725508e-03,-9.438353137836901192e-21,1.705679800952968080e-21,-2.185075383785364563e-20,4.000000000000000083e-02
7.642414729265388784e-01,1.956737646562396044e-02,7.553855038424023283e-01,1.695636926891048654e-03,-3.910840803673540578e-23,6.927783638906075403e-01,-1.648705460461581175e-04,-3.011069685712784438e-01,1.399033889707715968e-03,-2.472541453643938971e-05,-1.034857831339053074e-03,1.363866040562355066e-21,6.040510391943024051e-22,3.234975281657428945e-21,4.499999999999999833e-02
