time(s),pop_state_1,pop_state_2,pop_state_3
0.0,1.0,-3.581113908930005e-18,-2.3674808295635022e-20
2.002002002002002e-05,0.5721254425214943,0.427873156603052,1.4008754538218346e-06
4.004004004004004e-05,0.3294067359214258,0.6705885249716212,4.739106953230329e-06
6.006006006006006e-05,0.19172064366781977,0.8082702048423958,9.151489784659866e-06
8.008008008008008e-05,0.11361597995859309,0.886369871441444,1.4148599963246883e-05
0.0001001001001001001,0.0693098336143513,0.9306707133414263,1.945304422279186e-05
0.00012012012012012012,0.044176436413512626,0.9557986558817256,2.4907704761948484e-05
0.00014014014014014013,0.029919087699867005,0.9700504886104996,3.0423689633742267e-05
0.00016016016016016016,0.021831351493262464,0.9781326976999425,3.595080679529553e-05
0.00018018018018018018,0.017243426801415905,0.982715112383521,4.146081506337263e-05
0.0002002002002002002,0.014640826361840073,0.9853122357151866,4.6937922973627934e-05
0.0002202202202202202,0.01316443308010792,0.9867831935207636,5.237339912878972e-05
0.00024024024024024023,0.01232689905843451,0.9876153384267113,5.7762514854403075e-05
0.00026026026026026023,0.011851768414440498,0.9880851287756668,6.310280989307789e-05
0.00028028028028028026,0.011582217130267539,0.9883493897611195,6.839310861325327e-05
0.0003003003003003003,0.011429284274212822,0.9884970827638284,7.363296195909956e-05
0.0003203203203203203,0.011342505334254316,0.9885786723348373,7.882233090867535e-05
0.00034034034034034034,0.011293253507394027,0.988622785085675,8.396140693129375e-05
0.00036036036036036037,0.011265289779933971,0.9886456597099067,8.905051015967658e-05
0.0003803803803803804,0.011249402309560886,0.9886565076587925,9.409003164686243e-05
0.0004004004004004004,0.011240365529203853,0.9886605540701657,9.908040063069525e-05
0.0004204204204204204,0.011235215150122494,0.9886607627838937,0.0001040220659840662
0.0004404404404404404,0.011232269629853665,0.9886588148844345,0.00010891548571205686
0.00046046046046046044,0.011230575084273088,0.9886556637947136,0.00011376112101361887
0.00048048048048048047,0.01122959040509518,0.9886518501619728,0.00011855943293237192
0.0005005005005005005,0.011229008637744751,0.9886476804817796,0.00012331088047592978
0.0005205205205205205,0.011228655655101198,0.988643328425331,0.00012801591956808288
0.0005405405405405405,0.011228432678561131,0.988638892318966,0.00013267500247324973
