Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A35C8_25C_pH6.4,1,905,872,33,1907.8950966986345,2.1879530925443054,0.631539368015076,0.6175793211086438,743.5442870820684,899.6297912000558,1907.8950966986345,5178.016132743045,1.4791731110807502
