Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
U23C6_25C_pH6.4,1,905,872,33,1907.8950966986345,2.1879530925443054,0.7829616349569539,0.7747385970161726,743.5442870820684,899.6297912000558,1907.8950966986345,8790.58914915911,1.4791731110807502
